participant,cluster_id,cluster_title,weight,non_negligible
YvS4A5zc87CEv9JqD,2,**Inconsistent Contributors**,1.0,True
jyFNsXDsoAoC7nhaC,17,**High Contributors with Variability**,1.0,True
kWSnLBN9FBMQBJ4ys,11,**Unconditional Free-Riders**,1.0,True
5orJSbeZm5Qo6Nf2c,20,**Strict Full Contributors**,1.0,True
9LB69vvE5YJ8FTABn,6,**Stable Full Cooperators**,1.0,True
CDdfDBS3TJuwo5sdT,6,**Stable Full Cooperators**,1.0,True
EBB5atRiWmHKS6tBq,8,**Near-Unconditional Contributors**,1.0,True
Ju3dxdJ7tkNLYWE6D,5,**High Contributors with Deviations**,1.0,True
QYXyzaFFBFotLBssR,10,**Stable High Contributors**,1.0,True
Tp8oQGvpodpWCxH4M,5,**High Contributors with Deviations**,1.0,True
hCZFZSeJ2Jjj4oqhY,10,**Stable High Contributors**,1.0,True
FKriQtdFBTrWrfGBH,22,**Conditional Contributors with Free-Riding**,1.0,True
Hzpx2jqhYSZdif4ZN,5,**High Contributors with Deviations**,1.0,True
LbA9WeT3GTZMSNzNY,2,**Inconsistent Contributors**,1.0,True
Mm6mgT6wHK3JH9kjZ,2,**Inconsistent Contributors**,1.0,True
PFhmYJ38xLnXPkaM8,10,**Stable High Contributors**,1.0,True
hTdGbCFuP3T9rYtNd,2,**Inconsistent Contributors**,1.0,True
kbxi5o3HFQXMGo5oX,10,**Stable High Contributors**,1.0,True
nyi8ePouSTATiREKQ,5,**High Contributors with Deviations**,1.0,True
pZ23AK9eSGXF7kbub,2,**Inconsistent Contributors**,1.0,True
qjKeypvMTCWMtaeRg,10,**Stable High Contributors**,1.0,True
tF4Dus9NMgschoP7L,17,**High Contributors with Variability**,1.0,True
zJd7D32NZfC6rjKSJ,11,**Unconditional Free-Riders**,1.0,True
7m8GgZcSDPpiGtu7Q,20,**Strict Full Contributors**,1.0,True
ECyY6RJL7xsZmJcZy,10,**Stable High Contributors**,1.0,True
FKuMFB4zi8ekBPnZF,14,**Moderate and Stable Contributors**,1.0,True
QzzkxSSxwrNBFkdcq,14,**Moderate and Stable Contributors**,1.0,True
TaJQBuPufXkWZhmN4,14,**Moderate and Stable Contributors**,1.0,True
XnjCBRwp52oLMcNTh,10,**Stable High Contributors**,1.0,True
dwTAozr8scqjx5evW,20,**Strict Full Contributors**,1.0,True
oFSk487cqv3tc54Sv,20,**Strict Full Contributors**,1.0,True
qzp8RyXNHPzFLMT55,14,**Moderate and Stable Contributors**,1.0,True
2zj2Qk9kmEu38LcJT,8,**Near-Unconditional Contributors**,1.0,True
5rhN945uHvjCg8w2p,6,**Stable Full Cooperators**,1.0,True
8jSfSZWk5i4EejQBa,6,**Stable Full Cooperators**,1.0,True
9Yg6AsY5zPPfompXq,14,**Moderate and Stable Contributors**,1.0,True
H36NKQ2ZF8myF5c3a,20,**Strict Full Contributors**,1.0,True
LJTJvtYkxWvRD5fqP,10,**Stable High Contributors**,1.0,True
QDWtgTdWgBPwpn897,5,**High Contributors with Deviations**,1.0,True
SixqSafHmEgkEQi9W,10,**Stable High Contributors**,1.0,True
TzB5CfRi6HZpFfi4j,11,**Unconditional Free-Riders**,1.0,True
XapD84w5S9DedSpNY,5,**High Contributors with Deviations**,1.0,True
YbKArS3qM2Xpmy32a,6,**Stable Full Cooperators**,1.0,True
ado5nqWyycfo2E6Yp,10,**Stable High Contributors**,1.0,True
bWKDiiKFsMkEyEEYc,10,**Stable High Contributors**,1.0,True
bvJBu6hpBkzGgwSXN,11,**Unconditional Free-Riders**,1.0,True
gEGGvnybrjtcx726q,2,**Inconsistent Contributors**,1.0,True
jvJ3zAdipfTnBfqCi,6,**Stable Full Cooperators**,1.0,True
nE4ku9WPBGT2Wbkt8,10,**Stable High Contributors**,1.0,True
w9T3tcvXrSpm2sNTt,20,**Strict Full Contributors**,1.0,True
wRraedvynMNyJ3x7c,10,**Stable High Contributors**,1.0,True
wkDv5qjbPAwJTuSuA,20,**Strict Full Contributors**,1.0,True
2YnqAfE2FSnFPJjnN,10,**Stable High Contributors**,1.0,True
BzjpsaRjqTZWNod2G,22,**Conditional Contributors with Free-Riding**,1.0,True
EMRDDM4KagfGrFyhb,10,**Stable High Contributors**,1.0,True
W477XeF8g6ySxM89F,9,**Flexible Contributors**,1.0,True
mKuKPrjr3urdkzja3,22,**Conditional Contributors with Free-Riding**,1.0,True
scrBLGtZNt9KHHWWC,22,**Conditional Contributors with Free-Riding**,1.0,True
svqaBDv5mt4tYJq3i,22,**Conditional Contributors with Free-Riding**,1.0,True
swomPrsZH2HWdQNtw,22,**Conditional Contributors with Free-Riding**,1.0,True
wtJrhmYkpRuryg3du,22,**Conditional Contributors with Free-Riding**,1.0,True
yGgvz3P2nE476FEDd,8,**Near-Unconditional Contributors**,1.0,True
F87ewJKbJdsdrg5Ha,13,**Conditional Cooperative Contributors**,1.0,True
LQiG35LCxfCusLoaH,18,**Stable High Contributors**,1.0,True
LysM5MbDovTmE9dKe,12,**Steadfast Full Cooperators**,1.0,True
McW5SNbKayq2yESYS,13,**Conditional Cooperative Contributors**,1.0,True
PBdpHrKtxHQErpwJJ,18,**Stable High Contributors**,1.0,True
QX4LnDtuTK6MFXq96,18,**Stable High Contributors**,1.0,True
Rc9mK92qAFR7Y7eDc,13,**Conditional Cooperative Contributors**,1.0,True
TCPt3ftKtvckJdSQL,18,**Stable High Contributors**,1.0,True
a29NEChz52pPH3hQz,18,**Stable High Contributors**,1.0,True
fcGcsjc6gnYMNgdNE,13,**Conditional Cooperative Contributors**,1.0,True
jK4hbgcWxQm7atMzM,13,**Conditional Cooperative Contributors**,1.0,True
jdB42gn5SYhviF46B,18,**Stable High Contributors**,1.0,True
jwKbbrKTisDs26yyB,18,**Stable High Contributors**,1.0,True
mRjoD5ndc5Wj5KWHP,13,**Conditional Cooperative Contributors**,1.0,True
y3WCz8dkcoCi4WhSP,13,**Conditional Cooperative Contributors**,1.0,True
zBc4CrYJHP7xEke3B,18,**Stable High Contributors**,1.0,True
2xMFSc5bZ2mmYQApu,15,**Moderate Conditional Contributors**,1.0,True
6cHmYeyLKDGTLtT93,20,**Strict Full Contributors**,1.0,True
CQaFJMXJruRmma6Sz,14,**Moderate and Stable Contributors**,1.0,True
CjofogznymYT6G9mW,15,**Moderate Conditional Contributors**,1.0,True
FC4yio6a4QPAYa62p,3,**Strict Full Cooperators**,1.0,True
JTjY3WgRyruztkjCt,15,**Moderate Conditional Contributors**,1.0,True
LRo7pqiD8Si8xz4jH,15,**Moderate Conditional Contributors**,1.0,True
LpvjT3rPDxPcwoNKm,14,**Moderate and Stable Contributors**,1.0,True
Nx9zo3Gcuv4J7k3yZ,15,**Moderate Conditional Contributors**,1.0,True
R5nAno98ayCkzMPWD,3,**Strict Full Cooperators**,1.0,True
aRMHmGitnnjX8HouH,3,**Strict Full Cooperators**,1.0,True
axHLp7jdfTkkkFvrL,20,**Strict Full Contributors**,1.0,True
iiBkcEMR72RNKADMM,15,**Moderate Conditional Contributors**,1.0,True
jXuhHkv6XG5inyXNy,15,**Moderate Conditional Contributors**,1.0,True
ovTcJ5pyoPpqaGvqX,15,**Moderate Conditional Contributors**,1.0,True
y4KbXRM6uubxgefAp,15,**Moderate Conditional Contributors**,1.0,True
9Fckk2cA9uBMSZtZ5,16,**Opportunistic Free-Riders**,1.0,True
fAztBxsD33WX7soa2,16,**Opportunistic Free-Riders**,1.0,True
qfBNFNAN6JZ3k2Ygq,16,**Opportunistic Free-Riders**,1.0,True
2xN7K7LarwxdZqiQA,9,**Flexible Contributors**,1.0,True
35zeW6HwFYRFXk3gm,9,**Flexible Contributors**,1.0,True
5LSu4XrmAhpWgb4fm,9,**Flexible Contributors**,1.0,True
9QeXXd5nZtvR6HTvC,9,**Flexible Contributors**,1.0,True
CNaLur8TJ2kmfoE3E,9,**Flexible Contributors**,1.0,True
FqaiyYp24fqS7Ewdg,9,**Flexible Contributors**,1.0,True
GbcDXcozYnYZeDWiz,9,**Flexible Contributors**,1.0,True
HsH3aArzNZHXLBhKJ,9,**Flexible Contributors**,1.0,True
TjfvMSDvjmxF7oD7H,9,**Flexible Contributors**,1.0,True
YaPR6P55aeGCPjtNu,22,**Conditional Contributors with Free-Riding**,1.0,True
cMp3BAPyu3mXf6pax,9,**Flexible Contributors**,1.0,True
k8adfDzfN87udhSL9,9,**Flexible Contributors**,1.0,True
o6xqgNFwoT9pa4eay,9,**Flexible Contributors**,1.0,True
sHL8zbSNCAe2kJfpx,11,**Unconditional Free-Riders**,1.0,True
tcShpMrtLFa7M4892,9,**Flexible Contributors**,1.0,True
wBbN64YzKKLX7hcpP,9,**Flexible Contributors**,1.0,True
wmKh5kDgaWzkvAdGB,9,**Flexible Contributors**,1.0,True
yA6rEJc24GueiAY4z,9,**Flexible Contributors**,1.0,True
yZ8ffQASgWtQjSjmg,9,**Flexible Contributors**,1.0,True
Pcs69AynKa7MTfY44,6,**Stable Full Cooperators**,1.0,True
axjGeSnkvZ2GKsfkc,19,**Rigid Full Cooperators**,1.0,True
qrsCZrKuFdtgZcymh,6,**Stable Full Cooperators**,1.0,True
bLH3Dd5PjW8FoLRq4,20,**Strict Full Contributors**,1.0,True
cJH6QuNoS6T6F9gGc,8,**Near-Unconditional Contributors**,1.0,True
yeCAsCQA5hAGDExyZ,17,**High Contributors with Variability**,1.0,True
4BiTaMHuLF3NuHYDm,2,**Inconsistent Contributors**,1.0,True
4mxQjdCwzDNLHR8Ym,10,**Stable High Contributors**,1.0,True
LFR6LnKF7cdfcqstr,6,**Stable Full Cooperators**,1.0,True
RgAPbJca9oSSTAPGu,0,**Unconditional High Contributors**,1.0,True
YCLaN7cqoaxgkkppJ,10,**Stable High Contributors**,1.0,True
aaBPXZgY5CscqkHio,0,**Unconditional High Contributors**,1.0,True
dbL9X4B96nk6axCJo,10,**Stable High Contributors**,1.0,True
e4XxwtABwj9n9qSHJ,10,**Stable High Contributors**,1.0,True
houbetPipqBjuopGj,10,**Stable High Contributors**,1.0,True
nANiLYQEiBQLt8unF,0,**Unconditional High Contributors**,1.0,True
qzG6DDRcZMWHCwcpm,10,**Stable High Contributors**,1.0,True
s8bjKgFqbtQ48zoWu,10,**Stable High Contributors**,1.0,True
sXWbTk85tAEcmeuWL,10,**Stable High Contributors**,1.0,True
shnuwRogBcJfo8QKt,12,**Steadfast Full Cooperators**,1.0,True
tpMKhydxPoakfKoGt,20,**Strict Full Contributors**,1.0,True
w8hgCmfJKiDxKtdoD,12,**Steadfast Full Cooperators**,1.0,True
3LBvg6dixST9N65PQ,13,**Conditional Cooperative Contributors**,1.0,True
8igSF9Y75AAwaEGyW,2,**Inconsistent Contributors**,1.0,True
ABMMofMB9PRgGmoE3,2,**Inconsistent Contributors**,1.0,True
H63skTduNqdk2dXov,0,**Unconditional High Contributors**,1.0,True
HNphjWmAw4jxJJ2yW,17,**High Contributors with Variability**,1.0,True
L2BDwctk89y52iz2N,17,**High Contributors with Variability**,1.0,True
LKtbbLJhQPJ55Zwr4,11,**Unconditional Free-Riders**,1.0,True
MSBfuuPgDovF7onnc,2,**Inconsistent Contributors**,1.0,True
RQeWWHSJ3WNrZfQkG,17,**High Contributors with Variability**,1.0,True
T7vAX3498EJKXNPvm,11,**Unconditional Free-Riders**,1.0,True
TfEnttqxP2ohHqu8e,17,**High Contributors with Variability**,1.0,True
YfxxL6dJof2XyLYcK,12,**Steadfast Full Cooperators**,1.0,True
ZeKgJRer2GQcuAJxR,17,**High Contributors with Variability**,1.0,True
aTZRdh4xKqF8PimxX,13,**Conditional Cooperative Contributors**,1.0,True
hjsfEGgk4PbuWrj64,0,**Unconditional High Contributors**,1.0,True
mPeT5RLtg29RyNEo4,0,**Unconditional High Contributors**,1.0,True
tg69Nn6Tz6Nb9HDZ6,13,**Conditional Cooperative Contributors**,1.0,True
vtfv4Y32LkuhvjPeT,11,**Unconditional Free-Riders**,1.0,True
xTAnc8ze4xBm5a3kN,0,**Unconditional High Contributors**,1.0,True
4zCnawJXKBDWrshhW,18,**Stable High Contributors**,1.0,True
5SByZYEt86JjRpd57,7,**Consistent High Contributors**,1.0,True
5ucJygzZcHMysMcNm,16,**Opportunistic Free-Riders**,1.0,True
BSosKHA6jzB9WbYrk,7,**Consistent High Contributors**,1.0,True
KoJYSJEEWBY3xsh3x,18,**Stable High Contributors**,1.0,True
LiRYB9TESCdQnnFMP,13,**Conditional Cooperative Contributors**,1.0,True
S6L7cEkAa8dr7uQE2,7,**Consistent High Contributors**,1.0,True
bFJqjz6iYfFMmksAN,18,**Stable High Contributors**,1.0,True
bSuGzbEb43FJH94te,18,**Stable High Contributors**,1.0,True
gRP5Lo22qDXaxw7em,16,**Opportunistic Free-Riders**,1.0,True
hPFE3JGmCzo4zLquL,16,**Opportunistic Free-Riders**,1.0,True
nrDzxRcyzLMQjmgfv,16,**Opportunistic Free-Riders**,1.0,True
qM3YWhTFXGkrzcbXY,7,**Consistent High Contributors**,1.0,True
uv8twJm6ZqaNKxJm6,21,**Volatile Conditional Contributors**,1.0,True
wYprjZtitDaedoN2j,7,**Consistent High Contributors**,1.0,True
WW7zFvg6j5wtagHHm,22,**Conditional Contributors with Free-Riding**,1.0,True
dzMx39Ek9LRKkgeLf,1,**Conditional High Contributors**,1.0,True
hwGAH4iDvuZSvMxNo,15,**Moderate Conditional Contributors**,1.0,True
mshD389BR2GypuzYY,5,**High Contributors with Deviations**,1.0,True
28u8gtGofWNb6zYyW,5,**High Contributors with Deviations**,1.0,True
DojC2G2FQwAxDKi7B,10,**Stable High Contributors**,1.0,True
GoD4pcqQ3SmGDqTZi,10,**Stable High Contributors**,1.0,True
MYKF3Q8fHuuXDdxEu,10,**Stable High Contributors**,1.0,True
PHoGZFjYHgjWPgQnB,15,**Moderate Conditional Contributors**,1.0,True
emDjJ5MjdRyTzwaBw,6,**Stable Full Cooperators**,1.0,True
kfiJGWoc8AZSXFhG4,20,**Strict Full Contributors**,1.0,True
uceMGeaNKkLFikxZX,10,**Stable High Contributors**,1.0,True
vSjLHzkwM4ZiaM944,14,**Moderate and Stable Contributors**,1.0,True
xvBseZREaSfo9N3Xt,8,**Near-Unconditional Contributors**,1.0,True
KtJ2dtbsnY8kvizpC,12,**Steadfast Full Cooperators**,1.0,True
PdiRTaqEcrsP7bY4j,0,**Unconditional High Contributors**,1.0,True
ScDiiFoGyLcDYrQZf,2,**Inconsistent Contributors**,1.0,True
YTMLLYLNcR2ESWN8C,0,**Unconditional High Contributors**,1.0,True
bah3RYgTpPnLhHp6t,0,**Unconditional High Contributors**,1.0,True
evarahBcEwaMh4W8v,2,**Inconsistent Contributors**,1.0,True
nb5BpLJLoWipwqR36,12,**Steadfast Full Cooperators**,1.0,True
p2jT6THfKg8gk28tR,0,**Unconditional High Contributors**,1.0,True
psWevbioNRF3cRFZT,0,**Unconditional High Contributors**,1.0,True
r7uFJ78hjcXb9yqtD,2,**Inconsistent Contributors**,1.0,True
53oHMupRvwmNsQXhZ,18,**Stable High Contributors**,1.0,True
6CZp9dhsKnXoF6sNP,16,**Opportunistic Free-Riders**,1.0,True
8pPfE6QtLSSySsHL4,13,**Conditional Cooperative Contributors**,1.0,True
BeKjoJe3kPKE7fGh7,13,**Conditional Cooperative Contributors**,1.0,True
C3NJv3Gpc9ciSwJzE,13,**Conditional Cooperative Contributors**,1.0,True
S4Bxk59rDBg26x294,16,**Opportunistic Free-Riders**,1.0,True
ZJR8gjfMvR4HdYx7S,13,**Conditional Cooperative Contributors**,1.0,True
ZdiEciwv6MkcWTYi2,16,**Opportunistic Free-Riders**,1.0,True
hXXFBQ8ZomDDDocP3,16,**Opportunistic Free-Riders**,1.0,True
9F68tanXAY9irS78K,11,**Unconditional Free-Riders**,1.0,True
GBTZhGncer6vTZFQ3,0,**Unconditional High Contributors**,1.0,True
HFdfZTyHG9s8ByyXG,11,**Unconditional Free-Riders**,1.0,True
PpS8MxZaZ7sioaJYx,2,**Inconsistent Contributors**,1.0,True
TMWMxyHqYMi5Gf8Nf,12,**Steadfast Full Cooperators**,1.0,True
ewaHWRDDzMKSEruPv,2,**Inconsistent Contributors**,1.0,True
gNWSfbcfzoQWXr2Le,12,**Steadfast Full Cooperators**,1.0,True
kvTBq2c89cRwgqJnc,0,**Unconditional High Contributors**,1.0,True
3Pg2nkexZMDj4xaqh,9,**Flexible Contributors**,1.0,True
8NLSqPXMMeXDC4fzs,22,**Conditional Contributors with Free-Riding**,1.0,True
Jms8gXRA9obAWozbZ,22,**Conditional Contributors with Free-Riding**,1.0,True
PJLj66ad4dtJcFypb,9,**Flexible Contributors**,1.0,True
QqWCNGxrczb2msF73,11,**Unconditional Free-Riders**,1.0,True
RPRZ5dJQN86sGdruo,8,**Near-Unconditional Contributors**,1.0,True
Sm4noQyj4sFGPF2eA,8,**Near-Unconditional Contributors**,1.0,True
SxGXyPc5An2s5KhXw,8,**Near-Unconditional Contributors**,1.0,True
Tj2BNiGLJEcSksYFS,8,**Near-Unconditional Contributors**,1.0,True
WCpeB6Zcd3i8rxKQt,9,**Flexible Contributors**,1.0,True
YuFeZvmC6wnFQfike,22,**Conditional Contributors with Free-Riding**,1.0,True
Z73brWi73Koeef64m,22,**Conditional Contributors with Free-Riding**,1.0,True
f4HYfvNB6rPa8kR5S,8,**Near-Unconditional Contributors**,1.0,True
jwRJgv6mD4TgXYwDx,9,**Flexible Contributors**,1.0,True
vewabdFmSexer4RLQ,9,**Flexible Contributors**,1.0,True
4wv3iNGi2vBWguS64,14,**Moderate and Stable Contributors**,1.0,True
CmKgwvbucagDazxJi,3,**Strict Full Cooperators**,1.0,True
D5j8JbxnucM6Fvm6o,14,**Moderate and Stable Contributors**,1.0,True
MzTjvqS3adRuC9FCM,14,**Moderate and Stable Contributors**,1.0,True
NE3YARiKcmbE3Qa3i,15,**Moderate Conditional Contributors**,1.0,True
Q44bFFhPnPBNT6Y4P,15,**Moderate Conditional Contributors**,1.0,True
XLM5C7LeJ3uyLsS9p,14,**Moderate and Stable Contributors**,1.0,True
Y9QKysS5iRiGkwp6d,20,**Strict Full Contributors**,1.0,True
bj2tWD2LDENNtvQz9,14,**Moderate and Stable Contributors**,1.0,True
fTbckz9CgQqxZimhP,15,**Moderate Conditional Contributors**,1.0,True
hZicA2kAoMFbbFiS9,14,**Moderate and Stable Contributors**,1.0,True
kKSMfiEC6SQry2Ex4,15,**Moderate Conditional Contributors**,1.0,True
r8SCg73PCXEQvcbse,14,**Moderate and Stable Contributors**,1.0,True
ruqspc2zHWneE8dzh,3,**Strict Full Cooperators**,1.0,True
t9Ngb9YgsGAjizJmi,14,**Moderate and Stable Contributors**,1.0,True
x4RCzSNd65ycsAZNC,5,**High Contributors with Deviations**,1.0,True
yue4nqbk8d52YhjF6,3,**Strict Full Cooperators**,1.0,True
3sJ4PqeKKz84Eg24M,5,**High Contributors with Deviations**,1.0,True
CmRrDfr55fxYMYZhA,6,**Stable Full Cooperators**,1.0,True
GCvW4Wo85KTHahdaT,17,**High Contributors with Variability**,1.0,True
cEx5ZG5HbSwB7YXo7,17,**High Contributors with Variability**,1.0,True
si8AcMvLoekrYrrMY,17,**High Contributors with Variability**,1.0,True
C936e744Mn8WxmMXL,0,**Unconditional High Contributors**,1.0,True
L3hrMnuS2gDGbuz4i,12,**Steadfast Full Cooperators**,1.0,True
TNgEtBidRfaLtq6eE,11,**Unconditional Free-Riders**,1.0,True
bNZcbdfto4c6EQ3pa,12,**Steadfast Full Cooperators**,1.0,True
d7tGrEERq6X6DEPwx,0,**Unconditional High Contributors**,1.0,True
dY9qzbX4raDFDGnbB,17,**High Contributors with Variability**,1.0,True
odpczfvtFHBFQ54aJ,12,**Steadfast Full Cooperators**,1.0,True
pveMZYoNsduQPDKd8,17,**High Contributors with Variability**,1.0,True
tbo98puj9LSgcKihz,0,**Unconditional High Contributors**,1.0,True
v5qg4Ngf6YysPSMik,0,**Unconditional High Contributors**,1.0,True
vE4h3jDu3uurua879,0,**Unconditional High Contributors**,1.0,True
3eRBzaqoGskQxTYFW,14,**Moderate and Stable Contributors**,1.0,True
6EJdYivKoDA9Aj34T,15,**Moderate Conditional Contributors**,1.0,True
8sjQyBHuSwHKQtFuF,1,**Conditional High Contributors**,1.0,True
B2W56S7ZSRpG4F5Bp,11,**Unconditional Free-Riders**,1.0,True
E6roz9cQXp9wtfCuB,15,**Moderate Conditional Contributors**,1.0,True
JmHdrmWzX3E28M7vH,1,**Conditional High Contributors**,1.0,True
K45vD5Ka9Ww5BzRk6,11,**Unconditional Free-Riders**,1.0,True
