custom_id,input_tokens_tiktoken
concordia_pgg_match__pid_concordia_c5fea4304e42__game_3v9ji6wNY7sXHe8cM__p001__g029,3161
concordia_pgg_match__pid_concordia_c5fea4304e42__game_8GneB6qmtDLSnbcJT__p001__g030,2466
concordia_pgg_match__pid_concordia_c5fea4304e42__game_6sSM4xSyZQkaxyHav__p001__g031,2198
concordia_pgg_match__pid_concordia_c5fea4304e42__game_3EQGxadfbmAKaACgZ__p001__g032,2053
concordia_pgg_match__pid_concordia_c5fea4304e42__game_Aj2G7CTuhLZ7Z2SPK__p001__g033,2573
concordia_pgg_match__pid_concordia_c5fea4304e42__game_FAuuG8S2iw8wkGRnA__p001__g034,3613
concordia_pgg_match__pid_concordia_c5fea4304e42__game_SFohXkBYvScM7Y7rC__p001__g035,2947
concordia_pgg_match__pid_concordia_c5fea4304e42__game_5R7YRmti4R5GiJKpi__p001__g036,3374
concordia_pgg_match__pid_concordia_c5fea4304e42__game_6BxRfLcBtXYodAS8h__p001__g037,1750
concordia_pgg_match__pid_concordia_c5fea4304e42__game_7Y6PBvgZNqtriKzaZ__p001__g038,1879
concordia_pgg_match__pid_concordia_c5fea4304e42__game_HmA52oSS75D5Z2W8a__p001__g039,4060
concordia_pgg_match__pid_concordia_c5fea4304e42__game_6pQRuemJv5faRcZft__p001__g040,3828
concordia_pgg_match__pid_concordia_8332c4928663__game_5mhtM66ewYHNxSp4q__p002__g001,1769
concordia_pgg_match__pid_concordia_8332c4928663__game_2TquMDieEiixty8AN__p002__g002,2669
concordia_pgg_match__pid_concordia_8332c4928663__game_65crAkEscRbHNJXbW__p002__g003,1583
concordia_pgg_match__pid_concordia_8332c4928663__game_3EG5RaDj4z7hkT2JD__p002__g004,1740
concordia_pgg_match__pid_concordia_8332c4928663__game_PmcxhmDRj2tN3cECC__p002__g005,6844
concordia_pgg_match__pid_concordia_8332c4928663__game_925LF9k9CXpz8KjQm__p002__g006,8705
concordia_pgg_match__pid_concordia_8332c4928663__game_ASQtYBWx6cGN27KxL__p002__g007,2243
concordia_pgg_match__pid_concordia_8332c4928663__game_DYFJDsdGg8bppBJ7P__p002__g008,2720
concordia_pgg_match__pid_concordia_8332c4928663__game_CbDvrXGkphmfGtH3G__p002__g009,4774
concordia_pgg_match__pid_concordia_8332c4928663__game_FvbM5EM5aB5pcjLpA__p002__g010,3884
concordia_pgg_match__pid_concordia_8332c4928663__game_C5Cd8Yq5dDbdycXKB__p002__g011,2956
concordia_pgg_match__pid_concordia_8332c4928663__game_AyQkFs97hRTki5zWR__p002__g012,3422
concordia_pgg_match__pid_concordia_8332c4928663__game_7oRFMBwqmesGX7t3H__p002__g013,7929
concordia_pgg_match__pid_concordia_8332c4928663__game_fMhhGrfpZH9ign2AK__p002__g014,4162
concordia_pgg_match__pid_concordia_8332c4928663__game_i7C4Y4NiesraiSwwb__p002__g015,2930
concordia_pgg_match__pid_concordia_8332c4928663__game_7tfDsTHHnxsgrhE3d__p002__g016,3613
concordia_pgg_match__pid_concordia_8332c4928663__game_r7Bk7fEwX3HSRrXMZ__p002__g017,2338
concordia_pgg_match__pid_concordia_8332c4928663__game_7FQezekfKk3zctLN8__p002__g018,5457
concordia_pgg_match__pid_concordia_8332c4928663__game_2khRAszouj8vP8ZfP__p002__g019,2523
concordia_pgg_match__pid_concordia_8332c4928663__game_CoHyYysb84APn5gDE__p002__g020,2593
concordia_pgg_match__pid_concordia_8332c4928663__game_2KKC9nMd8nRXfgH5G__p002__g021,3091
concordia_pgg_match__pid_concordia_8332c4928663__game_PrfKWppTZdvPhe4oN__p002__g022,3668
concordia_pgg_match__pid_concordia_8332c4928663__game_6Pxb9DsQpyk22cJNr__p002__g023,1917
concordia_pgg_match__pid_concordia_8332c4928663__game_Fm7uYc98E2b6kcoDE__p002__g024,2154
concordia_pgg_match__pid_concordia_8332c4928663__game_9oyspxPncwXdAkruR__p002__g025,1952
concordia_pgg_match__pid_concordia_8332c4928663__game_2TDnnb4wn9rwy3CYZ__p002__g026,2372
concordia_pgg_match__pid_concordia_8332c4928663__game_7ywewvEuctuz4Rq8j__p002__g027,3520
concordia_pgg_match__pid_concordia_8332c4928663__game_AJ4ikZuWJeJcEXhgZ__p002__g028,3073
concordia_pgg_match__pid_concordia_8332c4928663__game_3v9ji6wNY7sXHe8cM__p002__g029,3065
concordia_pgg_match__pid_concordia_8332c4928663__game_8GneB6qmtDLSnbcJT__p002__g030,2370
concordia_pgg_match__pid_concordia_8332c4928663__game_6sSM4xSyZQkaxyHav__p002__g031,2102
concordia_pgg_match__pid_concordia_8332c4928663__game_3EQGxadfbmAKaACgZ__p002__g032,1957
concordia_pgg_match__pid_concordia_8332c4928663__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,2477
concordia_pgg_match__pid_concordia_8332c4928663__game_FAuuG8S2iw8wkGRnA__p002__g034,3517
concordia_pgg_match__pid_concordia_8332c4928663__game_SFohXkBYvScM7Y7rC__p002__g035,2851
concordia_pgg_match__pid_concordia_8332c4928663__game_5R7YRmti4R5GiJKpi__p002__g036,3278
concordia_pgg_match__pid_concordia_8332c4928663__game_6BxRfLcBtXYodAS8h__p002__g037,1654
concordia_pgg_match__pid_concordia_8332c4928663__game_7Y6PBvgZNqtriKzaZ__p002__g038,1783
concordia_pgg_match__pid_concordia_8332c4928663__game_HmA52oSS75D5Z2W8a__p002__g039,3964
concordia_pgg_match__pid_concordia_8332c4928663__game_6pQRuemJv5faRcZft__p002__g040,3732
concordia_pgg_match__pid_concordia_2171af84730e__game_5mhtM66ewYHNxSp4q__p003__g001,1804
concordia_pgg_match__pid_concordia_2171af84730e__game_2TquMDieEiixty8AN__p003__g002,2704
concordia_pgg_match__pid_concordia_2171af84730e__game_65crAkEscRbHNJXbW__p003__g003,1618
concordia_pgg_match__pid_concordia_2171af84730e__game_3EG5RaDj4z7hkT2JD__p003__g004,1775
concordia_pgg_match__pid_concordia_2171af84730e__game_PmcxhmDRj2tN3cECC__p003__g005,6879
concordia_pgg_match__pid_concordia_2171af84730e__game_925LF9k9CXpz8KjQm__p003__g006,8740
concordia_pgg_match__pid_concordia_2171af84730e__game_ASQtYBWx6cGN27KxL__p003__g007,2278
concordia_pgg_match__pid_concordia_2171af84730e__game_DYFJDsdGg8bppBJ7P__p003__g008,2755
concordia_pgg_match__pid_concordia_2171af84730e__game_CbDvrXGkphmfGtH3G__p003__g009,4809
concordia_pgg_match__pid_concordia_2171af84730e__game_FvbM5EM5aB5pcjLpA__p003__g010,3919
concordia_pgg_match__pid_concordia_2171af84730e__game_C5Cd8Yq5dDbdycXKB__p003__g011,2991
concordia_pgg_match__pid_concordia_2171af84730e__game_AyQkFs97hRTki5zWR__p003__g012,3457
concordia_pgg_match__pid_concordia_2171af84730e__game_7oRFMBwqmesGX7t3H__p003__g013,7964
concordia_pgg_match__pid_concordia_2171af84730e__game_fMhhGrfpZH9ign2AK__p003__g014,4197
concordia_pgg_match__pid_concordia_2171af84730e__game_i7C4Y4NiesraiSwwb__p003__g015,2965
concordia_pgg_match__pid_concordia_2171af84730e__game_7tfDsTHHnxsgrhE3d__p003__g016,3648
concordia_pgg_match__pid_concordia_2171af84730e__game_r7Bk7fEwX3HSRrXMZ__p003__g017,2373
concordia_pgg_match__pid_concordia_2171af84730e__game_7FQezekfKk3zctLN8__p003__g018,5492
concordia_pgg_match__pid_concordia_2171af84730e__game_2khRAszouj8vP8ZfP__p003__g019,2558
concordia_pgg_match__pid_concordia_2171af84730e__game_CoHyYysb84APn5gDE__p003__g020,2628
concordia_pgg_match__pid_concordia_2171af84730e__game_2KKC9nMd8nRXfgH5G__p003__g021,3126
concordia_pgg_match__pid_concordia_2171af84730e__game_PrfKWppTZdvPhe4oN__p003__g022,3703
concordia_pgg_match__pid_concordia_2171af84730e__game_6Pxb9DsQpyk22cJNr__p003__g023,1952
concordia_pgg_match__pid_concordia_2171af84730e__game_Fm7uYc98E2b6kcoDE__p003__g024,2189
concordia_pgg_match__pid_concordia_2171af84730e__game_9oyspxPncwXdAkruR__p003__g025,1987
concordia_pgg_match__pid_concordia_2171af84730e__game_2TDnnb4wn9rwy3CYZ__p003__g026,2407
concordia_pgg_match__pid_concordia_2171af84730e__game_7ywewvEuctuz4Rq8j__p003__g027,3555
concordia_pgg_match__pid_concordia_2171af84730e__game_AJ4ikZuWJeJcEXhgZ__p003__g028,3108
concordia_pgg_match__pid_concordia_2171af84730e__game_3v9ji6wNY7sXHe8cM__p003__g029,3100
concordia_pgg_match__pid_concordia_2171af84730e__game_8GneB6qmtDLSnbcJT__p003__g030,2405
concordia_pgg_match__pid_concordia_2171af84730e__game_6sSM4xSyZQkaxyHav__p003__g031,2137
concordia_pgg_match__pid_concordia_2171af84730e__game_3EQGxadfbmAKaACgZ__p003__g032,1992
concordia_pgg_match__pid_concordia_2171af84730e__game_Aj2G7CTuhLZ7Z2SPK__p003__g033,2512
concordia_pgg_match__pid_concordia_2171af84730e__game_FAuuG8S2iw8wkGRnA__p003__g034,3552
concordia_pgg_match__pid_concordia_2171af84730e__game_SFohXkBYvScM7Y7rC__p003__g035,2886
concordia_pgg_match__pid_concordia_2171af84730e__game_5R7YRmti4R5GiJKpi__p003__g036,3313
concordia_pgg_match__pid_concordia_2171af84730e__game_6BxRfLcBtXYodAS8h__p003__g037,1689
concordia_pgg_match__pid_concordia_2171af84730e__game_7Y6PBvgZNqtriKzaZ__p003__g038,1818
concordia_pgg_match__pid_concordia_2171af84730e__game_HmA52oSS75D5Z2W8a__p003__g039,3999
concordia_pgg_match__pid_concordia_2171af84730e__game_6pQRuemJv5faRcZft__p003__g040,3767
concordia_pgg_match__pid_concordia_62bd752a003e__game_5mhtM66ewYHNxSp4q__p004__g001,1789
concordia_pgg_match__pid_concordia_62bd752a003e__game_2TquMDieEiixty8AN__p004__g002,2689
concordia_pgg_match__pid_concordia_62bd752a003e__game_65crAkEscRbHNJXbW__p004__g003,1603
concordia_pgg_match__pid_concordia_62bd752a003e__game_3EG5RaDj4z7hkT2JD__p004__g004,1760
concordia_pgg_match__pid_concordia_62bd752a003e__game_PmcxhmDRj2tN3cECC__p004__g005,6864
concordia_pgg_match__pid_concordia_62bd752a003e__game_925LF9k9CXpz8KjQm__p004__g006,8725
concordia_pgg_match__pid_concordia_62bd752a003e__game_ASQtYBWx6cGN27KxL__p004__g007,2263
concordia_pgg_match__pid_concordia_62bd752a003e__game_DYFJDsdGg8bppBJ7P__p004__g008,2740
concordia_pgg_match__pid_concordia_62bd752a003e__game_CbDvrXGkphmfGtH3G__p004__g009,4794
concordia_pgg_match__pid_concordia_62bd752a003e__game_FvbM5EM5aB5pcjLpA__p004__g010,3904
concordia_pgg_match__pid_concordia_62bd752a003e__game_C5Cd8Yq5dDbdycXKB__p004__g011,2976
concordia_pgg_match__pid_concordia_62bd752a003e__game_AyQkFs97hRTki5zWR__p004__g012,3442
concordia_pgg_match__pid_concordia_62bd752a003e__game_7oRFMBwqmesGX7t3H__p004__g013,7949
concordia_pgg_match__pid_concordia_62bd752a003e__game_fMhhGrfpZH9ign2AK__p004__g014,4182
concordia_pgg_match__pid_concordia_62bd752a003e__game_i7C4Y4NiesraiSwwb__p004__g015,2950
concordia_pgg_match__pid_concordia_62bd752a003e__game_7tfDsTHHnxsgrhE3d__p004__g016,3633
concordia_pgg_match__pid_concordia_62bd752a003e__game_r7Bk7fEwX3HSRrXMZ__p004__g017,2358
concordia_pgg_match__pid_concordia_62bd752a003e__game_7FQezekfKk3zctLN8__p004__g018,5477
concordia_pgg_match__pid_concordia_62bd752a003e__game_2khRAszouj8vP8ZfP__p004__g019,2543
concordia_pgg_match__pid_concordia_62bd752a003e__game_CoHyYysb84APn5gDE__p004__g020,2613
concordia_pgg_match__pid_concordia_62bd752a003e__game_2KKC9nMd8nRXfgH5G__p004__g021,3111
concordia_pgg_match__pid_concordia_62bd752a003e__game_PrfKWppTZdvPhe4oN__p004__g022,3688
concordia_pgg_match__pid_concordia_62bd752a003e__game_6Pxb9DsQpyk22cJNr__p004__g023,1937
concordia_pgg_match__pid_concordia_62bd752a003e__game_Fm7uYc98E2b6kcoDE__p004__g024,2174
concordia_pgg_match__pid_concordia_62bd752a003e__game_9oyspxPncwXdAkruR__p004__g025,1972
concordia_pgg_match__pid_concordia_62bd752a003e__game_2TDnnb4wn9rwy3CYZ__p004__g026,2392
concordia_pgg_match__pid_concordia_62bd752a003e__game_7ywewvEuctuz4Rq8j__p004__g027,3540
concordia_pgg_match__pid_concordia_62bd752a003e__game_AJ4ikZuWJeJcEXhgZ__p004__g028,3093
concordia_pgg_match__pid_concordia_62bd752a003e__game_3v9ji6wNY7sXHe8cM__p004__g029,3085
concordia_pgg_match__pid_concordia_62bd752a003e__game_8GneB6qmtDLSnbcJT__p004__g030,2390
concordia_pgg_match__pid_concordia_62bd752a003e__game_6sSM4xSyZQkaxyHav__p004__g031,2122
concordia_pgg_match__pid_concordia_62bd752a003e__game_3EQGxadfbmAKaACgZ__p004__g032,1977
concordia_pgg_match__pid_concordia_62bd752a003e__game_Aj2G7CTuhLZ7Z2SPK__p004__g033,2497
concordia_pgg_match__pid_concordia_62bd752a003e__game_FAuuG8S2iw8wkGRnA__p004__g034,3537
concordia_pgg_match__pid_concordia_62bd752a003e__game_SFohXkBYvScM7Y7rC__p004__g035,2871
concordia_pgg_match__pid_concordia_62bd752a003e__game_5R7YRmti4R5GiJKpi__p004__g036,3298
concordia_pgg_match__pid_concordia_62bd752a003e__game_6BxRfLcBtXYodAS8h__p004__g037,1674
concordia_pgg_match__pid_concordia_62bd752a003e__game_7Y6PBvgZNqtriKzaZ__p004__g038,1803
concordia_pgg_match__pid_concordia_62bd752a003e__game_HmA52oSS75D5Z2W8a__p004__g039,3984
concordia_pgg_match__pid_concordia_62bd752a003e__game_6pQRuemJv5faRcZft__p004__g040,3752
concordia_pgg_match__pid_concordia_72991c65d1ce__game_5mhtM66ewYHNxSp4q__p005__g001,1848
concordia_pgg_match__pid_concordia_72991c65d1ce__game_2TquMDieEiixty8AN__p005__g002,2748
concordia_pgg_match__pid_concordia_72991c65d1ce__game_65crAkEscRbHNJXbW__p005__g003,1662
concordia_pgg_match__pid_concordia_72991c65d1ce__game_3EG5RaDj4z7hkT2JD__p005__g004,1819
concordia_pgg_match__pid_concordia_72991c65d1ce__game_PmcxhmDRj2tN3cECC__p005__g005,6923
concordia_pgg_match__pid_concordia_72991c65d1ce__game_925LF9k9CXpz8KjQm__p005__g006,8784
concordia_pgg_match__pid_concordia_72991c65d1ce__game_ASQtYBWx6cGN27KxL__p005__g007,2322
concordia_pgg_match__pid_concordia_72991c65d1ce__game_DYFJDsdGg8bppBJ7P__p005__g008,2799
concordia_pgg_match__pid_concordia_72991c65d1ce__game_CbDvrXGkphmfGtH3G__p005__g009,4853
concordia_pgg_match__pid_concordia_72991c65d1ce__game_FvbM5EM5aB5pcjLpA__p005__g010,3963
concordia_pgg_match__pid_concordia_72991c65d1ce__game_C5Cd8Yq5dDbdycXKB__p005__g011,3035
concordia_pgg_match__pid_concordia_72991c65d1ce__game_AyQkFs97hRTki5zWR__p005__g012,3501
concordia_pgg_match__pid_concordia_72991c65d1ce__game_7oRFMBwqmesGX7t3H__p005__g013,8008
concordia_pgg_match__pid_concordia_72991c65d1ce__game_fMhhGrfpZH9ign2AK__p005__g014,4241
concordia_pgg_match__pid_concordia_72991c65d1ce__game_i7C4Y4NiesraiSwwb__p005__g015,3009
concordia_pgg_match__pid_concordia_72991c65d1ce__game_7tfDsTHHnxsgrhE3d__p005__g016,3692
concordia_pgg_match__pid_concordia_72991c65d1ce__game_r7Bk7fEwX3HSRrXMZ__p005__g017,2417
concordia_pgg_match__pid_concordia_72991c65d1ce__game_7FQezekfKk3zctLN8__p005__g018,5536
concordia_pgg_match__pid_concordia_72991c65d1ce__game_2khRAszouj8vP8ZfP__p005__g019,2602
concordia_pgg_match__pid_concordia_72991c65d1ce__game_CoHyYysb84APn5gDE__p005__g020,2672
concordia_pgg_match__pid_concordia_72991c65d1ce__game_2KKC9nMd8nRXfgH5G__p005__g021,3170
concordia_pgg_match__pid_concordia_72991c65d1ce__game_PrfKWppTZdvPhe4oN__p005__g022,3747
concordia_pgg_match__pid_concordia_72991c65d1ce__game_6Pxb9DsQpyk22cJNr__p005__g023,1996
concordia_pgg_match__pid_concordia_72991c65d1ce__game_Fm7uYc98E2b6kcoDE__p005__g024,2233
concordia_pgg_match__pid_concordia_72991c65d1ce__game_9oyspxPncwXdAkruR__p005__g025,2031
concordia_pgg_match__pid_concordia_72991c65d1ce__game_2TDnnb4wn9rwy3CYZ__p005__g026,2451
concordia_pgg_match__pid_concordia_72991c65d1ce__game_7ywewvEuctuz4Rq8j__p005__g027,3599
concordia_pgg_match__pid_concordia_72991c65d1ce__game_AJ4ikZuWJeJcEXhgZ__p005__g028,3152
concordia_pgg_match__pid_concordia_72991c65d1ce__game_3v9ji6wNY7sXHe8cM__p005__g029,3144
concordia_pgg_match__pid_concordia_72991c65d1ce__game_8GneB6qmtDLSnbcJT__p005__g030,2449
concordia_pgg_match__pid_concordia_72991c65d1ce__game_6sSM4xSyZQkaxyHav__p005__g031,2181
concordia_pgg_match__pid_concordia_72991c65d1ce__game_3EQGxadfbmAKaACgZ__p005__g032,2036
concordia_pgg_match__pid_concordia_72991c65d1ce__game_Aj2G7CTuhLZ7Z2SPK__p005__g033,2556
concordia_pgg_match__pid_concordia_72991c65d1ce__game_FAuuG8S2iw8wkGRnA__p005__g034,3596
concordia_pgg_match__pid_concordia_72991c65d1ce__game_SFohXkBYvScM7Y7rC__p005__g035,2930
concordia_pgg_match__pid_concordia_72991c65d1ce__game_5R7YRmti4R5GiJKpi__p005__g036,3357
concordia_pgg_match__pid_concordia_72991c65d1ce__game_6BxRfLcBtXYodAS8h__p005__g037,1733
concordia_pgg_match__pid_concordia_72991c65d1ce__game_7Y6PBvgZNqtriKzaZ__p005__g038,1862
concordia_pgg_match__pid_concordia_72991c65d1ce__game_HmA52oSS75D5Z2W8a__p005__g039,4043
concordia_pgg_match__pid_concordia_72991c65d1ce__game_6pQRuemJv5faRcZft__p005__g040,3811
concordia_pgg_match__pid_concordia_554a14ee09e6__game_5mhtM66ewYHNxSp4q__p006__g001,1882
concordia_pgg_match__pid_concordia_554a14ee09e6__game_2TquMDieEiixty8AN__p006__g002,2782
concordia_pgg_match__pid_concordia_554a14ee09e6__game_65crAkEscRbHNJXbW__p006__g003,1696
concordia_pgg_match__pid_concordia_554a14ee09e6__game_3EG5RaDj4z7hkT2JD__p006__g004,1853
concordia_pgg_match__pid_concordia_554a14ee09e6__game_PmcxhmDRj2tN3cECC__p006__g005,6957
concordia_pgg_match__pid_concordia_554a14ee09e6__game_925LF9k9CXpz8KjQm__p006__g006,8818
concordia_pgg_match__pid_concordia_554a14ee09e6__game_ASQtYBWx6cGN27KxL__p006__g007,2356
concordia_pgg_match__pid_concordia_554a14ee09e6__game_DYFJDsdGg8bppBJ7P__p006__g008,2833
concordia_pgg_match__pid_concordia_554a14ee09e6__game_CbDvrXGkphmfGtH3G__p006__g009,4887
concordia_pgg_match__pid_concordia_554a14ee09e6__game_FvbM5EM5aB5pcjLpA__p006__g010,3997
concordia_pgg_match__pid_concordia_554a14ee09e6__game_C5Cd8Yq5dDbdycXKB__p006__g011,3069
concordia_pgg_match__pid_concordia_554a14ee09e6__game_AyQkFs97hRTki5zWR__p006__g012,3535
concordia_pgg_match__pid_concordia_554a14ee09e6__game_7oRFMBwqmesGX7t3H__p006__g013,8042
concordia_pgg_match__pid_concordia_554a14ee09e6__game_fMhhGrfpZH9ign2AK__p006__g014,4275
concordia_pgg_match__pid_concordia_554a14ee09e6__game_i7C4Y4NiesraiSwwb__p006__g015,3043
concordia_pgg_match__pid_concordia_554a14ee09e6__game_7tfDsTHHnxsgrhE3d__p006__g016,3726
concordia_pgg_match__pid_concordia_554a14ee09e6__game_r7Bk7fEwX3HSRrXMZ__p006__g017,2451
concordia_pgg_match__pid_concordia_554a14ee09e6__game_7FQezekfKk3zctLN8__p006__g018,5570
concordia_pgg_match__pid_concordia_554a14ee09e6__game_2khRAszouj8vP8ZfP__p006__g019,2636
concordia_pgg_match__pid_concordia_554a14ee09e6__game_CoHyYysb84APn5gDE__p006__g020,2706
concordia_pgg_match__pid_concordia_554a14ee09e6__game_2KKC9nMd8nRXfgH5G__p006__g021,3204
concordia_pgg_match__pid_concordia_554a14ee09e6__game_PrfKWppTZdvPhe4oN__p006__g022,3781
concordia_pgg_match__pid_concordia_554a14ee09e6__game_6Pxb9DsQpyk22cJNr__p006__g023,2030
concordia_pgg_match__pid_concordia_554a14ee09e6__game_Fm7uYc98E2b6kcoDE__p006__g024,2267
concordia_pgg_match__pid_concordia_554a14ee09e6__game_9oyspxPncwXdAkruR__p006__g025,2065
concordia_pgg_match__pid_concordia_554a14ee09e6__game_2TDnnb4wn9rwy3CYZ__p006__g026,2485
concordia_pgg_match__pid_concordia_554a14ee09e6__game_7ywewvEuctuz4Rq8j__p006__g027,3633
concordia_pgg_match__pid_concordia_554a14ee09e6__game_AJ4ikZuWJeJcEXhgZ__p006__g028,3186
concordia_pgg_match__pid_concordia_554a14ee09e6__game_3v9ji6wNY7sXHe8cM__p006__g029,3178
concordia_pgg_match__pid_concordia_554a14ee09e6__game_8GneB6qmtDLSnbcJT__p006__g030,2483
concordia_pgg_match__pid_concordia_554a14ee09e6__game_6sSM4xSyZQkaxyHav__p006__g031,2215
concordia_pgg_match__pid_concordia_554a14ee09e6__game_3EQGxadfbmAKaACgZ__p006__g032,2070
concordia_pgg_match__pid_concordia_554a14ee09e6__game_Aj2G7CTuhLZ7Z2SPK__p006__g033,2590
concordia_pgg_match__pid_concordia_554a14ee09e6__game_FAuuG8S2iw8wkGRnA__p006__g034,3630
concordia_pgg_match__pid_concordia_554a14ee09e6__game_SFohXkBYvScM7Y7rC__p006__g035,2964
concordia_pgg_match__pid_concordia_554a14ee09e6__game_5R7YRmti4R5GiJKpi__p006__g036,3391
concordia_pgg_match__pid_concordia_554a14ee09e6__game_6BxRfLcBtXYodAS8h__p006__g037,1767
concordia_pgg_match__pid_concordia_554a14ee09e6__game_7Y6PBvgZNqtriKzaZ__p006__g038,1896
concordia_pgg_match__pid_concordia_554a14ee09e6__game_HmA52oSS75D5Z2W8a__p006__g039,4077
concordia_pgg_match__pid_concordia_554a14ee09e6__game_6pQRuemJv5faRcZft__p006__g040,3845
concordia_pgg_match__pid_concordia_847f9087b8d2__game_5mhtM66ewYHNxSp4q__p007__g001,1899
concordia_pgg_match__pid_concordia_847f9087b8d2__game_2TquMDieEiixty8AN__p007__g002,2799
concordia_pgg_match__pid_concordia_847f9087b8d2__game_65crAkEscRbHNJXbW__p007__g003,1713
concordia_pgg_match__pid_concordia_847f9087b8d2__game_3EG5RaDj4z7hkT2JD__p007__g004,1870
concordia_pgg_match__pid_concordia_847f9087b8d2__game_PmcxhmDRj2tN3cECC__p007__g005,6974
concordia_pgg_match__pid_concordia_847f9087b8d2__game_925LF9k9CXpz8KjQm__p007__g006,8835
concordia_pgg_match__pid_concordia_847f9087b8d2__game_ASQtYBWx6cGN27KxL__p007__g007,2373
concordia_pgg_match__pid_concordia_847f9087b8d2__game_DYFJDsdGg8bppBJ7P__p007__g008,2850
concordia_pgg_match__pid_concordia_847f9087b8d2__game_CbDvrXGkphmfGtH3G__p007__g009,4904
concordia_pgg_match__pid_concordia_847f9087b8d2__game_FvbM5EM5aB5pcjLpA__p007__g010,4014
concordia_pgg_match__pid_concordia_847f9087b8d2__game_C5Cd8Yq5dDbdycXKB__p007__g011,3086
concordia_pgg_match__pid_concordia_847f9087b8d2__game_AyQkFs97hRTki5zWR__p007__g012,3552
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7oRFMBwqmesGX7t3H__p007__g013,8059
concordia_pgg_match__pid_concordia_847f9087b8d2__game_fMhhGrfpZH9ign2AK__p007__g014,4292
concordia_pgg_match__pid_concordia_847f9087b8d2__game_i7C4Y4NiesraiSwwb__p007__g015,3060
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7tfDsTHHnxsgrhE3d__p007__g016,3743
concordia_pgg_match__pid_concordia_847f9087b8d2__game_r7Bk7fEwX3HSRrXMZ__p007__g017,2468
concordia_pgg_match__pid_concordia_847f9087b8d2__game_7FQezekfKk3zctLN8__p007__g018,5587
concordia_pgg_match__pid_concordia_847f9087b8d2__game_2khRAszouj8vP8ZfP__p007__g019,2653
concordia_pgg_match__pid_concordia_847f9087b8d2__game_CoHyYysb84APn5gDE__p007__g020,2723
concordia_pgg_match__pid_concordia_847f9087b8d2__game_2KKC9nMd8nRXfgH5G__p007__g021,3221
