question_id,block_name,question_type,n_csv_columns,is_wave4_target,is_wave1_3_match_for_wave4_target,family,candidate_role,exclusion_group,question_text_short
QID9_30,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Soup. Suppose you are in a grocery store, and you see the following product in that category: Maruchan Ramen ..."
QID9_31,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Light Beer (Low Calorie/Alcohol). Suppose you are in a grocery store, and you see the following product in th..."
QID9_32,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Candy - Chocolate. Suppose you are in a grocery store, and you see the following product in that category: He..."
QID9_33,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Batteries. Suppose you are in a grocery store, and you see the following product in that category: Duracell C..."
QID9_34,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Fresh Eggs. Suppose you are in a grocery store, and you see the following product in that category: Eggland's..."
QID9_35,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Fruit Juice. Suppose you are in a grocery store, and you see the following product in that category: Capri Su..."
QID9_36,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Cold Remedies - Adult. Suppose you are in a grocery store, and you see the following product in that category..."
QID9_37,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Cookies. Suppose you are in a grocery store, and you see the following product in that category: Little Debbi..."
QID9_38,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Frankfurters - Refrigerated. Suppose you are in a grocery store, and you see the following product in that ca..."
QID9_39,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Ice Cream. Suppose you are in a grocery store, and you see the following product in that category: Haagen Daz..."
QID9_4,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Frozen Italian Entrees. Suppose you are in a grocery store, and you see the following product in that categor..."
QID9_40,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Detergents - Heavy Duty - Liquid. Suppose you are in a grocery store, and you see the following product in th..."
QID9_5,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Refrigerated Deli Meats. Suppose you are in a grocery store, and you see the following product in that catego..."
QID9_6,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Snacks - Potato Chips. Suppose you are in a grocery store, and you see the following product in that category..."
QID9_7,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Bottled Water. Suppose you are in a grocery store, and you see the following product in that category: OZARKA..."
QID9_8,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Pet Supplies - Dog Food. Suppose you are in a grocery store, and you see the following product in that catego..."
QID9_9,Product Preferences - Pricing,MC,1,True,True,pricing,digital_twin_sim_target,,"Please consider the following product category: Fresh Fruit. Suppose you are in a grocery store, and you see the following product in that category: Fresh Ra..."
QID176,Proportion dominance 1C,MC,1,True,True,other,digital_twin_sim_target,,Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that...
QID179,Proportion dominance 2C,MC,1,True,True,other,digital_twin_sim_target,,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would sa..."
QID182,Sunk cost - yes,TE,1,True,True,other,digital_twin_sim_target,,"Imagine that you just paid $50 for a Coffee Connection discount card that allows you to buy coffee for 50% off the regular price of $3.00 (i.e., you pay $1.5..."
QID190,WTA/WTP Thaler problem - WTA certainty,MC,1,True,True,other,digital_twin_sim_target,,Imagine that a group of research scientists in the School of Medicine are running a laboratory experiment on a vaccine for a rare and fatal virus. The possib...
