custom_id,response_id,scenario_hash,scenario_index,sample_within_scenario,left_action,right_action,option_a_action,option_b_action,gold_choice,gold_action,predicted_choice,predicted_action,correct,scenario_type,scenario_type_strict,attribute_level,pedped,parse_success,parse_error,raw_content,exact_format
mm_individual_demo_022_01_ab_wvsw6_d1,2jKFztpJSM4PyMF4d,2f2c7f336ec11a8cefc39f15069c4fd5,22,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_022_02_ab_wvsw6_d1,6J5o6qCRLBW3wMri8,2f2c7f336ec11a8cefc39f15069c4fd5,22,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_022_04_ab_wvsw6_d1,taXHjjowusGoxcfhC,2f2c7f336ec11a8cefc39f15069c4fd5,22,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_023_03_ab_wvsw6_d1,fcJ825PX2LJMS9Q3J,0ca24cd58cdf0faeec82c043821094dc,23,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_023_04_ab_wvsw6_d1,fzRWCCRPCGc9cZYJi,0ca24cd58cdf0faeec82c043821094dc,23,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_024_04_ab_wvsw6_d1,om2Bq2NKbLBBemHJr,a6d1ea9ffa14fb945cbfb1987b9ea8ca,24,4,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Young,0,True,,B,True
mm_individual_demo_026_01_ab_wvsw6_d1,BDbvJ6GdP8ufTZFEz,57f2f3f1620ea7cadb3a45a62c948db0,26,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_026_03_ab_wvsw6_d1,D4NxFS79e6BxPX33x,57f2f3f1620ea7cadb3a45a62c948db0,26,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_027_02_ab_wvsw6_d1,D5ALH9B7Hocuybj8C,0205c1ee69c9f923c1b7a1e71b3e5963,27,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_027_04_ab_wvsw6_d1,tLJ2reCu7cRKfhwX2,0205c1ee69c9f923c1b7a1e71b3e5963,27,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_028_01_ab_wvsw6_d1,2Xtv94sQDzbNeRvBN,ea2b354634993cdac66fa6f859c0068e,28,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_029_01_ab_wvsw6_d1,2sFkd9kCwd2RQRpCp,7c5eb9f0e9c6bb257050569d1264ea4a,29,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_031_01_ab_wvsw6_d1,3hXdk4Ptpno5dERNZ,3b93b24d35338bb577169344973e079e,31,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_032_05_ab_wvsw6_d1,sAJJ2cAyPk6hYLrvK,658ada3062c37295a6befb570d209548,32,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_034_03_ab_wvsw6_d1,hKZiPrFM5rAobso9P,1f19e7f9ae9fcb941276e4822b3b3a68,34,3,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_036_03_ab_wvsw6_d1,8YXeKNTbJwjP9bRfs,adc5741ef7d135c4bdabe548792ec703,36,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_036_04_ab_wvsw6_d1,pEjcafpmq7HpPPu4Y,adc5741ef7d135c4bdabe548792ec703,36,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_036_05_ab_wvsw6_d1,wrm989j99r8g28nAn,adc5741ef7d135c4bdabe548792ec703,36,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_037_01_ab_wvsw6_d1,AWs4KNNEkmpbAnq2n,f2d3245b01c063e4d1096b26d9921826,37,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_037_03_ab_wvsw6_d1,fyRq66Cz5tfEKFnjw,f2d3245b01c063e4d1096b26d9921826,37,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_037_04_ab_wvsw6_d1,iLXyQQCxnyEyEhMpR,f2d3245b01c063e4d1096b26d9921826,37,4,swerve,stay,swerve,stay,B,stay,A,swerve,False,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_038_01_ab_wvsw6_d1,A7TKWQuq59vn3EKde,5c8c7479a5ebc4a2d9b524be2e1451eb,38,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_038_04_ab_wvsw6_d1,eiGQTkDrJ7aqNMpR3,5c8c7479a5ebc4a2d9b524be2e1451eb,38,4,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_039_01_ab_wvsw6_d1,3kReP4iYMsxcqhhjy,d881db7ecaca8f1cf95ccf54ca82d3e2,39,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_042_01_ab_wvsw6_d1,7KKWzknShAXjekMry,177b0905a5980959cf38d569e4f9c7fe,42,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_042_03_ab_wvsw6_d1,FDyeREdF98ckjuR96,177b0905a5980959cf38d569e4f9c7fe,42,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_049_05_ab_wvsw6_d1,ydmm4Z6SRy4CWF5wh,8aa4bb7e1b24ee37fc401c9a01c1cf25,49,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_050_05_ab_wvsw6_d1,samuX3F7cNg8Fjs2f,600c89522f1f7167052322cc016b4f97,50,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fit,1,True,,A,True
mm_individual_demo_051_01_ab_wvsw6_d1,79sLxQjAToFCuctu5,11dd9a53601cabacd4eec0668053e515,51,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_051_02_ab_wvsw6_d1,cr9eLFoMtPavnLSTA,11dd9a53601cabacd4eec0668053e515,51,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_051_05_ab_wvsw6_d1,zyTyMZmcQwmAZwfbd,11dd9a53601cabacd4eec0668053e515,51,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_053_03_ab_wvsw6_d1,eRnZZS8LPJWHttBbz,15a88991e22d59dbb6d745694d5a522f,53,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Social Status,Social Status,High,1,True,,B,True
mm_individual_demo_055_03_ab_wvsw6_d1,DsuhoMfCKR6Fqh7mw,9d8468cc906db2cb7c6a2365ced65bcc,55,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Social Status,Social Status,Low,1,True,,A,True
mm_individual_demo_059_01_ab_wvsw6_d1,42MYBkvrGetbCCTnF,f85361318cebd5d73c6d046c6a64ffe1,59,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_061_04_ab_wvsw6_d1,tuF7EMqJvAFxgjTPe,2833e281fb9c21f930a613e3d21906ad,61,4,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_061_05_ab_wvsw6_d1,vnBnqhSR2E9PyjyDA,2833e281fb9c21f930a613e3d21906ad,61,5,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_062_01_ab_wvsw6_d1,AEHymt53rGbs3uudZ,ffaf426a31ff53d4d7698292978d817f,62,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Age,Rand,1,True,,B,True
mm_individual_demo_063_01_ab_wvsw6_d1,7qpbu3YivBmbrFxtH,57b635852ad54f8541552a5f6e71dbb0,63,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_063_03_ab_wvsw6_d1,a4zjzfHYf9ob88c89,57b635852ad54f8541552a5f6e71dbb0,63,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_065_02_ab_wvsw6_d1,DvqJuezZQtGncfGHJ,3e0c5465a62a205260ee74a0071a1b5a,65,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_065_05_ab_wvsw6_d1,rGygitHXzPMCxSE9j,3e0c5465a62a205260ee74a0071a1b5a,65,5,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,0,True,,A,True
mm_individual_demo_067_04_ab_wvsw6_d1,sNhmXWCTHzE8TE7Kf,af1ecc4748b89e799b89b9fc4f035175,67,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_067_05_ab_wvsw6_d1,u9KPNGnmphWReL9eq,af1ecc4748b89e799b89b9fc4f035175,67,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_068_02_ab_wvsw6_d1,dKJedrLFmaerEbtEL,e4cf7ee350c9036203166165fca9f95d,68,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_068_03_ab_wvsw6_d1,jxDJ3tL46MmLoXKT3,e4cf7ee350c9036203166165fca9f95d,68,3,stay,swerve,stay,swerve,B,swerve,A,stay,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_070_01_ab_wvsw6_d1,5bncZ4T6zrJDAMRFA,42da6f052586a1bb2343fd93c2cfd098,70,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_072_05_ab_wvsw6_d1,ybowYu2xE3srzpCqk,0d7d635efcf87f111b3aedc7ae87090d,72,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_073_03_ab_wvsw6_d1,Ya24RWMcYE3LEmRLu,47ff10003e1cf5ae5bc5187cf16a53bb,73,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_073_04_ab_wvsw6_d1,d7nSJ45YodYgxonJW,47ff10003e1cf5ae5bc5187cf16a53bb,73,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,1,True,,B,True
mm_individual_demo_075_01_ab_wvsw6_d1,4Qphe2kKgYQHzWEL6,da0f242ac407177b23c2f03477707383,75,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,0,True,,B,True
mm_individual_demo_075_04_ab_wvsw6_d1,EXqE6chTAMHbvHogD,da0f242ac407177b23c2f03477707383,75,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,0,True,,B,True
mm_individual_demo_078_04_ab_wvsw6_d1,wW9BqMCitzKLb5W7j,6a735cb05a4f2ec78bdc8b4e7b01e498,78,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,0,True,,B,True
mm_individual_demo_079_02_ab_wvsw6_d1,3Wwb2n7zuFfGCHYT7,f31aa671c54164721a10f47b954eb64c,79,2,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_080_01_ab_wvsw6_d1,2NDmjRhp99HRXEnbm,00c9d606a39e1c48b8ec9c414379b769,80,1,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_081_01_ab_wvsw6_d1,BeaiwfQs9MYTX5dye,7a5fc84e4231ff78a0db5cdc5654ba3c,81,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_081_03_ab_wvsw6_d1,dxsWQSsKwQRLKREf4,7a5fc84e4231ff78a0db5cdc5654ba3c,81,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_081_04_ab_wvsw6_d1,fgpLAW3A9jjds3AHY,7a5fc84e4231ff78a0db5cdc5654ba3c,81,4,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_081_05_ab_wvsw6_d1,xtr973dW2Jb8y34Yd,7a5fc84e4231ff78a0db5cdc5654ba3c,81,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_082_01_ab_wvsw6_d1,5W2cMkYZZmDgJpp2D,7b098f9e80b9ec88bbdb8f82acb29856,82,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_082_04_ab_wvsw6_d1,cyMPW6xC9AmTxd9F7,7b098f9e80b9ec88bbdb8f82acb29856,82,4,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Old,1,True,,A,True
mm_individual_demo_083_02_ab_wvsw6_d1,FQCG6rzLyWzkmoDfF,331172c6ff413e6093566be253c90f07,83,2,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_084_01_ab_wvsw6_d1,3YkP7y47Qt3mTBdMs,7895fe3e515a5e8039638505065b2da9,84,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,0,True,,A,True
mm_individual_demo_084_02_ab_wvsw6_d1,egxwunJJfpzdvbeMK,7895fe3e515a5e8039638505065b2da9,84,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_086_05_ab_wvsw6_d1,zXACti4WDW3wiiiQM,332ed3412c6dde783cfc00def8484ea0,86,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
