record_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,squid-yellow-4597,1.0,1.0,0.3333333333333333,3,2.1086178062619,squid-yellow-4597,0.7
chip2__cohort_14_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,otter-pink-5988,1.0,1.0,0.3333333333333333,3,2.2295918739204166,otter-pink-5988,0.7000000000000001
chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,camel-pink-767,1.0,1.0,0.3333333333333333,3,2.3557072363046703,camel-pink-767,0.65
chip2__cohort_15_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,camel-pink-767,1.0,1.0,0.3333333333333333,3,2.2295918739204166,camel-pink-767,0.7000000000000001
chip2__cohort_18_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,elephant-yellow-5788,1.0,1.0,0.3333333333333333,3,2.454555595891148,elephant-yellow-5788,0.6000000000000001
chip2__cohort_20_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,bat-purple-4553,1.0,1.0,0.3333333333333333,3,2.1086178062619,bat-purple-4553,0.7
chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,buffalo-green-2230,1.0,1.0,0.3333333333333333,3,2.8000940728538315,buffalo-green-2230,0.5
chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,goose-green-3433,1.0,1.0,0.3333333333333333,3,2.454555595891148,goose-green-3433,0.6000000000000001
chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,peacock-red-3668,1.0,1.0,0.3333333333333333,3,2.454555595891148,peacock-red-3668,0.6000000000000001
chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,badger-red-5032,1.0,1.0,0.3333333333333333,3,2.8000940728538315,badger-red-5032,0.5
chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,alligator-blue-3197,1.0,1.0,0.3333333333333333,3,2.1086178062619,alligator-blue-3197,0.7
chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,whale-red-86,1.0,1.0,0.3333333333333333,3,2.5539392274300625,whale-red-86,0.6
chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,cat-green-4185,1.0,1.0,0.3333333333333333,3,2.454555595891148,cat-green-4185,0.6000000000000001
chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,bear-purple-7271,1.0,1.0,0.3333333333333333,3,2.454555595891148,bear-purple-7271,0.6000000000000001
chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,gorilla-yellow-5964,1.0,1.0,0.3333333333333333,3,2.714422793182605,gorilla-yellow-5964,0.5
chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,iguana-blue-1059,1.0,1.0,0.3333333333333333,3,2.6500279561849878,iguana-blue-1059,0.55
chip3__g20_m5wq93__game_1,CHIP3__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,octopus-green-4361,1.0,1.0,0.3333333333333333,3,2.2295918739204166,octopus-green-4361,0.7000000000000001
chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,butterfly-blue-7661,1.0,1.0,0.3333333333333333,3,2.454555595891148,butterfly-blue-7661,0.6000000000000001
chip3__g6_m5wp77__game_1,CHIP3__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,parrot-pink-5400,1.0,1.0,0.3333333333333333,3,2.454555595891148,parrot-pink-5400,0.6000000000000001
chip3__g7_m5wp78__game_1,CHIP3__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,unicorn-blue-7096,1.0,1.0,0.3333333333333333,3,2.454555595891148,unicorn-blue-7096,0.6000000000000001
chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,peacock-purple-5231,1.0,1.0,0.3333333333333333,3,2.27896121459488,peacock-purple-5231,0.6
chip3__g9_m5wp79__game_1,CHIP3__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,rabbit-yellow-6681,1.0,1.0,0.3333333333333333,3,2.2295918739204166,rabbit-yellow-6681,0.7000000000000001
chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,buffalo-yellow-4552,1.0,1.0,0.3333333333333333,3,2.525670578948595,buffalo-yellow-4552,0.55
chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,otter-orange-7286,1.0,1.0,0.3333333333333333,3,2.454555595891148,otter-orange-7286,0.6000000000000001
chip4__cohort_02_m89542__game_1,CHIP4__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,otter-yellow-9944,1.0,1.0,0.3333333333333333,3,2.3557072363046703,otter-yellow-9944,0.65
chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,bear-blue-8468,1.0,1.0,0.3333333333333333,2,1.9601317042077895,bear-blue-8468,0.6
chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,otter-orange-6095,1.0,1.0,0.3333333333333333,3,1.9056423380240777,otter-orange-6095,0.78
chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,camel-blue-7414,1.0,1.0,0.3333333333333333,3,2.2295918739204166,camel-blue-7414,0.7000000000000001
chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,badger-blue-8654,1.0,1.0,0.3333333333333333,3,2.8000940728538315,badger-blue-8654,0.5
chip4__cohort_04_m8aboy__game_1,CHIP4__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,butterfly-orange-8262,1.0,1.0,0.3333333333333333,3,2.3557072363046703,butterfly-orange-8262,0.65
chip4__cohort_05_m7xlsd__game_1,CHIP4__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,duck-red-8937,1.0,1.0,0.3333333333333333,3,2.454555595891148,duck-red-8937,0.6000000000000001
chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,whale-pink-487,1.0,1.0,0.3333333333333333,3,2.5539392274300625,whale-pink-487,0.6
chip4__cohort_05_m89542__game_1,CHIP4__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,ram-purple-8899,1.0,1.0,0.3333333333333333,3,2.454555595891148,ram-purple-8899,0.6000000000000001
chip4__cohort_05_m898xg__game_1,CHIP4__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,butterfly-purple-4350,1.0,1.0,0.3333333333333333,3,2.6500279561849878,butterfly-purple-4350,0.55
chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,1,3,1.0,1,1.0,0.3333333333333333,owl-yellow-8687,1.0,1.0,0.3333333333333333,3,2.6500279561849878,owl-yellow-8687,0.55
chip4__cohort_06_m89b9z__game_1,CHIP4__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,swan-green-9081,1.0,1.0,0.3333333333333333,3,2.454555595891148,swan-green-9081,0.6000000000000001
chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,pig-green-499,1.0,1.0,0.3333333333333333,3,2.454555595891148,pig-green-499,0.6000000000000001
chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,1,3,1.0,1,1.0,0.3333333333333333,kangaroo-red-5113,1.0,1.0,0.3333333333333333,3,2.2295918739204166,kangaroo-red-5113,0.7000000000000001
