custom_id,record_id,unit_id,treatment_name,variant,model,TreatmentCode,Treatment,PersonalizedTreatment,num_scenarios,scenario_manifest_json
multi_game_llm_fvk2c__1608,1608,1608,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1661,1661,1661,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1817,1817,1817,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1820,1820,1820,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__185,185,185,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1888,1888,1888,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1910,1910,1910,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1980,1980,1980,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2050,2050,2050,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2089,2089,2089,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2108,2108,2108,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2123,2123,2123,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2183,2183,2183,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2202,2202,2202,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2219,2219,2219,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2234,2234,2234,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__231,231,231,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2317,2317,2317,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2336,2336,2336,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2404,2404,2404,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2436,2436,2436,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2546,2546,2546,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2549,2549,2549,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__258,258,258,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2580,2580,2580,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2846,2846,2846,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2867,2867,2867,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__403,403,403,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__439,439,439,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__509,509,509,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__533,533,533,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__660,660,660,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__679,679,679,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__702,702,702,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__707,707,707,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__724,724,724,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__839,839,839,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__868,868,868,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__87,87,87,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__995,995,995,ODP,baseline,gpt-5-mini,ODP,OpaqueDelegation,1,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__102,102,102,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1097,1097,1097,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1122,1122,1122,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1173,1173,1173,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1213,1213,1213,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1216,1216,1216,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1402,1402,1402,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__147,147,147,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1512,1512,1512,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1546,1546,1546,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1576,1576,1576,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1622,1622,1622,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1655,1655,1655,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__177,177,177,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1775,1775,1775,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1807,1807,1807,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1885,1885,1885,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__1979,1979,1979,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2049,2049,2049,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2120,2120,2120,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2155,2155,2155,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2239,2239,2239,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2283,2283,2283,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2302,2302,2302,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2304,2304,2304,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2347,2347,2347,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__236,236,236,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2540,2540,2540,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2590,2590,2590,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2727,2727,2727,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2761,2761,2761,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
multi_game_llm_fvk2c__2802,2802,2802,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]"
