custom_id,persona_pid,game_id,treatment_name,player,player_key,match_rank,match_probability,is_top1,mean_contribution,mean_contribution_rate,first_contribution,first_contribution_rate,final_contribution,final_contribution_rate,contribution_sd,zero_contribution_rate,full_contribution_rate,contribution_slope,message_count,messages_per_round,rounds_with_message_rate,reward_given_units,reward_given_events,reward_given_round_rate,reward_received_units,reward_received_events,reward_received_round_rate,punish_given_units,punish_given_events,punish_given_round_rate,punish_received_units,punish_received_events,punish_received_round_rate
no_persona_pgg_match__game_3EG5RaDj4z7hkT2JD__g004,no_persona,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,GORILLA,3EG5RaDj4z7hkT2JD::GORILLA,2,0.3,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.16666666666666666
no_persona_pgg_match__game_3EG5RaDj4z7hkT2JD__g004,no_persona,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,DUCK,3EG5RaDj4z7hkT2JD::DUCK,3,0.1,False,8.666666666666666,0.43333333333333335,6.0,0.3,10.0,0.5,2.065591117977289,0.0,0.0,0.2285714285714286,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.16666666666666666,0.0,0,0.0
no_persona_pgg_match__game_PmcxhmDRj2tN3cECC__g005,no_persona,PmcxhmDRj2tN3cECC,VALIDATION_11_C,GORILLA,PmcxhmDRj2tN3cECC::GORILLA,1,0.65,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,2,0.07692307692307693,0.07692307692307693,75.0,64,0.6923076923076923,63.0,25,0.5384615384615384,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_PmcxhmDRj2tN3cECC__g005,no_persona,PmcxhmDRj2tN3cECC,VALIDATION_11_C,CHICK,PmcxhmDRj2tN3cECC::CHICK,2,0.3,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,6,0.23076923076923078,0.19230769230769232,85.0,85,0.46153846153846156,42.0,31,0.5769230769230769,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_PmcxhmDRj2tN3cECC__g005,no_persona,PmcxhmDRj2tN3cECC,VALIDATION_11_C,SLOTH,PmcxhmDRj2tN3cECC::SLOTH,3,0.05,False,16.153846153846153,0.8076923076923077,0.0,0.0,20.0,1.0,8.038369524685004,0.19230769230769232,0.8076923076923077,0.025641025641025612,10,0.38461538461538464,0.3076923076923077,32.0,30,0.2692307692307692,45.0,26,0.46153846153846156,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_925LF9k9CXpz8KjQm__g006,no_persona,925LF9k9CXpz8KjQm,VALIDATION_11_T,SLOTH,925LF9k9CXpz8KjQm::SLOTH,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,32,1.2307692307692308,0.6923076923076923,5.0,5,0.07692307692307693,20.0,20,0.5384615384615384,15.0,10,0.2692307692307692,1.0,1,0.038461538461538464
no_persona_pgg_match__game_925LF9k9CXpz8KjQm__g006,no_persona,925LF9k9CXpz8KjQm,VALIDATION_11_T,SNAKE,925LF9k9CXpz8KjQm::SNAKE,2,0.25,False,12.307692307692308,0.6153846153846154,0.0,0.0,20.0,1.0,9.922778767136677,0.38461538461538464,0.6153846153846154,1.3675213675213673,30,1.1538461538461537,0.6538461538461539,8.0,7,0.11538461538461539,11.0,11,0.38461538461538464,52.0,37,0.6153846153846154,21.0,14,0.34615384615384615
no_persona_pgg_match__game_925LF9k9CXpz8KjQm__g006,no_persona,925LF9k9CXpz8KjQm,VALIDATION_11_T,CHICK,925LF9k9CXpz8KjQm::CHICK,3,0.15,False,15.384615384615385,0.7692307692307693,0.0,0.0,20.0,1.0,8.593378488473196,0.23076923076923078,0.7692307692307693,0.9914529914529913,8,0.3076923076923077,0.3076923076923077,64.0,64,0.34615384615384615,14.0,14,0.4230769230769231,0.0,0,0.0,18.0,14,0.19230769230769232
no_persona_pgg_match__game_ASQtYBWx6cGN27KxL__g007,no_persona,ASQtYBWx6cGN27KxL,VALIDATION_12_C,GORILLA,ASQtYBWx6cGN27KxL::GORILLA,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,5,0.4166666666666667,0.4166666666666667,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_ASQtYBWx6cGN27KxL__g007,no_persona,ASQtYBWx6cGN27KxL,VALIDATION_12_C,DUCK,ASQtYBWx6cGN27KxL::DUCK,2,0.3,False,15.0,0.75,0.0,0.0,20.0,1.0,9.045340337332908,0.25,0.75,1.0384615384615385,6,0.5,0.4166666666666667,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_ASQtYBWx6cGN27KxL__g007,no_persona,ASQtYBWx6cGN27KxL,VALIDATION_12_C,DOG,ASQtYBWx6cGN27KxL::DOG,3,0.1,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_DYFJDsdGg8bppBJ7P__g008,no_persona,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,PARROT,DYFJDsdGg8bppBJ7P::PARROT,1,0.6,True,13.333333333333334,0.6666666666666666,20.0,1.0,20.0,1.0,9.84731927834662,0.3333333333333333,0.6666666666666666,-0.30769230769230776,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,3.0,3,0.25,10.0,8,0.5
no_persona_pgg_match__game_DYFJDsdGg8bppBJ7P__g008,no_persona,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,CHICKEN,DYFJDsdGg8bppBJ7P::CHICKEN,2,0.3,False,15.0,0.75,0.0,0.0,20.0,1.0,9.045340337332908,0.25,0.75,0.653846153846154,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,5.0,5,0.4166666666666667,14.0,8,0.5
no_persona_pgg_match__game_DYFJDsdGg8bppBJ7P__g008,no_persona,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,DUCK,DYFJDsdGg8bppBJ7P::DUCK,3,0.1,False,15.0,0.75,20.0,1.0,20.0,1.0,9.045340337332908,0.25,0.75,-0.3461538461538462,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,5.0,5,0.3333333333333333,10.0,8,0.5833333333333334
no_persona_pgg_match__game_CbDvrXGkphmfGtH3G__g009,no_persona,CbDvrXGkphmfGtH3G,VALIDATION_13_C,GORILLA,CbDvrXGkphmfGtH3G::GORILLA,1,0.6,True,19.41176470588235,0.9705882352941176,10.0,0.5,20.0,1.0,2.4253562503633312,0.0,0.9411764705882353,0.15686274509803919,4,0.23529411764705882,0.17647058823529413,17.0,16,0.11764705882352941,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_CbDvrXGkphmfGtH3G__g009,no_persona,CbDvrXGkphmfGtH3G,VALIDATION_13_C,PARROT,CbDvrXGkphmfGtH3G::PARROT,2,0.25,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,19,1.1176470588235294,0.7058823529411765,0.0,0,0.0,1.0,1,0.058823529411764705,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_CbDvrXGkphmfGtH3G__g009,no_persona,CbDvrXGkphmfGtH3G,VALIDATION_13_C,MONKEY,CbDvrXGkphmfGtH3G::MONKEY,3,0.15,False,19.941176470588236,0.9970588235294118,19.0,0.95,20.0,1.0,0.2425356250363329,0.0,0.9411764705882353,0.015686274509803935,14,0.8235294117647058,0.5882352941176471,0.0,0,0.0,1.0,1,0.058823529411764705,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_FvbM5EM5aB5pcjLpA__g010,no_persona,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,MONKEY,FvbM5EM5aB5pcjLpA::MONKEY,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,9,0.5294117647058824,0.4117647058823529,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_FvbM5EM5aB5pcjLpA__g010,no_persona,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,OWL,FvbM5EM5aB5pcjLpA::OWL,2,0.25,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,3,0.17647058823529413,0.17647058823529413,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_FvbM5EM5aB5pcjLpA__g010,no_persona,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,GORILLA,FvbM5EM5aB5pcjLpA::GORILLA,3,0.15,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,7,0.4117647058823529,0.17647058823529413,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_C5Cd8Yq5dDbdycXKB__g011,no_persona,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,CHICKEN,C5Cd8Yq5dDbdycXKB::CHICKEN,1,0.62,True,16.263157894736842,0.8131578947368422,10.0,0.5,20.0,1.0,5.635621875013321,0.05263157894736842,0.47368421052631576,0.40421052631578935,2,0.10526315789473684,0.10526315789473684,14.0,14,0.3684210526315789,8.0,8,0.42105263157894735,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_C5Cd8Yq5dDbdycXKB__g011,no_persona,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,DOG,C5Cd8Yq5dDbdycXKB::DOG,2,0.25,False,17.36842105263158,0.868421052631579,20.0,1.0,20.0,1.0,5.579830008519669,0.05263157894736842,0.631578947368421,-0.09947368421052633,2,0.10526315789473684,0.05263157894736842,4.0,4,0.21052631578947367,2.0,2,0.10526315789473684,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_C5Cd8Yq5dDbdycXKB__g011,no_persona,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,PARROT,C5Cd8Yq5dDbdycXKB::PARROT,3,0.13,False,12.368421052631579,0.618421052631579,10.0,0.5,20.0,1.0,7.334928056269079,0.10526315789473684,0.42105263157894735,0.4421052631578946,4,0.21052631578947367,0.15789473684210525,0.0,0,0.0,11.0,9,0.42105263157894735,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_AyQkFs97hRTki5zWR__g012,no_persona,AyQkFs97hRTki5zWR,VALIDATION_14_T,DUCK,AyQkFs97hRTki5zWR::DUCK,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,3,0.15789473684210525,0.15789473684210525,30.0,3,0.05263157894736842,4.0,4,0.15789473684210525,101.0,16,0.5789473684210527,4.0,3,0.10526315789473684
no_persona_pgg_match__game_AyQkFs97hRTki5zWR__g012,no_persona,AyQkFs97hRTki5zWR,VALIDATION_14_T,PARROT,AyQkFs97hRTki5zWR::PARROT,2,0.25,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,1,0.05263157894736842,0.05263157894736842,0.0,0,0.0,14.0,5,0.21052631578947367,5.0,5,0.2631578947368421,2.0,2,0.05263157894736842
no_persona_pgg_match__game_AyQkFs97hRTki5zWR__g012,no_persona,AyQkFs97hRTki5zWR,VALIDATION_14_T,GORILLA,AyQkFs97hRTki5zWR::GORILLA,3,0.15,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,1,0.05263157894736842,0.05263157894736842,0.0,0,0.0,14.0,5,0.21052631578947367,0.0,0,0.0,1.0,1,0.05263157894736842
no_persona_pgg_match__game_7oRFMBwqmesGX7t3H__g013,no_persona,7oRFMBwqmesGX7t3H,VALIDATION_15_C,SLOTH,7oRFMBwqmesGX7t3H::SLOTH,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,72.0,59,0.8571428571428571,51.0,49,0.9285714285714286,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7oRFMBwqmesGX7t3H__g013,no_persona,7oRFMBwqmesGX7t3H,VALIDATION_15_C,PARROT,7oRFMBwqmesGX7t3H::PARROT,2,0.25,False,18.571428571428573,0.9285714285714286,20.0,1.0,0.0,0.0,5.3452248382484875,0.07142857142857142,0.9285714285714286,-0.37142857142857144,0,0.0,0.0,49.0,49,0.8571428571428571,45.0,42,0.9285714285714286,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7oRFMBwqmesGX7t3H__g013,no_persona,7oRFMBwqmesGX7t3H,VALIDATION_15_C,CHICKEN,7oRFMBwqmesGX7t3H::CHICKEN,3,0.15,False,18.571428571428573,0.9285714285714286,20.0,1.0,20.0,1.0,5.3452248382484875,0.07142857142857142,0.9285714285714286,-0.14285714285714285,0,0.0,0.0,51.0,51,0.9285714285714286,47.0,43,0.9285714285714286,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_fMhhGrfpZH9ign2AK__g014,no_persona,fMhhGrfpZH9ign2AK,VALIDATION_15_T,CROCODILE,fMhhGrfpZH9ign2AK::CROCODILE,1,0.55,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,22.0,22,0.5714285714285714,9.0,9,0.5,5.0,5,0.21428571428571427,0.0,0,0.0
no_persona_pgg_match__game_fMhhGrfpZH9ign2AK__g014,no_persona,fMhhGrfpZH9ign2AK,VALIDATION_15_T,GORILLA,fMhhGrfpZH9ign2AK::GORILLA,2,0.3,False,18.571428571428573,0.9285714285714286,20.0,1.0,20.0,1.0,5.3452248382484875,0.07142857142857142,0.9285714285714286,0.31428571428571433,0,0.0,0.0,16.0,16,0.35714285714285715,5.0,5,0.2857142857142857,0.0,0,0.0,6.0,4,0.14285714285714285
no_persona_pgg_match__game_fMhhGrfpZH9ign2AK__g014,no_persona,fMhhGrfpZH9ign2AK,VALIDATION_15_T,SLOTH,fMhhGrfpZH9ign2AK::SLOTH,3,0.15,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,9.0,9,0.5,8.0,8,0.42857142857142855,1.0,1,0.07142857142857142
no_persona_pgg_match__game_i7C4Y4NiesraiSwwb__g015,no_persona,i7C4Y4NiesraiSwwb,VALIDATION_16_C,CHICK,i7C4Y4NiesraiSwwb::CHICK,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,15,1.0,0.4666666666666667,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_i7C4Y4NiesraiSwwb__g015,no_persona,i7C4Y4NiesraiSwwb,VALIDATION_16_C,CHICKEN,i7C4Y4NiesraiSwwb::CHICKEN,2,0.25,False,18.666666666666668,0.9333333333333333,20.0,1.0,20.0,1.0,5.163977794943222,0.06666666666666667,0.9333333333333333,-0.04999999999999999,13,0.8666666666666667,0.6,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_i7C4Y4NiesraiSwwb__g015,no_persona,i7C4Y4NiesraiSwwb,VALIDATION_16_C,GORILLA,i7C4Y4NiesraiSwwb::GORILLA,3,0.15,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,7,0.4666666666666667,0.3333333333333333,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7tfDsTHHnxsgrhE3d__g016,no_persona,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,PARROT,7tfDsTHHnxsgrhE3d::PARROT,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,4,0.26666666666666666,0.26666666666666666,0.0,0,0.0,0.0,0,0.0,4.0,4,0.26666666666666666,0.0,0,0.0
no_persona_pgg_match__game_7tfDsTHHnxsgrhE3d__g016,no_persona,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,CHICKEN,7tfDsTHHnxsgrhE3d::CHICKEN,2,0.25,False,18.666666666666668,0.9333333333333333,20.0,1.0,20.0,1.0,5.163977794943222,0.06666666666666667,0.9333333333333333,0.3,28,1.8666666666666667,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7tfDsTHHnxsgrhE3d__g016,no_persona,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,MOOSE,7tfDsTHHnxsgrhE3d::MOOSE,3,0.15,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,27,1.8,1.0,0.0,0,0.0,0.0,0,0.0,7.0,6,0.26666666666666666,1.0,1,0.06666666666666667
no_persona_pgg_match__game_r7Bk7fEwX3HSRrXMZ__g017,no_persona,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,DOG,r7Bk7fEwX3HSRrXMZ::DOG,1,0.5,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_r7Bk7fEwX3HSRrXMZ__g017,no_persona,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,FROG,r7Bk7fEwX3HSRrXMZ::FROG,2,0.3,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_r7Bk7fEwX3HSRrXMZ__g017,no_persona,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,WHALE,r7Bk7fEwX3HSRrXMZ::WHALE,3,0.2,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_7FQezekfKk3zctLN8__g018,no_persona,7FQezekfKk3zctLN8,VALIDATION_17_T,GORILLA,7FQezekfKk3zctLN8::GORILLA,1,0.6,True,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,39.0,39,0.8,4.0,4,0.3
no_persona_pgg_match__game_7FQezekfKk3zctLN8__g018,no_persona,7FQezekfKk3zctLN8,VALIDATION_17_T,CROCODILE,7FQezekfKk3zctLN8::CROCODILE,2,0.3,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,46.0,27,0.6,1.0,1,0.1
no_persona_pgg_match__game_7FQezekfKk3zctLN8__g018,no_persona,7FQezekfKk3zctLN8,VALIDATION_17_T,COW,7FQezekfKk3zctLN8::COW,3,0.1,False,16.0,0.8,20.0,1.0,20.0,1.0,8.432740427115679,0.2,0.8,0.6545454545454544,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,16.0,15,0.8,8.0,7,0.5
no_persona_pgg_match__game_2khRAszouj8vP8ZfP__g019,no_persona,2khRAszouj8vP8ZfP,VALIDATION_18_C,DUCK,2khRAszouj8vP8ZfP::DUCK,1,0.75,True,19.130434782608695,0.9565217391304348,0.0,0.0,20.0,1.0,4.170288281141494,0.043478260869565216,0.9565217391304348,0.2391304347826087,11,0.4782608695652174,0.30434782608695654,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_2khRAszouj8vP8ZfP__g019,no_persona,2khRAszouj8vP8ZfP,VALIDATION_18_C,CHICKEN,2khRAszouj8vP8ZfP::CHICKEN,2,0.15,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,1,0.043478260869565216,0.043478260869565216,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_2khRAszouj8vP8ZfP__g019,no_persona,2khRAszouj8vP8ZfP,VALIDATION_18_C,GORILLA,2khRAszouj8vP8ZfP::GORILLA,3,0.1,False,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,4,0.17391304347826086,0.08695652173913043,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_CoHyYysb84APn5gDE__g020,no_persona,CoHyYysb84APn5gDE,VALIDATION_18_T,GORILLA,CoHyYysb84APn5gDE::GORILLA,1,0.65,True,3.4782608695652173,0.17391304347826086,0.0,0.0,20.0,1.0,7.751067757631795,0.8260869565217391,0.17391304347826086,0.17391304347826084,2,0.08695652173913043,0.08695652173913043,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_CoHyYysb84APn5gDE__g020,no_persona,CoHyYysb84APn5gDE,VALIDATION_18_T,SLOTH,CoHyYysb84APn5gDE::SLOTH,2,0.25,False,5.217391304347826,0.2608695652173913,0.0,0.0,0.0,0.0,8.979555170897592,0.7391304347826086,0.2608695652173913,0.15217391304347824,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_CoHyYysb84APn5gDE__g020,no_persona,CoHyYysb84APn5gDE,VALIDATION_18_T,CHICKEN,CoHyYysb84APn5gDE::CHICKEN,3,0.1,False,1.7391304347826086,0.08695652173913043,20.0,1.0,0.0,0.0,5.762081310400607,0.9130434782608695,0.08695652173913043,-0.30434782608695654,2,0.08695652173913043,0.08695652173913043,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_2KKC9nMd8nRXfgH5G__g021,no_persona,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,SLOTH,2KKC9nMd8nRXfgH5G::SLOTH,1,0.6,True,7.172413793103448,0.3586206896551724,10.0,0.5,10.0,0.5,5.80067093112784,0.3103448275862069,0.06896551724137931,-0.13310344827586207,0,0.0,0.0,1.0,1,0.034482758620689655,6.0,5,0.13793103448275862,0.0,0,0.0,0.0,0,0.0
no_persona_pgg_match__game_2KKC9nMd8nRXfgH5G__g021,no_persona,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,GORILLA,2KKC9nMd8nRXfgH5G::GORILLA,2,0.3,False,10.517241379310345,0.5258620689655172,20.0,1.0,0.0,0.0,8.69573249052649,0.3448275862068966,0.3793103448275862,-0.49655172413793097,0,0.0,0.0,18.0,16,0.3448275862068966,8.0,8,0.27586206896551724,0.0,0,0.0,0.0,0,0.0
