treatment_name,experiment_code,role,visibility,schema_type,metric,generated_value,human_value,abs_error,generated_n,human_n
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,3.16,3.58,0.41999999999999993,50,50
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,2.92,3.3,0.3799999999999999,50,50
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,mean_action_premium_without_check,2.46,3.42,0.96,50,50
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,mean_action_premium_after_check,2.94,3.38,0.43999999999999995,50,50
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,mean_process_premium_if_act,-0.24,0.32,0.56,50,50
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,mean_process_premium_if_no_act,0.24,0.28,0.040000000000000036,50,50
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,check_rate,0.98,0.74,0.24,50,50
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,act_rate,0.34,0.3,0.040000000000000036,50,50
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,mean_return_pct,44.52,44.02,0.5,50,50
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,pattern_checked_act,0.34,0.26,0.08000000000000002,50,50
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,pattern_checked_no_act,0.64,0.48,0.16000000000000003,50,50
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,pattern_unchecked_act,0.0,0.04,0.04,50,50
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,pattern_unchecked_no_act,0.02,0.22,0.2,50,50
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,check_rate,0.94,0.62,0.31999999999999995,50,50
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,act_rate,0.44,0.38,0.06,50,50
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,mean_return_pct,48.74,41.64,7.100000000000001,50,50
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,pattern_checked_act,0.42,0.3,0.12,50,50
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,pattern_checked_no_act,0.52,0.32,0.2,50,50
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,pattern_unchecked_act,0.02,0.08,0.06,50,50
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,pattern_unchecked_no_act,0.04,0.3,0.26,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_send_if_act,4.96,5.04,0.08000000000000007,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_send_if_no_act,4.08,5.52,1.4399999999999995,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_action_premium,0.88,-0.48,1.3599999999999999,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_act_without_check,4.56,4.92,0.3600000000000003,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_act_after_check,5.54,5.04,0.5,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,3.98,5.74,1.7600000000000002,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,4.08,5.12,1.04,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_action_premium_without_check,0.58,-0.82,1.4,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_action_premium_after_check,1.46,-0.08,1.54,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_process_premium_if_act,-0.98,-0.12,0.86,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_process_premium_if_no_act,-0.1,0.62,0.72,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,fast_rate,0.34,0.48,0.13999999999999996,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,act_rate,0.24,0.36,0.12,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,mean_return_pct,42.02,37.38,4.640000000000001,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_fast_act,0.12,0.16,0.04000000000000001,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_fast_no_act,0.22,0.32,0.1,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_slow_act,0.12,0.2,0.08000000000000002,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_slow_no_act,0.54,0.32,0.22000000000000003,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,fast_rate,0.4,0.52,0.12,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,act_rate,0.28,0.38,0.09999999999999998,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,mean_return_pct,42.68,43.1,0.4200000000000017,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_fast_act,0.16,0.18,0.01999999999999999,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_fast_no_act,0.24,0.34,0.10000000000000003,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_slow_act,0.12,0.2,0.08000000000000002,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_slow_no_act,0.48,0.28,0.19999999999999996,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_send_if_act,4.92,5.1,0.17999999999999972,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_send_if_no_act,4.1,5.32,1.2200000000000006,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_action_premium,0.82,-0.22,1.04,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_act_fast,5.04,5.22,0.17999999999999972,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_no_act_fast,4.14,4.54,0.40000000000000036,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_act_slow,5.36,4.36,1.0,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_no_act_slow,4.36,4.3,0.0600000000000005,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_action_premium_fast,0.9,0.68,0.21999999999999997,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_action_premium_slow,1.0,0.06,0.94,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_fast_premium_if_act,-0.32,0.86,1.18,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_fast_premium_if_no_act,-0.22,0.24,0.45999999999999996,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,check_rate,0.78,0.86,0.07999999999999996,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,act_rate,0.94,0.88,0.05999999999999994,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,mean_return_pct,42.06,45.8,3.739999999999995,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_checked_act,0.74,0.8,0.06000000000000005,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_checked_no_act,0.04,0.06,0.019999999999999997,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_unchecked_act,0.2,0.08,0.12000000000000001,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_unchecked_no_act,0.02,0.06,0.039999999999999994,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,check_rate,0.84,0.78,0.05999999999999994,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,act_rate,0.9,0.88,0.020000000000000018,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,mean_return_pct,49.4,37.08,12.32,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_checked_act,0.78,0.72,0.06000000000000005,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_checked_no_act,0.06,0.06,0.0,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_unchecked_act,0.12,0.16,0.04000000000000001,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_unchecked_no_act,0.04,0.06,0.019999999999999997,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_send_if_act,5.52,6.46,0.9400000000000004,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_send_if_no_act,3.74,3.36,0.38000000000000034,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_action_premium,1.78,3.1,1.32,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_act_without_check,5.22,6.92,1.7000000000000002,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_act_after_check,6.14,6.58,0.4400000000000004,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,3.16,2.7,0.45999999999999996,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,2.32,2.1,0.21999999999999975,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_action_premium_without_check,2.06,4.22,2.1599999999999997,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_action_premium_after_check,3.82,4.48,0.6600000000000006,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_process_premium_if_act,-0.92,0.34,1.26,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_process_premium_if_no_act,0.84,0.6,0.24,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,check_rate,0.74,0.82,0.07999999999999996,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,act_rate,0.4,0.26,0.14,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,mean_return_pct,41.28,41.4,0.11999999999999744,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_checked_act,0.38,0.24,0.14,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_checked_no_act,0.36,0.58,0.21999999999999997,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_unchecked_act,0.02,0.02,0.0,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_unchecked_no_act,0.24,0.16,0.07999999999999999,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,check_rate,0.76,0.7,0.06000000000000005,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,act_rate,0.34,0.36,0.019999999999999962,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,mean_return_pct,45.72,35.36,10.36,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_checked_act,0.32,0.32,0.0,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_checked_no_act,0.44,0.38,0.06,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_unchecked_act,0.02,0.04,0.02,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_unchecked_no_act,0.22,0.26,0.04000000000000001,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_send_if_act,4.46,3.9,0.56,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_send_if_no_act,3.62,5.78,2.16,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_action_premium,0.84,-1.88,2.7199999999999998,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_act_without_check,4.38,5.04,0.6600000000000001,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_act_after_check,5.76,5.86,0.10000000000000053,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,3.88,5.12,1.2400000000000002,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,5.26,5.06,0.20000000000000018,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_action_premium_without_check,0.5,-0.08,0.58,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_action_premium_after_check,0.5,0.8,0.30000000000000004,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_process_premium_if_act,-1.38,-0.82,0.5599999999999999,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_process_premium_if_no_act,-1.38,0.06,1.44,50,50
