Private ID,Public ID,Prolific ID,Name,Avatar,Pronouns,Current status,Current stage ID,Current cohort ID,Transfer cohort ID,Start experiment timestamp,End experiment timestamp,Accepted TOS timestamp,Payout earned if stage completed - Payout from game 1 (one game was randomly selected) (f04f6394-e73e-4e5a-bc8b-d5aa5e1c26e2) - Stage random_payout,Payout earned if stage completed - Payout from game 2 (one game was randomly selected) (6e69028d-4e63-4c03-b60d-ef236e040bd7) - Stage random_payout,Total payout - Stage random_payout,Please describe your strategy in the game in a few sentences. - Survey survey,Please describe any experiences or background that may have influenced your performance in the game. - Survey survey,On a scale from 1 to 10 how would you rate your trading strategy where 1 is highly **competitive** (focused mainly on your own gains) and 10 is highly **collaborative** (focused on other players's potential gains and mutual benefits? - Survey survey,On a scale from 1 to 10 how certain are you that you made the best possible trades during the experiment? - Survey survey,On a scale from 1 to 10 how satisfied are you with your final trading outcomes? - Survey survey,On a scale of 1 to 10 how would you rate the mental effort you put into today's trading games where 1 means 'I barely engaged in any thinking' and 10 means 'I put in significant mental effort'? - Survey survey,Please provide any additional context on your answers above. - Survey survey,Please help us to improve this experiment. How was your experience today? Were there any elements of the instructions or gameplay that you found confusing? - Survey survey
1e45aa5a-fa24-4ab7-b37c-ea5b142cdf38,lion-green-7491,60d20bdca2934c2104798fff,Lion,🦁,,SUCCESS,survey,m898xgvn-rc8hpd,,2025-03-14 14:19:42.000,2025-03-14 14:40:32.000,2025-03-14 14:20:01.000,,0,3.1,I didnt have one as I didnt know what the other chips were worth,None. It was random,5,5,8,6,none,It was fine. No issues.
2a7db95c-dbba-4689-a117-47e1b264b7fc,otter-orange-7382,5a82f7898fe2dc000105e971,Otter,🦦,,SUCCESS,survey,m898xgva-pbt91c,,2025-03-14 13:56:49.000,2025-03-14 14:17:07.000,2025-03-14 13:56:58.000,0,,0.39,Get rid of cheaper chips and gain more expensive ones,None,8,5,3,9,None,Fun!
4ecc8677-7b72-4067-93ab-ae3d4fa1e11a,whale-pink-7682,673e956ec9edffcf42e7572b,Whale,🐳,,SUCCESS,survey,m89b9z6g-9rl8gs,,2025-03-14 14:45:45.000,2025-03-14 15:12:47.000,2025-03-14 14:45:51.000,0,,0,I had no set strategy I just tried to only accept the offers that paid me the most.,I had no background disturbance,2,1,0,5,n/a,The wait to be transferred was pretty long.
6f362464-2ec7-4ac3-b17a-b0540194c5c7,camel-blue-7414,666b3d1e69db91baeb55fc4e,Camel,🐪,,SUCCESS,survey,m898xgvn-rc8hpd,,2025-03-14 14:05:44.000,2025-03-14 14:42:34.000,2025-03-14 14:06:11.000,0,,3.3,trying to get more money without have any lost ,trying to be secure and earn something ,6,7,6,7,I fell a little bit insecure of the trading ,excellent experience I would like to have more of this studies. fun and make think about financial decisions
7af1edc7-7920-487c-afdb-3ec72d71a47c,buffalo-yellow-4552,6658bacc7409f34c681ec3a9,Buffalo,🐃,,SUCCESS,survey,m898xgur-9r69ip,,2025-03-14 13:52:38.000,2025-03-14 14:17:54.000,2025-03-14 13:52:47.000,,0,6,To get the most money back as early as possible,I went first which I think helped. I'm also willing to take risks,7,8,8,8,I thought a lot about what I could do,No was very simple
8725e3ef-e26f-46bf-a1b1-d4b265a4422d,swan-green-9081,58cd6ec9a2ea98000191c6a1,Swan,🦢,,SUCCESS,survey,m89b9z6g-9rl8gs,,2025-03-14 14:54:15.000,2025-03-14 15:11:56.000,2025-03-14 14:54:21.000,,0,2.19,To end with some of each colour but try and swap for higher colour chips,none,8,6,6,5,I looked at how much my account would gain rather than thinking of other strategies,none
a95ff4c4-8c21-4858-ab38-f7fa1c1b5414,squid-orange-6967,674ddfaaed182396bd531075,Squid,🦑,,SUCCESS,survey,m898xgvn-rc8hpd,,2025-03-14 14:14:42.000,2025-03-14 14:44:30.000,2025-03-14 14:15:04.000,,0,1.69,I was offering the less valuable chip in bulk for single valuable chip with a maximum of 10 cents profit,People tend to get carried away by figures that the idea behind bulk offer ,8,7,6,5,N/A,N/A
c8434cbf-6784-4654-8e42-cd3e0dbf5378,butterfly-purple-4350,66d3b519a92a69c24abfc9ed,Butterfly,🦋,,SUCCESS,survey,m898xgwo-v4t9fl,,2025-03-14 14:16:46.000,2025-03-14 15:17:03.000,2025-03-14 14:18:29.000,0,,3.7,My goal was to prioritize trades that offered my lowest value chips (red and blue) in exchange for higher value chips ,I was an economics major in undergraduate studies and we learned ideas such as opportunity costs and game theory,6,3,4,9,I was calculating possible trade options even before the trades occured. I mapped out different options into non-aggressive aggressive and neutral. I tried one direction and if a trade was accepted using that level of aggressivenes I continued with that line of trading so as not to ruffle feathers. ,The game was exciting and fun. I really enjoyed it. I'm not sure how to improve it. I was so immersed in getting trades accepted that I thought it was very well designed.
cde8e568-a76f-4524-a6f4-f3d19bafafda,cat-purple-7074,60fc5cfaf4cc3056200356e1,Cat,🐱,,SUCCESS,survey,m898xgva-pbt91c,,2025-03-14 13:53:30.000,2025-03-14 14:19:34.000,2025-03-14 13:54:13.000,0,,7.79,I attempted to gain the most profit whilst trying to ensure that the trade would be accepted by another player. After the first game I realised I needed to keep some of my chips rather than give them all away so that I could take part in the other player's trades.,NA,1,6,8,7,The second game was more challenging - although I made significantly less gains it took more mental effort.,No it was enjoyable.
cfe7dae6-8320-4422-9627-bea910d20599,goose-green-9189,5f748dcc148ecd051b11887e,Goose,🪿,,SUCCESS,survey,m898xgur-9r69ip,,2025-03-14 13:50:40.000,2025-03-14 14:17:27.000,2025-03-14 13:50:56.000,,0,3,Offer low value request colour with est. high value,None,9,9,9,6,None,None
d0e8b575-751b-48f0-8d64-f0827fc8d2fb,duck-purple-3491,5f3a7e7b3a55e009ff81175e,Duck,🦆,,SUCCESS,survey,m89b9z6g-9rl8gs,,2025-03-14 14:48:58.000,2025-03-14 15:15:02.000,2025-03-14 14:49:07.000,,0,8.19,I offered away the ones that had the least value to me. If someone accepted the offer for swapping a certain 2 colours I knew they would probably accept it again.,None,7,8,8,10,I think I did ok especially in the second round. I was really engaged in what I was doing.,I really enjoyed this it was great. Thank you so much for a really fun engaging study.
d6491172-e405-4eaa-ab39-8b23b44fae32,ram-green-9746,6659b0c46a1675f2d40e2586,Ram,🐏,,SUCCESS,survey,m898xgwo-v4t9fl,,2025-03-14 14:21:08.000,2025-03-14 15:13:31.000,2025-03-14 14:21:16.000,,0,5.87,I tried (and failed a lot) to keep track on who wants what and make them a good deal. As long as we are both on the positive I see no reason to oversell.,None.,7,3,5,7,I misread a lot of the chat information (which I used as a gauge to make decisions) because the game was going very slow and I was spacing out while waiting on others at times.,It was very slow. Took double the time it said it would.
dc42763f-d295-44ed-a74c-11eb314441bf,owl-yellow-8687,5780d9a1900cc80001d2d1c2,Owl,🦉,,SUCCESS,survey,m898xgwo-v4t9fl,,2025-03-14 14:34:48.000,2025-03-14 15:13:54.000,2025-03-14 14:35:01.000,0,,4.78,Tried to off load the low value colours,No background influences,1,5,7,7,no additional info,good instructions just seemed to wait a long time for others
f757c958-fb3e-4670-8ebf-0805e4f37759,bear-red-8738,67d3586f092e70d6384fa037,Bear,🐻,,SUCCESS,survey,m898xgur-9r69ip,,2025-03-14 13:41:14.000,2025-03-14 14:19:53.000,2025-03-14 13:41:46.000,,0,0,My strategy was sell the highest buy the lowest,My experience was good i had good fun,8,8,0,6,The selection of bonus was not fair,No the examples made it easy
05807886-80c9-4bcc-acb3-54eaccfe97a4,ram-purple-8899,62a7970f8387f3fcc95b106b,Ram,🐏,,SUCCESS,survey,m89542k4-i55tbh,,2025-03-14 12:11:54.000,2025-03-14 12:33:22.000,2025-03-14 12:12:06.000,0,,2.3,To try and maximise personal gain ,general negotiations in previous business endevours,8,9,9,7,n/a,n/a
14aa16b8-cc85-46df-9d30-c34ce810c9e3,badger-blue-8654,5ca8eaf9bd0f9e0001c7d7fa,Badger,🦡,,SUCCESS,survey,m89542k2-ri1yoa,,2025-03-14 11:56:58.000,2025-03-14 12:42:54.000,2025-03-14 11:57:40.000,0,,3.3,I made sure that I would make money for the offers I made if accepted. I also made sure to only apply to accept offers made by others if I would make money from them. I sometimes made low amount trade off offers as I felt that they might be more likely to be accepted.,None in particular.,5,4,6,7,I felt that if I tried to make higher gains there was more of a possibility that the offers might not be accepted so sometimes went with lower gains. I also tried to consider how the other players might feel about the offers.,It was an interesting experiment. Some of the placements of the elements took a bit of time to get used to.
29a3f1b8-f8bc-43b7-911b-f455e47c79f4,alligator-orange-1621,67acacf033444654db29a196,Alligator,🐊,,SUCCESS,survey,m895x2w2-8bmcoj,,2025-03-14 12:13:22.000,2025-03-14 12:47:48.000,2025-03-14 12:13:26.000,,0,4.1,profit priented,choice,5,8,7,6,none,no
453e27e4-df19-4831-aa7f-43dd65b7f436,cat-pink-5829,60b087487fb8facfb196620b,Cat,🐱,,SUCCESS,survey,m89542k2-ri1yoa,,2025-03-14 11:55:16.000,2025-03-14 12:35:37.000,2025-03-14 11:55:24.000,0,,6,Only accept positive offers ,Previous game play at home wiht family,9,8,10,8,I tried out play the other teams,No elements confusing just a bit slow at times
4ee23dfc-dfa0-4f38-a98d-db6a953b9dc6,dog-red-9959,67d3a1b815ef0a936ec909fa,Dog,🐶,,SUCCESS,survey,m89542jv-6fklbr,,2025-03-14 11:54:54.000,2025-03-14 12:27:25.000,2025-03-14 11:55:01.000,0,,4.39,very creative,great bargaining skills,6,10,10,10,mind opening,no
5150e9cc-e897-497d-bdc6-bdf197bb0839,turtle-purple-273,6405b9bcaa464300e6660d7d,Turtle,🐢,,SUCCESS,survey,m896vnco-w4ukpn,,2025-03-14 12:44:17.000,2025-03-14 13:03:35.000,2025-03-14 12:44:21.000,,0,0,Trade low value chips for high value ones,None,9,1,1,8,N/A,No issues
646addb2-30d9-446d-8925-8f97abb20d4e,swan-orange-6532,5640a0e2074be600115e9c95,Swan,🦢,,SUCCESS,survey,m896vnco-w4ukpn,,2025-03-14 12:24:27.000,2025-03-14 13:05:37.000,2025-03-14 12:24:42.000,0,,2.89,try to trade the lowest value for the highest value and look at other people's available amounts to try to determine their highest and lowest values.,I've played card games and trade stocks and crypto,9,8,8,7,none,instructions were fine but players had too long to submit offers there should be a 2 minute timer before kicking them or the system auto offering.
6f08ca75-d616-4b05-86c1-f277f0b6b3e4,duck-green-5428,5aeae9fd26b66800016982d6,Duck,🦆,,SUCCESS,survey,m895x2w2-8bmcoj,,2025-03-14 12:19:43.000,2025-03-14 12:47:53.000,2025-03-14 12:20:23.000,0,,2,Try and offload low value chips quickly while other players have a large supply of them. Prioritise early trades.,None except playing a lot of board games.,6,3,7,9,None.,This was a really cool and fun experiment.
6fedca7a-d043-493f-960c-e8ecd571ba17,butterfly-yellow-2785,5e72411d49bb4816bd49d0fc,Butterfly,🦋,,SUCCESS,survey,m89542k2-ri1yoa,,2025-03-14 12:05:16.000,2025-03-14 12:36:47.000,2025-03-14 12:05:31.000,0,,3.39,I wanted to only accept offers that added positive amounts of funds to my pot. I figured the chips I had with high values were low for other players and vice versa.,I've taken statistics and other math classes and have done experiments somewhat similar to these before in school.,3,7,8,6,I wanted to make as much money as I could but I wanted to be mindful that other people have the same goal and I wanted to make choices I thought would benefit both parties enough to get a deal.,I found the experience to be easy with no issues or lag. The instructions were clear and easy to follow.
78fb5b55-0334-4d08-ab13-d48d00001474,bear-blue-8468,67ada3137edc05e60e5373c1,Bear,🐻,,SUCCESS,survey,m89542jv-6fklbr,,2025-03-14 11:47:07.000,2025-03-14 12:27:41.000,2025-03-14 11:47:43.000,,0,1,Making sure to make profits.,none,9,10,10,8,Needs attention.,None. Nice one!
b3ec68e3-603f-417a-adae-d18bcc62cdab,zebra-blue-2700,5e13859753e8469d270982c0,Zebra,🦓,,SUCCESS,survey,m896vnco-w4ukpn,,2025-03-14 12:31:15.000,2025-03-14 13:06:37.000,2025-03-14 12:31:33.000,0,,3.6,I tried to make small gains in order to maximise my return. As long as a deal resulted in a gain I accepted it. I focused on increasing the number of the 2 highest value tokens at the expense of the lowest 2.,None.,3,1,8,9,n/a,Very good.
c4aa38c3-27d7-472c-a294-cfe9b7c0958f,dolphin-pink-1017,67d2a44708c61b443152fa88,Dolphin,🐬,,SUCCESS,survey,m895x2w2-8bmcoj,,2025-03-14 12:18:22.000,2025-03-14 12:47:57.000,2025-03-14 12:18:58.000,,0,0.89,I checked my high paying chips and offered my low paying chip in return,What my opponent needs,10,10,10,10,I was very calculative and rejected any bad trade,N/A
ca75f706-fdd1-430c-bd48-fa4299a0f62e,otter-yellow-9944,651fd111639df862e12e984d,Otter,🦦,,SUCCESS,survey,m89542jv-6fklbr,,2025-03-14 11:58:24.000,2025-03-14 12:26:27.000,2025-03-14 11:59:03.000,0,,4.28,I aimed to always keep my highest paying chips,none,8,9,9,8,none,it was good
ced9376e-4c8b-4eec-b566-d55e2225fb3b,lion-yellow-9203,5d1f2f367e67140001eef452,Lion,🦁,,SUCCESS,survey,m89542k4-i55tbh,,2025-03-14 12:11:18.000,2025-03-14 12:34:36.000,2025-03-14 12:11:23.000,,0,4,I tried to work out each time which colours the other players were trying to get rid of and acquire and tried to tailor my offers to squeeze through deals that could be beneficial to them slightly and maximally beneficial for me. I decided not to accept any offers that reduced my earnings. ,I have studied game theory before. ,9,2,7,7,There was a lot of uncertainty in the game so hard to make offers sometimes. ,N.A
e5dcd4a9-ad6c-420e-b10a-8ebcaff22025,owl-yellow-9160,5a03d20a7ecfc50001be0a7a,Owl,🦉,,SUCCESS,survey,m89542k4-i55tbh,,2025-03-14 12:16:09.000,2025-03-14 12:34:15.000,2025-03-14 12:16:11.000,,0,3.6,To try to maximize my earnings.,Nothing.,5,3,6,8,It seemed more straightforward so it didn't seem to require the greatest mental effort but more than that I considered the time taken an important factor and I also wasn't sure if the other people were real.,No.
069f0640-d20d-4919-a32f-fa0fd9fd8fd8,whale-pink-487,603bbf426ba69e8af20ace6f,Whale,🐳,,SUCCESS,survey,m7xlsd2k-z813ah,,2025-03-06 09:04:36.000,2025-03-06 09:30:36.000,2025-03-06 09:04:44.000,,0,5.79,I tried to work out which colour was which value for each other player and quickly realised who was likely to accept an offer in exchange for my higher valued pieces whilst receiving pieces they wanted too. This tactic worked well.,I'm quite good at problem solving from doing a physics degree but that would be all i can think of.,3,6,10,10,Nothing extra I was happy as I found my trades were accepted once I spotted the suspected patterns.,All good really enjoyable and easy to follow!
0de93c48-5ac0-4114-ae55-82b407d31be1,otter-orange-7286,5ea1d789f5c6d70c14fbe739,Otter,🦦,,SUCCESS,survey,m7xl5i6j-e2s899,,2025-03-06 08:45:43.000,2025-03-06 09:09:48.000,2025-03-06 08:45:57.000,,0,6,i was trying to trade my lowest for the middle rate or high rate of colour depending on what people showed as having ,i tried to see what people were trying to save to make it mor appealing when i offered a trade,9,7,7,6,i tried to be conservative at first but then in round two went all in for my lowest etc ,great this was a fun task
