StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q38_1,Q38_2,Q56_1,Q56_2,Q54_1,Q54_2,Q91_1,Q91_2,Q88_1,Q88_2,Q94_1,Q94_2,1_Q38,1_Q25_First Click,1_Q25_Last Click,1_Q25_Page Submit,1_Q25_Click Count,2_Q38,2_Q25_First Click,2_Q25_Last Click,2_Q25_Page Submit,2_Q25_Click Count,3_Q38,3_Q25_First Click,3_Q25_Last Click,3_Q25_Page Submit,3_Q25_Click Count,4_Q38,4_Q25_First Click,4_Q25_Last Click,4_Q25_Page Submit,4_Q25_Click Count,5_Q38,5_Q25_First Click,5_Q25_Last Click,5_Q25_Page Submit,5_Q25_Click Count,6_Q38,6_Q25_First Click,6_Q25_Last Click,6_Q25_Page Submit,6_Q25_Click Count,7_Q38,7_Q25_First Click,7_Q25_Last Click,7_Q25_Page Submit,7_Q25_Click Count,8_Q38,8_Q25_First Click,8_Q25_Last Click,8_Q25_Page Submit,8_Q25_Click Count,9_Q38,9_Q25_First Click,9_Q25_Last Click,9_Q25_Page Submit,9_Q25_Click Count,10_Q38,10_Q25_First Click,10_Q25_Last Click,10_Q25_Page Submit,10_Q25_Click Count,11_Q38,11_Q25_First Click,11_Q25_Last Click,11_Q25_Page Submit,11_Q25_Click Count,12_Q38,12_Q25_First Click,12_Q25_Last Click,12_Q25_Page Submit,12_Q25_Click Count,13_Q38,13_Q25_First Click,13_Q25_Last Click,13_Q25_Page Submit,13_Q25_Click Count,14_Q38,14_Q25_First Click,14_Q25_Last Click,14_Q25_Page Submit,14_Q25_Click Count,15_Q38,15_Q25_First Click,15_Q25_Last Click,15_Q25_Page Submit,15_Q25_Click Count,16_Q38,16_Q25_First Click,16_Q25_Last Click,16_Q25_Page Submit,16_Q25_Click Count,Q52,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
2021-10-14 13:19:09,2021-10-14 13:23:34,IP Address,86.129.167.92,100,265,True,2021-10-14 13:23:35,R_795bx3lHnO7ueMp,,,,,52.8397064208984375,0.86090087890625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,1.353,2.898,2.96,2,6,1.017,2.442,2.401,2,4,2.146,2.513,2.568,2,2,2.204,2.204,2.26,1,7,2.094,3.457,3.523,2,7,1.351,4.943,5.001,2,3,2.14,3.373,3.423,2,3,2,3.266,3.329,2,8,1.413,3.363,3.426,2,6,1.149,2.914,2.969,2,3,1.405,2.226,2.285,2,Not at all,2.014,2.014,2.073,1,Extremely,2.446,4.287,4.349,3,4,1.94,4.612,4.669,2,3,1.495,2.342,2.397,2,Not at all,1.635,1.635,1.696,1,6151b15badc7d7045dbbb210,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
2021-10-14 13:19:08,2021-10-14 13:24:35,IP Address,88.212.178.124,100,327,True,2021-10-14 13:24:35,R_22PtgMA0qVJK1ka,,,,,51.8498992919921875,0.3069000244140625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,6,2.142,2.142,2.151,1,Extremely,3.699,3.699,3.607,1,8,6.012,7.373,7.381,2,8,3.467,3.467,3.476,1,7,4.421,4.421,4.429,1,7,2.332,2.332,2.342,1,8,4.38,4.38,4.392,1,7,5.095,5.095,5.002,1,6,1.725,1.725,1.735,1,7,5.725,5.725,5.734,1,6,1.947,1.947,1.954,1,6,3.422,3.422,3.43,1,6,2.776,2.776,2.787,1,5,3.073,3.073,3.082,1,5,2.1,2.1,2.108,1,4,2.472,2.472,2.482,1,5d139428e001640001f40ee2,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,6
2021-10-14 13:19:55,2021-10-14 13:24:35,IP Address,164.39.215.59,100,280,True,2021-10-14 13:24:35,R_vrbxWpPElKn4f5L,,,,,53.47979736328125,-2.3307037353515625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Not at all,0.968,1.353,1.388,2,2,1.399,1.884,1.8,2,Extremely,1.254,2.098,2.13,2,8,1.162,2.74,2.78,4,2,1.004,2.3,2.338,4,3,1.096,1.571,1.604,2,6,1.649,3.948,3.976,4,3,1.053,1.689,1.601,2,2,0.708,2.604,2.635,3,3,0.989,1.674,1.704,2,6,2.133,3.797,3.833,4,Extremely,0.801,1.951,1.986,3,2,3.436,3.819,3.858,2,2,1.228,3.303,3.493,3,4,0.918,2.623,2.659,4,4,1.021,2.315,2.35,3,612eb299702de4145d4df55d,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,1
2021-10-14 13:21:41,2021-10-14 13:24:44,IP Address,2.27.228.164,100,182,True,2021-10-14 13:24:44,R_1DSxyoeMkffkC6y,,,,,51.1273956298828125,1.2924957275390625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,6,1.275,2.333,2.301,2,Extremely,1.259,2.153,2.101,2,7,1.949,15.075,15.141,6,8,6.078,13.09,13.158,3,5,1.376,2.365,2.435,2,6,1.022,2.168,2.24,3,7,1.695,5.406,5.469,4,Not at all,0.246,0.246,0.3,1,2,2.691,3.566,3.624,2,3,1.839,2.999,3.07,2,6,3.034,4.127,4.198,2,4,3.236,4.389,4.444,2,Not at all,6.056,6.383,6.446,2,Not at all,1.68,2.214,2.281,2,2,1.589,2.926,2.986,2,Not at all,1.2,2.689,2.759,2,5f23fc20be6a4e1feed8aa5b,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,6
2021-10-14 13:21:47,2021-10-14 13:24:45,IP Address,84.70.42.167,100,178,True,2021-10-14 13:24:45,R_e37bfttLColtmQp,,,,,52.4824066162109375,-2.1154937744140625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,6,2.016,2.016,2.028,1,7,4.866,4.866,4.878,1,6,3.436,3.436,3.448,1,7,6.802,6.802,6.819,1,3,2.373,2.373,2.388,1,5,5.675,5.675,5.689,1,6,2.549,2.549,2.562,1,6,1.905,1.905,2.025,1,3,2.493,2.493,2.506,1,4,3.317,3.317,3.329,1,4,2.171,2.171,2.185,1,4,1.901,1.901,1.922,1,2,1.865,1.865,1.883,1,4,3.943,3.943,3.954,1,3,2.278,2.278,2.29,1,3,2.35,2.35,2.364,1,615837df9c2386cde5916d3b,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,6
2021-10-14 13:23:04,2021-10-14 13:26:21,IP Address,86.172.3.210,100,197,True,2021-10-14 13:26:22,R_2tsscMcRG1uDYHU,,,,,51.357696533203125,0.1291046142578125,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,Not at all,2.387,2.387,2.302,1,7,2.535,3.567,3.501,3,Not at all,4.698,5.548,5.594,2,Not at all,2.339,4.291,4.342,2,Not at all,1.643,4.906,4.963,5,Not at all,4.042,5.309,5.375,2,7,1.562,6.895,6.955,4,6,0.176,2.813,2.852,5,Not at all,0.514,1.715,1.768,3,Not at all,1.611,1.611,1.66,1,Not at all,1.011,5.713,5.762,3,5,1.931,3.014,3.064,3,Not at all,3.191,4.08,4.029,2,Not at all,1.468,1.998,2.049,2,Not at all,4.058,4.058,4.002,1,7,2.354,8.465,8.413,6,5fe8e3f129db957ec8f9ed63,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,1
2021-10-14 13:18:33,2021-10-14 13:27:28,IP Address,31.50.2.38,100,535,True,2021-10-14 13:27:28,R_1IsXxX94KwmNTx9,,,,,53.0594024658203125,-3.1920928955078125,anonymous,EN,"Read, understood and approved",5,5,0,20,5,5,5,5,0,20,10,10,Extremely,1.718,2.883,2.949,2,Extremely,3.903,5.119,5.184,2,Extremely,3.445,4.765,4.83,2,Extremely,6.793,7.907,7.973,2,Extremely,1.467,3.651,3.602,3,Extremely,1.332,2.482,2.552,2,Extremely,4.197,7.712,7.78,2,Extremely,5.42,17.666,17.736,4,Extremely,4.18,6.327,6.392,3,Extremely,3.846,5.129,5.189,2,Extremely,3.482,4.916,4.982,3,Extremely,2.929,4.009,4.083,2,Extremely,1.373,2.738,2.701,2,Extremely,4.43,5.613,5.682,2,Extremely,2.596,3.748,3.701,2,Extremely,1.814,2.998,3.061,2,5f08cdf2f48b131393a5ba40,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 13:21:49,2021-10-14 13:28:00,IP Address,86.2.233.79,100,371,True,2021-10-14 13:28:01,R_1oqb4UzQyCfMi4u,,,,,52.463592529296875,-1.79119873046875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Not at all,4.743,5.212,5.288,2,Not at all,6.06,6.829,6.889,2,2,4.222,5.04,5.002,2,2,6.883,7.783,7.862,2,Not at all,2.684,3.152,3.101,2,3,3.31,5.61,5.681,3,4,4.379,5.979,6.042,2,6,3.137,5.937,5.999,2,Not at all,5.392,6.227,6.288,2,2,2.135,11.608,11.694,5,4,3.096,4.449,4.401,2,8,2.952,5.018,5.086,3,Not at all,2.408,3.11,3.17,2,3,6.082,7.017,7.079,2,6,5.67,8.005,8.067,2,6,5.21,8.245,8.201,2,613c9c83c9cd63d09d4ed300,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,1
2021-10-14 13:22:18,2021-10-14 13:28:29,IP Address,176.254.243.184,100,371,True,2021-10-14 13:28:36,R_24bKplIyvUjahIq,,,,,52.44769287109375,-2.0569000244140625,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,0,10,7,2.256,2.256,2.267,1,7,2.384,2.384,2.396,1,7,1.774,1.774,1.785,1,7,3.644,3.644,3.655,1,7,1.927,1.927,1.941,1,7,4.285,4.285,4.201,1,7,3.769,3.769,3.783,1,7,2.744,2.744,2.756,1,7,3.556,3.556,3.572,1,7,2.252,2.252,2.264,1,7,2.835,2.835,2.846,1,7,2.649,2.649,2.66,1,7,3.605,3.605,3.621,1,7,8.082,8.082,8.094,1,7,2.67,2.67,2.685,1,7,18.843,18.843,18.858,1,614a00b3740430aef0eaf460,0,0,0,1,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,7
2021-10-14 13:25:23,2021-10-14 13:28:40,IP Address,92.7.214.49,100,196,True,2021-10-14 13:28:40,R_vpq7ba3sXG6mHYd,,,,,57.1826934814453125,-2.12420654296875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.356,3.189,3.245,2,8,1.487,2.8,2.853,2,7,2.751,11.216,11.278,6,6,1.674,4.266,4.335,3,8,1.039,2.12,2.179,3,7,1.247,2.899,2.955,3,6,1.795,3.926,3.984,2,5,0.878,2.71,2.768,2,8,1.05,2.351,2.317,2,8,1.833,3.449,3.509,3,5,0.951,4.253,4.317,3,5,0.854,4.869,4.807,3,8,1.395,2.374,2.443,2,7,0.867,2.426,2.482,3,6,1.533,2.814,2.875,2,6,1.251,2.73,2.788,2,5e377d1ac0b28970cf33db0e,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 13:24:47,2021-10-14 13:28:41,IP Address,86.28.157.209,100,234,True,2021-10-14 13:28:42,R_2ckl4ngo52RPUgK,,,,,54.9662933349609375,-1.6092987060546875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,1.181,2.537,2.596,2,7,1.309,1.985,2.045,2,4,1.09,2.253,2.201,2,6,0.694,2.731,2.78,2,7,1.777,10.463,10.522,4,7,1.172,2.097,2.158,2,5,0.909,1.953,2.02,2,7,1.846,9.231,9.291,4,7,2.243,3.264,3.321,2,5,0.886,1.825,1.884,2,5,1.264,1.953,2.02,2,5,4.621,5.42,5.481,2,7,2.513,4.673,4.739,2,5,1.826,2.723,2.78,2,6,1.332,2.236,2.295,2,3,0.864,1.813,1.887,2,615c849b48713c9f8fbd0e02,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
2021-10-14 13:25:03,2021-10-14 13:28:51,IP Address,188.220.30.140,100,227,True,2021-10-14 13:28:51,R_2V9ALWRhGsqCySP,,,,,53.7447967529296875,-1.453704833984375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,0.91,2.105,2.148,3,7,1.132,2.436,2.48,3,Extremely,0.734,1.898,1.934,3,Extremely,0.927,2.675,2.716,5,6,1.796,3.017,3.056,3,8,1.068,3.32,3.359,4,6,1.321,2.752,2.793,3,6,1.03,2.25,2.291,3,8,0.982,2.395,2.43,4,6,0.7,2.015,2.054,3,3,1.014,3.734,3.781,3,4,3.18,8.532,8.571,5,6,0.917,3.528,3.57,5,8,1.357,4.2,4.346,5,4,0.16,6.017,6.059,6,3,1.489,4.958,4.902,5,61413043c5615de9071af7c6,0,0,0,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
2021-10-14 13:25:44,2021-10-14 13:29:40,IP Address,90.252.164.10,100,236,True,2021-10-14 13:29:40,R_22yOZ3GtUKfe3l2,,,,,51.388397216796875,-2.1990966796875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,4.019,6.111,6.135,5,8,1.566,3.462,3.485,4,7,1.691,5.269,5.298,6,7,4.035,6.905,6.93,5,8,1.005,3.187,3.109,4,8,1.449,2.942,2.964,3,7,1.403,3.968,3.995,4,6,2.454,6.036,6.061,6,Extremely,2.684,9.333,9.369,8,6,9.636,12.801,12.929,4,6,1.779,3.97,3.991,4,5,1.284,2.725,2.754,2,6,2.23,4.5,4.623,5,7,2.493,4.516,4.541,4,5,1.077,9.621,9.645,4,5,1.217,2.954,2.99,2,615302a0209f909567d8e147,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 13:26:39,2021-10-14 13:29:54,IP Address,86.133.224.20,100,195,True,2021-10-14 13:29:55,R_33juxDvppBozHfz,,,,,53.2799072265625,-3.3983001708984375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,3,0.82,1.769,1.85,2,4,0.934,2.616,2.688,2,Extremely,1.084,2.42,2.501,2,Extremely,2.044,3.298,3.362,2,4,0.977,1.745,1.701,2,4,1.172,1.873,1.938,2,5,1.328,2.328,2.3,2,4,0.897,2.228,2.285,2,Extremely,1.264,2.581,2.663,2,Extremely,1.086,2.253,2.201,2,Extremely,1.428,4.246,4.202,4,6,2.101,3.099,3.195,2,Extremely,0.992,2.257,2.34,2,Extremely,0.752,2.07,2.131,2,Extremely,0.995,2.678,2.744,2,Extremely,3.236,6.937,6.9,5,5c75bdc1142fa40001700b7c,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,3
2021-10-14 13:27:40,2021-10-14 13:30:54,IP Address,92.18.85.225,100,194,True,2021-10-14 13:30:55,R_9ouvI4YehWmDeJH,,,,,56.117401123046875,-3.5345001220703125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,2.118,3.3,3.36,2,8,1.341,2.457,2.527,2,3,2.068,2.519,2.589,2,5,1.902,2.743,2.7,2,Extremely,1.753,2.856,2.8,2,8,1.838,3.307,3.365,2,5,1.815,3.332,3.393,2,3,2.166,4.536,4.501,2,Extremely,2.032,3.307,3.376,2,7,2.526,3.943,3.901,2,7,1.681,7.339,7.301,5,2,2.076,3.159,3.219,2,8,1.394,2.636,2.692,2,6,2.929,4.173,4.24,2,5,3.033,4.002,4.181,2,2,2.107,3.189,3.259,2,615b1dd70ea29dab84a56e63,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 13:27:40,2021-10-14 13:32:01,IP Address,213.205.242.223,100,260,True,2021-10-14 13:32:01,R_yNHNgI5IIQp7eyB,,,,,52.4866943359375,-1.898895263671875,anonymous,EN,"Read, understood and approved",8,8,0,20,10,10,5,5,0,20,10,10,6,1.726,2.789,2.868,2,6,1,2.381,2.459,2,5,0.217,3.347,3.301,3,6,1.596,3.269,3.201,2,7,0.536,4.563,4.503,3,7,1.415,3.557,3.501,3,5,2.063,3.393,3.475,3,4,1.45,2.235,2.201,2,6,1.623,3.496,3.582,3,4,1.81,3.416,3.495,3,3,2.183,3.981,4.06,2,3,1.746,2.858,2.801,2,7,1.578,2.648,2.601,2,5,1.123,2.268,2.203,2,3,2.497,3.769,3.705,3,2,1.084,4.247,4.201,3,615468b1e5342ca625bd9b19,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,6
2021-10-14 13:27:34,2021-10-14 13:32:56,IP Address,82.132.184.217,100,321,True,2021-10-14 13:32:56,R_1o0kPsmWMFdCdgz,,,,,53.4174041748046875,-2.91119384765625,anonymous,EN,"Read, understood and approved",5,5,20,0,0,10,5,5,20,5,0,10,2,0.763,0.763,0.797,1,7,0.641,1.967,2.008,3,8,0.559,1.459,1.502,3,Extremely,1.649,2.901,2.942,2,4,0.397,1.072,1.116,2,2,0.831,0.831,0.876,1,2,0.578,0.578,0.506,1,Not at all,0.602,0.602,0.635,1,Extremely,0.63,1.581,1.5,3,3,0.585,0.977,0.902,2,Not at all,0.618,0.618,0.663,1,2,1.305,1.305,1.353,1,6,6.387,7.371,7.3,2,Extremely,0.655,1.331,1.374,2,4,0.146,0.771,0.7,2,8,1.009,3.996,4.042,3,5a563395e0cf3d0001262ecf,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,2
2021-10-14 13:29:23,2021-10-14 13:34:34,IP Address,193.240.106.54,100,310,True,2021-10-14 13:34:34,R_2eao0tNZI4DMnHX,,,,,53.2006988525390625,-2.035797119140625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,7,1.715,3.82,3.874,2,8,3.367,5.053,5.001,2,7,1.691,3.125,3.184,2,7,1.841,3.942,3.999,3,4,5.295,6.697,6.745,2,7,3.138,8.793,8.854,5,5,6.365,8.971,8.902,4,6,3.268,6.174,6.105,2,3,2.069,4.122,4.178,2,7,2.474,4.463,4.401,2,5,7.929,15.487,15.55,3,3,2.381,3.349,3.394,3,7,1.89,5.378,5.302,3,6,7.691,9.362,9.301,2,5,1.635,3.808,3.872,3,5,4.038,6.459,6.402,2,611154eac8a453ad85dd0ec5,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,7
2021-10-14 13:32:13,2021-10-14 13:34:42,IP Address,82.33.200.184,100,149,True,2021-10-14 13:34:42,R_30wKTHDShN2nHNN,,,,,56.07110595703125,-3.7696075439453125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,3.021,3.021,3.04,1,Extremely,1.375,1.375,1.391,1,8,2.907,2.907,2.924,1,8,1.835,1.835,1.852,1,6,2.217,2.217,2.234,1,8,1.644,1.644,1.661,1,7,1.357,1.357,1.374,1,7,4.465,4.465,4.483,1,5,2.089,2.089,2.001,1,6,3.274,3.274,3.291,1,6,2.919,2.919,2.935,1,4,2.118,2.118,2.135,1,4,2.031,2.031,2.045,1,3,1.635,1.635,1.652,1,5,2.413,2.413,2.431,1,6,3.583,3.583,3.5,1,615760128c9cc0dc5cf6febc,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 13:31:51,2021-10-14 13:34:45,IP Address,85.210.141.219,100,174,True,2021-10-14 13:34:45,R_3eltApiODeIEVaW,,,,,50.7321014404296875,-3.529998779296875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,7,1.443,2.5,2.742,2,8,0.831,3.004,3.266,3,7,1.027,2.602,2.847,3,8,0.959,2.379,2.301,2,5,1.148,2.705,2.965,2,5,0.908,2.193,2.282,2,6,2.023,4.002,4.242,3,7,1.218,2.201,2.427,2,4,1.308,2.105,2.364,2,7,1.386,4.464,4.443,3,7,1.849,2.902,3.1,2,5,0.849,3.902,4.136,3,4,0.989,2.37,2.348,2,3,1.011,2.501,2.775,2,6,1.885,3.401,3.504,2,6,1.523,2.404,2.649,2,5f972e95ea9cc80c17f6f625,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,7
2021-10-14 13:31:35,2021-10-14 13:35:10,IP Address,92.40.186.234,100,214,True,2021-10-14 13:35:10,R_2qrSbvlLBsL8u39,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,3.501,3.501,3.401,1,8,1.361,1.361,1.402,1,8,1.492,1.492,1.522,1,8,1.274,1.274,1.205,1,Extremely,1.307,1.307,1.335,1,8,1.701,1.701,1.735,1,7,1.345,1.345,1.372,1,7,1.33,1.33,1.361,1,Extremely,1.318,1.318,1.347,1,7,1.205,1.205,1.341,1,6,1.341,1.341,1.374,1,7,1.685,1.685,1.606,1,Extremely,2.082,2.082,2.009,1,7,1.271,1.271,1.204,1,6,2.812,2.812,2.845,1,6,3.107,3.107,3.246,1,6160c92e9027d2e219dc975a,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 13:32:29,2021-10-14 13:35:21,IP Address,78.150.148.90,100,172,True,2021-10-14 13:35:22,R_ph0XvTOg0CReXXr,,,,,52.6493988037109375,-1.12030029296875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.209,5.084,5.152,3,Extremely,1.496,3.513,3.576,3,Extremely,1.025,2.741,2.701,3,8,1.358,2.886,2.95,2,8,1.177,2.836,2.899,3,6,1.232,2.866,2.926,2,7,2.975,6.858,6.921,2,8,1.274,2.624,2.692,2,7,1.097,2.464,2.525,2,7,0.801,2.768,2.826,3,7,2.231,4.614,4.676,3,7,1.533,3.076,3.139,2,4,1.454,3.629,3.687,2,3,1.158,2.324,2.389,2,5,1.772,5.582,5.643,3,4,5.084,6.2,6.262,2,611fa1092bc77bd09a76f5ac,0,0,0,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,9
2021-10-14 13:33:56,2021-10-14 13:36:49,IP Address,213.107.0.178,100,172,True,2021-10-14 13:36:49,R_3nUGKJDcFQcq5VJ,,,,,51.5175018310546875,-0.341400146484375,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,7,1.024,2.375,2.3,4,8,0.928,1.601,1.816,3,8,1.179,2.201,2.407,3,8,0.752,1.5,1.714,3,7,1.636,3.219,3.291,4,6,6.073,7.201,7.328,4,6,0.836,3.317,3.395,5,6,0.705,2.091,2.162,3,6,1.422,3.502,3.676,4,4,1.656,2.501,2.692,3,3,1.268,2.301,2.52,4,6,1.297,4.852,4.802,5,3,0.841,1.801,2.086,3,4,1.601,3.101,3.279,3,4,1.189,3.39,3.47,4,3,0.892,5.533,5.747,5,6140c9c0cca2ec55cf59f8fb,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,7
2021-10-14 13:33:27,2021-10-14 13:36:55,IP Address,90.221.77.187,100,208,True,2021-10-14 13:36:55,R_3QPp4kv06srvjOQ,,,,,55.002105712890625,-1.628692626953125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,4,1.846,4.174,4.227,4,8,1.19,3.517,3.561,3,7,0.26,5.86,5.903,7,Extremely,1.177,2.614,2.663,2,7,4.072,5.417,5.461,2,6,1.315,2.435,2.475,2,4,1.716,2.965,2.9,2,4,1.241,3.006,3.065,2,3,1.313,2.494,2.532,2,2,1.851,2.805,2.845,2,2,1.727,3.057,3.102,2,2,1.173,2.118,2.165,2,2,7.54,11.987,11.903,2,3,1.031,2.536,2.587,3,Not at all,1.003,1.731,1.775,2,Not at all,2.727,2.727,2.774,1,5e54ed0d7243ea4e2ce6c650,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,4
2021-10-14 13:33:19,2021-10-14 13:40:46,IP Address,81.108.210.242,100,447,True,2021-10-14 13:40:47,R_RCFRvdaHWTF2cnf,,,,,52.7855072021484375,-2.0493927001953125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,5,2.396,2.396,2.469,1,4,2.776,2.776,2.839,1,Extremely,2.057,2.057,2.129,1,8,1.969,1.969,2.036,1,3,2.077,2.077,2.153,1,6,5.551,5.551,5.502,1,8,3.281,3.281,3.352,1,Extremely,1.778,1.778,1.854,1,3,2.826,2.826,2.887,1,4,1.874,1.874,1.935,1,8,1.44,1.44,1.401,1,8,5.628,5.628,5.697,1,2,2.221,2.221,2.284,1,3,1.43,1.43,1.498,1,6,1.66,1.66,1.732,1,8,3.102,3.102,3.27,1,59cbc42b81eacc000137f8b1,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,5
2021-10-14 13:36:24,2021-10-14 13:41:11,IP Address,86.7.17.84,100,287,True,2021-10-14 13:41:11,R_3oSkdle8A0yNIve,,,,,52.6049041748046875,-1.1488037109375,anonymous,EN,"Read, understood and approved",5,4,0,20,5,5,10,0,0,20,5,5,3,0.872,2.455,2.517,3,3,0.785,1.165,1.217,2,4,1.056,1.468,1.526,2,8,0.756,1.951,1.999,2,Not at all,2.459,5.884,5.942,4,5,0.862,1.328,1.384,2,6,0.721,1.601,1.654,2,8,1.438,3.066,3.126,3,3,0.76,1.175,1.236,2,6,1.26,1.26,1.318,1,6,0.929,1.857,1.918,3,7,0.631,1.598,1.655,2,Not at all,0.981,1.733,1.784,2,3,0.831,1.584,1.645,2,7,0.665,1.522,1.579,2,4,1.489,2.89,2.949,2,615ec4f34cb81d7e58fa144c,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=7595DFB6,3
2021-10-14 13:36:43,2021-10-14 13:41:59,IP Address,86.159.77.206,100,315,True,2021-10-14 13:41:59,R_d6egwNMAQywixA5,,,,,53.87249755859375,-3.02130126953125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,2.398,4.125,4.133,2,Extremely,1.377,2.502,2.514,2,Extremely,2.661,4.035,4.045,2,Extremely,2.139,3.455,3.466,2,Extremely,1.891,3.892,3.899,2,Extremely,1.994,4.855,4.864,2,8,2.032,4.293,4.301,2,Extremely,1.524,2.624,2.632,2,5,2.227,4.756,4.765,2,Not at all,1.992,4.466,4.473,2,4,2.299,4.557,4.568,2,Not at all,1.601,3.033,3.046,2,5,1.816,3.022,3.031,2,Not at all,1.533,2.577,2.583,2,2,1.556,3.25,3.259,2,Not at all,2.072,2.072,2.08,1,614c8dd508d065d05cc8dd11,0,1,0.1000000000000000055511151231257827021181583404541015625,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=7595DFB6,8
