metric_family,case_group,role_slice,game,metric,distance_kind,score,generated_n,human_n
payoff_distribution_distance,AIR,both,PD,pd_expected_payoff,wasserstein_1d,0.4617763431903374,98,100
payoff_distribution_distance,AIR,both,SH,sh_expected_payoff,wasserstein_1d,0.839067055393586,98,100
payoff_distribution_distance,AIR,both,C,c_expected_payoff,wasserstein_1d,0.04497501041232821,98,100
payoff_distribution_distance,AIR,both,Proposer,proposer_expected_payoff,wasserstein_1d,1.6841753436068307,98,100
payoff_distribution_distance,AIR,both,Responder,responder_expected_payoff,wasserstein_1d,0.432213660974594,98,100
payoff_distribution_distance,AIR,no,Sender,sender_expected_payoff,wasserstein_1d,0.3533944189920866,98,100
payoff_distribution_distance,AIR,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.0,98,100
payoff_distribution_distance,AIR,no,PD,pd_expected_payoff,wasserstein_1d,0.9202040816326531,98,100
payoff_distribution_distance,AIR,no,SH,sh_expected_payoff,wasserstein_1d,1.670204081632653,98,100
payoff_distribution_distance,AIR,no,C,c_expected_payoff,wasserstein_1d,0.13042065805914202,98,100
payoff_distribution_distance,AIR,no,Proposer,proposer_expected_payoff,wasserstein_1d,3.3650270720533113,98,100
payoff_distribution_distance,AIR,no,Responder,responder_expected_payoff,wasserstein_1d,0.8244314868804663,98,100
payoff_distribution_distance,AIR,yes,Sender,sender_expected_payoff,wasserstein_1d,0.0017742607246980498,98,100
payoff_distribution_distance,AIR,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.0007538525614327348,98,100
payoff_distribution_distance,AIR,yes,PD,pd_expected_payoff,wasserstein_1d,0.0008829654310703828,98,100
payoff_distribution_distance,AIR,yes,SH,sh_expected_payoff,wasserstein_1d,0.0008163265306122539,98,100
payoff_distribution_distance,AIR,yes,C,c_expected_payoff,wasserstein_1d,0.003011245314452308,98,100
payoff_distribution_distance,AIR,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.005147855060391494,98,100
payoff_distribution_distance,AIR,yes,Responder,responder_expected_payoff,wasserstein_1d,0.005093710953769247,98,100
payoff_distribution_distance,TD,both,Sender,sender_expected_payoff,wasserstein_1d,0.14948979591836736,100,100
payoff_distribution_distance,TD,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.020714285714285668,100,100
payoff_distribution_distance,TD,both,PD,pd_expected_payoff,wasserstein_1d,0.7107142857142857,100,100
payoff_distribution_distance,TD,both,SH,sh_expected_payoff,wasserstein_1d,0.24020408163265305,100,100
payoff_distribution_distance,TD,both,C,c_expected_payoff,wasserstein_1d,0.2008163265306122,100,100
payoff_distribution_distance,TD,both,Proposer,proposer_expected_payoff,wasserstein_1d,1.1143877551020407,100,100
payoff_distribution_distance,TD,both,Responder,responder_expected_payoff,wasserstein_1d,1.2699999999999996,100,100
payoff_distribution_distance,TD,no,Sender,sender_expected_payoff,wasserstein_1d,0.11142857142857143,100,100
payoff_distribution_distance,TD,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.01979591836734705,100,100
payoff_distribution_distance,TD,no,PD,pd_expected_payoff,wasserstein_1d,0.5857142857142856,100,100
payoff_distribution_distance,TD,no,SH,sh_expected_payoff,wasserstein_1d,0.29469387755102033,100,100
payoff_distribution_distance,TD,no,C,c_expected_payoff,wasserstein_1d,0.30612244897959184,100,100
payoff_distribution_distance,TD,no,Proposer,proposer_expected_payoff,wasserstein_1d,1.9520408163265306,100,100
payoff_distribution_distance,TD,no,Responder,responder_expected_payoff,wasserstein_1d,1.260816326530612,100,100
payoff_distribution_distance,TD,yes,Sender,sender_expected_payoff,wasserstein_1d,0.18959183673469376,100,100
payoff_distribution_distance,TD,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.026122448979591865,100,100
payoff_distribution_distance,TD,yes,PD,pd_expected_payoff,wasserstein_1d,0.9561224489795919,100,100
payoff_distribution_distance,TD,yes,SH,sh_expected_payoff,wasserstein_1d,0.13755102040816333,100,100
payoff_distribution_distance,TD,yes,C,c_expected_payoff,wasserstein_1d,0.09795918367346934,100,100
payoff_distribution_distance,TD,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.31918367346938775,100,100
payoff_distribution_distance,TD,yes,Responder,responder_expected_payoff,wasserstein_1d,1.3853061224489793,100,100
payoff_distribution_distance,OD,both,Sender,sender_expected_payoff,wasserstein_1d,0.14724489795918372,100,100
payoff_distribution_distance,OD,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.01193877551020405,100,100
payoff_distribution_distance,OD,both,PD,pd_expected_payoff,wasserstein_1d,0.7434693877551019,100,100
payoff_distribution_distance,OD,both,SH,sh_expected_payoff,wasserstein_1d,0.2935714285714285,100,100
payoff_distribution_distance,OD,both,C,c_expected_payoff,wasserstein_1d,0.3544897959183674,100,100
payoff_distribution_distance,OD,both,Proposer,proposer_expected_payoff,wasserstein_1d,0.7777551020408163,100,100
payoff_distribution_distance,OD,both,Responder,responder_expected_payoff,wasserstein_1d,0.9188775510204082,100,100
payoff_distribution_distance,OD,no,Sender,sender_expected_payoff,wasserstein_1d,0.20102040816326533,100,100
payoff_distribution_distance,OD,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.018163265306122417,100,100
payoff_distribution_distance,OD,no,PD,pd_expected_payoff,wasserstein_1d,0.9173469387755103,100,100
payoff_distribution_distance,OD,no,SH,sh_expected_payoff,wasserstein_1d,0.41387755102040813,100,100
payoff_distribution_distance,OD,no,C,c_expected_payoff,wasserstein_1d,0.3838775510204082,100,100
payoff_distribution_distance,OD,no,Proposer,proposer_expected_payoff,wasserstein_1d,1.4381632653061223,100,100
payoff_distribution_distance,OD,no,Responder,responder_expected_payoff,wasserstein_1d,1.2577551020408162,100,100
payoff_distribution_distance,OD,yes,Sender,sender_expected_payoff,wasserstein_1d,0.09346938775510208,100,100
payoff_distribution_distance,OD,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.014693877551020404,100,100
payoff_distribution_distance,OD,yes,PD,pd_expected_payoff,wasserstein_1d,0.5646938775510204,100,100
payoff_distribution_distance,OD,yes,SH,sh_expected_payoff,wasserstein_1d,0.173265306122449,100,100
payoff_distribution_distance,OD,yes,C,c_expected_payoff,wasserstein_1d,0.3251020408163265,100,100
payoff_distribution_distance,OD,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.1381632653061225,100,100
payoff_distribution_distance,OD,yes,Responder,responder_expected_payoff,wasserstein_1d,1.0506122448979591,100,100
