persona_id,umap_x,umap_y
4nKD5eDXT2JfQEFC2|TCPt3ftKtvckJdSQL,10.525058,-1.6727422
4nKD5eDXT2JfQEFC2|a29NEChz52pPH3hQz,7.1500287,-2.9174683
4nKD5eDXT2JfQEFC2|fcGcsjc6gnYMNgdNE,6.183818,-3.7742522
4nKD5eDXT2JfQEFC2|jK4hbgcWxQm7atMzM,6.9390087,-2.4275126
4nKD5eDXT2JfQEFC2|jdB42gn5SYhviF46B,5.9614305,-3.7400758
4nKD5eDXT2JfQEFC2|jwKbbrKTisDs26yyB,6.19129,-3.1047487
4nKD5eDXT2JfQEFC2|mRjoD5ndc5Wj5KWHP,6.881048,-3.931234
4nKD5eDXT2JfQEFC2|y3WCz8dkcoCi4WhSP,4.1325865,-1.5313756
4nKD5eDXT2JfQEFC2|zBc4CrYJHP7xEke3B,6.3990564,-2.505574
4stGwnWZ3bN6RwdGX|2xMFSc5bZ2mmYQApu,9.684717,1.3777044
4stGwnWZ3bN6RwdGX|6cHmYeyLKDGTLtT93,5.502662,-0.012673946
4stGwnWZ3bN6RwdGX|CQaFJMXJruRmma6Sz,5.412978,-0.24791564
4stGwnWZ3bN6RwdGX|CjofogznymYT6G9mW,4.6453867,-0.5781103
4stGwnWZ3bN6RwdGX|FC4yio6a4QPAYa62p,9.784065,-1.1219267
4stGwnWZ3bN6RwdGX|JTjY3WgRyruztkjCt,5.421626,0.47321892
4stGwnWZ3bN6RwdGX|LRo7pqiD8Si8xz4jH,4.78743,-1.3074671
4stGwnWZ3bN6RwdGX|LpvjT3rPDxPcwoNKm,6.159606,-0.5011925
4stGwnWZ3bN6RwdGX|Nx9zo3Gcuv4J7k3yZ,6.058423,-0.3459474
4stGwnWZ3bN6RwdGX|R5nAno98ayCkzMPWD,8.3548975,-0.17547487
4stGwnWZ3bN6RwdGX|aRMHmGitnnjX8HouH,4.3394265,-2.5565724
4stGwnWZ3bN6RwdGX|axHLp7jdfTkkkFvrL,4.4415336,-0.038315173
4stGwnWZ3bN6RwdGX|iiBkcEMR72RNKADMM,7.9522114,-1.7161123
4stGwnWZ3bN6RwdGX|jXuhHkv6XG5inyXNy,8.65101,-0.88906264
4stGwnWZ3bN6RwdGX|ovTcJ5pyoPpqaGvqX,8.45844,-0.26804417
4stGwnWZ3bN6RwdGX|y4KbXRM6uubxgefAp,3.7177649,-1.8823855
56mkyKr2q9hbfJo5e|9Fckk2cA9uBMSZtZ5,8.469678,-0.3407994
56mkyKr2q9hbfJo5e|fAztBxsD33WX7soa2,3.6920702,1.0158306
56mkyKr2q9hbfJo5e|qfBNFNAN6JZ3k2Ygq,3.5820265,-1.3094534
5JcvB7tm4oqd3iXPL|2xN7K7LarwxdZqiQA,3.038009,0.7886705
5JcvB7tm4oqd3iXPL|35zeW6HwFYRFXk3gm,4.147026,1.2662903
5JcvB7tm4oqd3iXPL|5LSu4XrmAhpWgb4fm,5.64466,0.2552101
5JcvB7tm4oqd3iXPL|9QeXXd5nZtvR6HTvC,4.257767,1.2666148
5JcvB7tm4oqd3iXPL|CNaLur8TJ2kmfoE3E,5.7781277,-0.2683341
5JcvB7tm4oqd3iXPL|FqaiyYp24fqS7Ewdg,3.8275712,1.1395768
5JcvB7tm4oqd3iXPL|GbcDXcozYnYZeDWiz,5.2577133,0.005081404
5JcvB7tm4oqd3iXPL|HsH3aArzNZHXLBhKJ,4.883055,-2.6481855
5JcvB7tm4oqd3iXPL|TjfvMSDvjmxF7oD7H,4.076797,-2.5786393
5JcvB7tm4oqd3iXPL|YaPR6P55aeGCPjtNu,5.5823026,0.48573014
5JcvB7tm4oqd3iXPL|cMp3BAPyu3mXf6pax,5.4001207,-0.50433713
5JcvB7tm4oqd3iXPL|k8adfDzfN87udhSL9,5.2234893,-1.6604972
5JcvB7tm4oqd3iXPL|o6xqgNFwoT9pa4eay,3.7328076,-2.1139727
5JcvB7tm4oqd3iXPL|sHL8zbSNCAe2kJfpx,3.8195653,0.83731407
5JcvB7tm4oqd3iXPL|tcShpMrtLFa7M4892,3.5793626,-2.3216326
5JcvB7tm4oqd3iXPL|wBbN64YzKKLX7hcpP,9.919695,-1.1044999
5JcvB7tm4oqd3iXPL|wmKh5kDgaWzkvAdGB,5.1137066,0.3002593
5JcvB7tm4oqd3iXPL|yA6rEJc24GueiAY4z,9.850027,-1.1965
5JcvB7tm4oqd3iXPL|yZ8ffQASgWtQjSjmg,4.4339466,-1.7976122
5QNEkruDSQpYQ54a7|Pcs69AynKa7MTfY44,3.5667114,-2.023311
5QNEkruDSQpYQ54a7|axjGeSnkvZ2GKsfkc,6.8592167,-1.8515007
5QNEkruDSQpYQ54a7|qrsCZrKuFdtgZcymh,6.316893,-2.0924554
5R4kRpHMWpazH7csB|bLH3Dd5PjW8FoLRq4,5.4700036,0.6942498
5R4kRpHMWpazH7csB|cJH6QuNoS6T6F9gGc,5.9605083,1.0181015
5R4kRpHMWpazH7csB|yeCAsCQA5hAGDExyZ,5.13705,0.5579576
5peepGs4D4ExMXS4R|4BiTaMHuLF3NuHYDm,6.5156755,-1.7029188
5peepGs4D4ExMXS4R|4mxQjdCwzDNLHR8Ym,3.7269583,0.13755599
5peepGs4D4ExMXS4R|LFR6LnKF7cdfcqstr,6.930653,-1.0120173
5peepGs4D4ExMXS4R|RgAPbJca9oSSTAPGu,7.9972286,-1.4703913
5peepGs4D4ExMXS4R|YCLaN7cqoaxgkkppJ,3.4790604,0.57777464
5peepGs4D4ExMXS4R|aaBPXZgY5CscqkHio,2.468881,-0.35411102
5peepGs4D4ExMXS4R|dbL9X4B96nk6axCJo,8.072121,-1.419095
5peepGs4D4ExMXS4R|e4XxwtABwj9n9qSHJ,10.825131,-0.7731338
5peepGs4D4ExMXS4R|houbetPipqBjuopGj,6.5529404,-3.7097778
5peepGs4D4ExMXS4R|nANiLYQEiBQLt8unF,6.199069,-3.9637077
5peepGs4D4ExMXS4R|qzG6DDRcZMWHCwcpm,8.083914,-1.6670074
5peepGs4D4ExMXS4R|s8bjKgFqbtQ48zoWu,5.351994,0.8783001
5peepGs4D4ExMXS4R|sXWbTk85tAEcmeuWL,8.505649,-1.5597689
5peepGs4D4ExMXS4R|shnuwRogBcJfo8QKt,6.00344,-1.1969873
5peepGs4D4ExMXS4R|tpMKhydxPoakfKoGt,6.960294,-1.1201198
5peepGs4D4ExMXS4R|w8hgCmfJKiDxKtdoD,7.8012524,-2.1333735
5qNajwPqTHZR4hzfB|3LBvg6dixST9N65PQ,5.96668,-0.76671576
5qNajwPqTHZR4hzfB|8igSF9Y75AAwaEGyW,6.6742525,-1.6336069
5qNajwPqTHZR4hzfB|ABMMofMB9PRgGmoE3,6.579598,-2.0955749
5qNajwPqTHZR4hzfB|H63skTduNqdk2dXov,3.1599302,-0.32320207
5qNajwPqTHZR4hzfB|HNphjWmAw4jxJJ2yW,8.768497,-0.6284386
5qNajwPqTHZR4hzfB|L2BDwctk89y52iz2N,2.692789,-0.28077376
5qNajwPqTHZR4hzfB|LKtbbLJhQPJ55Zwr4,5.949312,-0.8069398
5qNajwPqTHZR4hzfB|MSBfuuPgDovF7onnc,5.6106706,-3.7603772
5qNajwPqTHZR4hzfB|RQeWWHSJ3WNrZfQkG,3.0424235,0.037585996
5qNajwPqTHZR4hzfB|T7vAX3498EJKXNPvm,8.865521,-0.66192836
5qNajwPqTHZR4hzfB|TfEnttqxP2ohHqu8e,5.6560593,-2.7568161
5qNajwPqTHZR4hzfB|YfxxL6dJof2XyLYcK,8.767189,-1.8287636
5qNajwPqTHZR4hzfB|ZeKgJRer2GQcuAJxR,5.7278132,-2.7315423
5qNajwPqTHZR4hzfB|aTZRdh4xKqF8PimxX,6.877368,-2.3454492
5qNajwPqTHZR4hzfB|hjsfEGgk4PbuWrj64,5.5439754,-3.6172583
5qNajwPqTHZR4hzfB|mPeT5RLtg29RyNEo4,6.0688677,-2.3319693
5qNajwPqTHZR4hzfB|tg69Nn6Tz6Nb9HDZ6,9.128119,0.039463148
5qNajwPqTHZR4hzfB|vtfv4Y32LkuhvjPeT,6.5766063,-3.535609
5qNajwPqTHZR4hzfB|xTAnc8ze4xBm5a3kN,7.188269,-1.879382
5srShkDRaeNasJntF|4zCnawJXKBDWrshhW,4.41086,-1.2978791
5srShkDRaeNasJntF|5SByZYEt86JjRpd57,5.9290414,-3.9643347
5srShkDRaeNasJntF|5ucJygzZcHMysMcNm,6.345036,-3.4604762
5srShkDRaeNasJntF|BSosKHA6jzB9WbYrk,6.463879,-3.826716
5srShkDRaeNasJntF|KoJYSJEEWBY3xsh3x,10.490572,0.81967837
5srShkDRaeNasJntF|LiRYB9TESCdQnnFMP,5.4371657,-3.3562567
5srShkDRaeNasJntF|S6L7cEkAa8dr7uQE2,2.6112218,-0.5092536
5srShkDRaeNasJntF|bFJqjz6iYfFMmksAN,7.7462955,-1.9639056
5srShkDRaeNasJntF|bSuGzbEb43FJH94te,6.176022,-1.8489044
5srShkDRaeNasJntF|gRP5Lo22qDXaxw7em,8.626132,-1.6779824
5srShkDRaeNasJntF|hPFE3JGmCzo4zLquL,8.495187,-0.7004782
5srShkDRaeNasJntF|nrDzxRcyzLMQjmgfv,8.55441,-1.6138139
5srShkDRaeNasJntF|qM3YWhTFXGkrzcbXY,10.486301,0.8914066
5srShkDRaeNasJntF|uv8twJm6ZqaNKxJm6,4.180435,-1.148076
5srShkDRaeNasJntF|wYprjZtitDaedoN2j,7.868488,-1.9545245
5t4Ap8vtxqkcQ9zKZ|WW7zFvg6j5wtagHHm,5.6970124,-1.4596413
5t4Ap8vtxqkcQ9zKZ|dzMx39Ek9LRKkgeLf,5.4692726,0.9586857
5t4Ap8vtxqkcQ9zKZ|hwGAH4iDvuZSvMxNo,5.175412,-1.5785284
5t4Ap8vtxqkcQ9zKZ|mshD389BR2GypuzYY,5.6342406,1.4839025
5wPa3KXc3CN6CzKyT|28u8gtGofWNb6zYyW,6.463802,1.3183459
5wPa3KXc3CN6CzKyT|DojC2G2FQwAxDKi7B,6.278582,0.875372
5wPa3KXc3CN6CzKyT|GoD4pcqQ3SmGDqTZi,3.2776256,-0.6706806
5wPa3KXc3CN6CzKyT|MYKF3Q8fHuuXDdxEu,3.2961395,0.028092222
5wPa3KXc3CN6CzKyT|PHoGZFjYHgjWPgQnB,3.4602213,-0.49412292
5wPa3KXc3CN6CzKyT|emDjJ5MjdRyTzwaBw,10.500019,-0.5611827
5wPa3KXc3CN6CzKyT|kfiJGWoc8AZSXFhG4,10.848242,-0.33567554
5wPa3KXc3CN6CzKyT|uceMGeaNKkLFikxZX,5.975302,-1.5930251
5wPa3KXc3CN6CzKyT|vSjLHzkwM4ZiaM944,4.225301,-0.17235266
5wPa3KXc3CN6CzKyT|xvBseZREaSfo9N3Xt,6.2861104,-0.42375693
62jkonBJNwxE4uxCc|KtJ2dtbsnY8kvizpC,2.253495,-0.7338366
62jkonBJNwxE4uxCc|PdiRTaqEcrsP7bY4j,8.852652,-2.2236454
62jkonBJNwxE4uxCc|ScDiiFoGyLcDYrQZf,8.7277565,-0.9151057
62jkonBJNwxE4uxCc|YTMLLYLNcR2ESWN8C,6.369709,-2.8232682
62jkonBJNwxE4uxCc|bah3RYgTpPnLhHp6t,6.191207,-1.2167107
62jkonBJNwxE4uxCc|evarahBcEwaMh4W8v,6.19583,-2.977966
62jkonBJNwxE4uxCc|nb5BpLJLoWipwqR36,6.238004,-2.2107346
62jkonBJNwxE4uxCc|p2jT6THfKg8gk28tR,8.631557,-1.8996638
62jkonBJNwxE4uxCc|psWevbioNRF3cRFZT,6.572012,-2.6674953
62jkonBJNwxE4uxCc|r7uFJ78hjcXb9yqtD,8.46365,-1.5599496
6AnZ2gcC3gTC5kA9j|53oHMupRvwmNsQXhZ,6.1841145,-3.469311
6AnZ2gcC3gTC5kA9j|6CZp9dhsKnXoF6sNP,9.559764,-2.1533666
6AnZ2gcC3gTC5kA9j|8pPfE6QtLSSySsHL4,5.8492436,-3.820279
6AnZ2gcC3gTC5kA9j|BeKjoJe3kPKE7fGh7,6.7725716,-2.8079207
6AnZ2gcC3gTC5kA9j|C3NJv3Gpc9ciSwJzE,5.8283,-3.2512221
6AnZ2gcC3gTC5kA9j|S4Bxk59rDBg26x294,6.226774,-2.5642207
6AnZ2gcC3gTC5kA9j|ZJR8gjfMvR4HdYx7S,4.0048404,-1.9262519
6AnZ2gcC3gTC5kA9j|ZdiEciwv6MkcWTYi2,7.8954806,-2.0937178
6AnZ2gcC3gTC5kA9j|hXXFBQ8ZomDDDocP3,2.9156182,-1.2798088
