text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"The player’s tone is aggressive, mocking, and alliance‑oriented. They quickly align with early pro‑max voices and publicly declare their own maxing to signal in‑group membership. They actively endorse and amplify others’ calls to punish non‑max contributors, using derisive labels and ridicule to socially isolate deviants. Their style is not conciliatory; they rarely attempt reasoned persuasion beyond simple statements that maxing is best and failing to max is stupid. Instead, they rely on moralistic and intellectual framing (“stupid people,” “losers”) and join in “pile‑on” dynamics with like‑minded players. They are responsive to group chat: they echo others’ sentiments, reinforce group plans (e.g., coordinated punishing), and contribute jokes and insults that strengthen an “us vs them” narrative against identified defectors or critics. When a player objects to bullying, they dismiss the objection and reframe the critic as both morally and strategically inferior. Their engagement is high throughout the game; they do not withdraw from conversation and are comfortable escalating verbal hostility for group cohesion against out‑group members. There is no evidence of empathy toward defectors or dissenters; perceived motives of others are interpreted cynically (greedy, dumb, or bot/cheater). They also display some playful competitiveness and humor, but it is usually at others’ expense.",-1.3123142,-0.3460737,1,Cooperative Norms and Group Dynamics,"This cluster highlights personas that actively promote cooperation and norm enforcement within group settings. Their communication styles range from assertive and aggressive to supportive and mildly humorous, all aimed at maximizing contributions and discouraging non-compliance. These individuals often use chat to coordinate behavior, rally support, and establish a strong in-group identity.",110
"The player is highly engaged, norm-enforcing, and often abrasive. They promote full contribution from the start and use chat to reinforce a “we’re all in this together against the outside requester” narrative. Their persuasion style is blunt and contemptuous toward perceived defectors or “irrational” players; they use insults and moralizing language, lumping non-max contributors together as greedy, stupid, or lacking in game-theoretic understanding. They align strongly with a like-minded in-group of high contributors and treat dissenters as out-group targets. They do sometimes articulate the instrumental logic of cooperation (pointing out there is no benefit to withholding and emphasizing improved payouts), but the tone is more shaming than patient explanation. They engage frequently rather than avoiding conflict and respond directly to ongoing debates, especially when someone challenges the punishment/cooperation regime.",-1.4268777,-0.10944868,1,Cooperative Norms and Group Dynamics,"This cluster highlights personas that actively promote cooperation and norm enforcement within group settings. Their communication styles range from assertive and aggressive to supportive and mildly humorous, all aimed at maximizing contributions and discouraging non-compliance. These individuals often use chat to coordinate behavior, rally support, and establish a strong in-group identity.",110
"They communicate very little and only once, briefly aligning with the emerging cooperation norm by explicitly announcing their intention to contribute the maximum. After that, they are silent, even while other players argue, moralize, and insult one another. They do not defend anyone, do not join in attacks, and do not attempt to mediate conflict or restate the social norm once it is established. They appear to let more vocal players handle coordination and norm enforcement. Their style is low‑visibility, low‑engagement, and highly compliant: they signal early that they are “on the team” and then withdraw from the social fray. There is no observable attempt to persuade, threaten, or justify behavior, so their underlying moral framing or emotional reactions to the bullying are unknown.",0.15988287,1.2427526,10,Minimal Communicators in Group Dynamics,"This cluster represents individuals who engage in communication very sparingly, often limiting their contributions to brief greetings or neutral inquiries. They tend to avoid strategic discussions, moralizing, or attempts to influence group norms, instead maintaining a low-key presence. Their behavior suggests a preference for non-involvement in the social dynamics of the group.",86
"Their tone is intense, judgmental, and often openly hostile toward perceived free‑riders and “hypocrites.” They quickly align themselves with others who argue for maximum contributions and join in building a hardline coalition around that standard. They use chat to coordinate group behavior: urging everyone to contribute fully, explicitly recommending punishment strategies, and reinforcing a shared “us versus them” narrative where “us” is the high‑contributing majority and “them” is any low contributor or moral dissenter. Their persuasive style relies on ridicule, moral condemnation, and appeals to common sense and group benefit rather than calm reasoning. They are highly responsive to others’ messages, echoing and amplifying like‑minded players’ sentiments, and directly confronting dissenters. They show willingness to personalize conflict, using insults and character attacks, yet justify this as enforcing fairness or combating greed. They also occasionally frame the situation in quasi‑moral or political metaphors, implying they see the game as illustrative of broader social dynamics. Overall, they are very engaged, highly verbal, and comfortable escalating social pressure to enforce their preferred norm.",-1.570627,0.06769642,1,Cooperative Norms and Group Dynamics,"This cluster highlights personas that actively promote cooperation and norm enforcement within group settings. Their communication styles range from assertive and aggressive to supportive and mildly humorous, all aimed at maximizing contributions and discouraging non-compliance. These individuals often use chat to coordinate behavior, rally support, and establish a strong in-group identity.",110
"Their tone is moralizing but not overtly abusive; they criticize others’ behavior as “bullying” and “disgusting,” but avoid name-calling beyond reactive barbs when provoked. They explicitly frame their actions as guided by “morals,” and indicate they would rather personally lose money than be complicit in behavior they see as cruel. They are willing to stand against a clear majority and remain engaged in dialogue even while being mocked and punished. They confront the dominant coalition repeatedly, arguing that targeting and mocking a single low contributor is wrong, and later that the sustained harassment is unacceptable. Their communication is reactive and principled rather than strategic: they are not trying to coordinate a sub-group or redirect incentives, they are staking out a position of moral refusal. They continue to respond for several rounds under heavy social pressure, then go quiet later, suggesting emotional fatigue or a decision that further argument is pointless. Overall, they are socially engaged, values-driven, and prepared to be socially isolated to maintain their stance.",-0.6666323,0.00737486,7,Cooperative Communication in Group Dynamics,"This cluster highlights individuals who prioritize cooperation and group norms in their communication. They engage in brief, purposeful exchanges that support collective strategies, often framing their contributions in moral or pragmatic terms. Their interactions reflect a commitment to fostering a cooperative environment while avoiding confrontational language.",131
"They communicate minimally and with a light, humorous tone. They participate in social banter rather than strategic coordination, making a joke about another player’s exit rather than discussing contribution levels or punishment norms. They do not propose explicit strategies, nor do they reinforce others’ cooperative suggestions in chat. They also do not comment on the appearance or disappearance of players, on deviations from full cooperation, or on punishment events. This indicates a low-visibility, low-leadership communication style: they rely on their actions to signal cooperation rather than on verbal persuasion. Their engagement is present but sparse, and they appear comfortable letting others drive any explicit coordination.",0.16469446,1.0530443,10,Minimal Communicators in Group Dynamics,"This cluster represents individuals who engage in communication very sparingly, often limiting their contributions to brief greetings or neutral inquiries. They tend to avoid strategic discussions, moralizing, or attempts to influence group norms, instead maintaining a low-key presence. Their behavior suggests a preference for non-involvement in the social dynamics of the group.",86
"They communicate rarely but in a cooperative, affirming tone. When another player proposes maximum contributions as a strategy, they explicitly agree, reinforcing the cooperative norm. Later, they make a brief reflective comment expressing appreciation for a smooth, fully cooperative environment and implicitly contrasting it with less cooperative games. They do not initiate detailed coordination or negotiations, nor do they attempt to persuade defectors back into line; their engagement is low-frequency but clearly supportive of group cooperation. They respond to the social atmosphere more than they shape it, and they do not use chat to confront, threaten, or bargain.",-0.43105543,0.7717309,4,Cooperative Communication in Group Dynamics,"This cluster highlights personas who engage in sparse yet effective communication, emphasizing cooperation and coordination. Their interactions are characterized by affirming tones and a focus on reinforcing group norms, promoting a collective approach to decision-making.",115
"They communicate briefly, with a light, casual tone. Early on, they explicitly propose a simple cooperation norm (“max every time?”) rather than waiting to see what others do, indicating a proactive but low-pressure approach to coordination. They show situational awareness (remarking on a player’s exit and later joking about the profitable situation), using humor rather than moralizing. They are responsive enough to acknowledge events in the game and to nudge others to keep the game moving, but do not dominate the chat or attempt elaborate persuasion. Once a stable cooperative equilibrium is reached, they largely stop discussing strategy; their communication shifts to small comments rather than ongoing enforcement or negotiation. Overall, their style is friendly, succinct, and norm-establishing, without confrontational or accusatory language.",-0.7690066,-0.3576727,2,Engaging Cooperation in Group Settings,"This persona cluster emphasizes friendly and cooperative communication styles that foster group coordination. Participants actively encourage full contributions while maintaining a light and humorous tone, creating an inclusive atmosphere. Their proactive approach to establishing cooperation norms enhances group dynamics and overall engagement.",139
"Their communication is sparse, responsive, and affiliative. They agree early to the “max every time” proposal with a very brief confirmation and offer a light, friendly reaction to a joke. They do not initiate strategic discussions, do not comment on others’ specific contributions or punishment, and do not attempt to coordinate end-game tactics or sanctioning. Tone is relaxed and pro-social, with no signs of hostility, blame, or moralizing. They appear comfortable aligning with a cooperative group norm but do not take a verbal leadership role. Their style is “quiet joiner”: they affirm group decisions with minimal text and then rely on behavior (consistent contributions) rather than persuasion or argument.",-0.4118644,1.0570226,6,Affiliative Communicators in Cooperative Settings,This group exhibits a communication style characterized by minimal yet supportive interactions. They align with cooperative norms and respond positively to group dynamics without initiating discussions or leading strategies. Their behavior reflects a preference for maintaining harmony and reinforcing group cohesion.,129
"They communicate sparsely but in a friendly and lightly humorous way. They agree early with a suggestion to always contribute the maximum, helping to establish a simple cooperative norm. Their messages reference game interface details and shared experience, indicating engagement and a mild, playful tone rather than strategic bargaining or pressure. They do not directly criticize or confront low contributors and do not try to organize punishment. Coordination is mostly limited to affirming existing norms and expressing satisfaction with mutual cooperation, rather than actively steering others. Responsiveness to chat is selective but timely; they respond to others’ remarks and join in small talk, signaling sociability without seeking dominance or detailed planning.",-0.59640455,0.05732423,7,Cooperative Communication in Group Dynamics,"This cluster highlights individuals who prioritize cooperation and group norms in their communication. They engage in brief, purposeful exchanges that support collective strategies, often framing their contributions in moral or pragmatic terms. Their interactions reflect a commitment to fostering a cooperative environment while avoiding confrontational language.",131
"They never speak in the chat. This is consistent across all stages, including early coordination, mid-game, and after the first appearance of defection. They do not publicly endorse norms, request strategies, or react verbally to jokes or to punishment events. This silence suggests a non-engagement or observer style in communication: they let others coordinate and comment while they simply play. It is unknown whether this reflects shyness, indifference to social signaling, or a deliberate decision to avoid influencing others; confidence on motive is low.",1.3627112,1.1481159,12,Silent Observers in Social Dynamics,"This persona cluster is characterized by individuals who maintain complete silence in chat environments, opting for a non-communicative and observational approach. They do not engage in coordination, persuasion, or social signaling, instead relying solely on their actions to navigate group dynamics. Their behavior suggests a preference for low-engagement strategies, where they observe rather than participate in discussions.",122
"Their communication style is brief and low-volume but cooperative. They greet the group at the start, endorse a high-contribution strategy proposed by another player, and explicitly agree to a collective plan of maximal giving. Later, after discovering that the return factor is lower than initially believed, they make a short, resigned remark but do not attempt to renegotiate the strategy or argue for changing course. They engage with others’ ideas rather than initiating their own elaborate schemes; they respond with concise affirmations and encouragement rather than detailed persuasion. Once it becomes clear that some players are not sticking to the high-contribution plan, they do not confront, criticize, or try to re-coordinate; they simply fall silent regarding strategy and continue playing their way. This indicates a cooperative but non-confrontational, low-conflict personality, with a tendency to accept others’ choices and avoid escalating social tension.",-0.21245071,0.551025,9,Sparsely Communicative Yet Cooperative Personas,"This cluster features individuals who engage in communication with minimal frequency and volume, often aligning with cooperative norms without taking a leading role. Their interactions are characterized by brief acknowledgments and a focus on group consensus, indicating a preference for collective strategies over individual expression.",114
"Their communication is minimal, agreeable, and responsive rather than initiating. They engage only a few times, and each time they align with others’ cooperative suggestions with brief affirmations, rather than proposing their own schemes or confronting low contributors. There is no evidence of criticism, blame, or attempts to shame freeriders; conflict-avoidance is strong. They neither push for nor design elaborate coordination plans, instead signaling support when others suggest full cooperation. Their tone is friendly and non-demanding, and they do not try to leverage chat to negotiate rewards or reciprocity. Overall, they present as a quietly prosocial follower in discussion: receptive to cooperative norms and willing to endorse them, but not inclined to lead, argue, or police.",-0.099479534,1.208938,6,Affiliative Communicators in Cooperative Settings,This group exhibits a communication style characterized by minimal yet supportive interactions. They align with cooperative norms and respond positively to group dynamics without initiating discussions or leading strategies. Their behavior reflects a preference for maintaining harmony and reinforcing group cohesion.,129
"The player does not send any chat messages. They remain completely silent throughout, even when others actively discuss strategies, propose coordination, or react to the payoff structure. This silence suggests an avoidant or disengaged communication style in this context: they do not attempt to lead, negotiate, reassure, or express frustration or gratitude verbally. Because they never speak, there is no direct evidence of their tone, persuasive ability, or explicit beliefs about the game. All inferred adaptation must come from their numerical behavior. Their silence may reflect either low interest in social signaling, a preference for anonymity and non-engagement, or simply passivity in chat. They also do not explicitly confirm or reject cooperative plans in words, allowing them to benefit from others’ coordination attempts without making verbal commitments.",1.6197436,0.7435233,14,Silent Observers in Communication Dynamics,"This cluster highlights individuals who exhibit a non-communicative or passive communication style in social settings. They refrain from sending chat messages, opting instead to observe without engaging in discussions or coordination efforts. Their silence may indicate a preference for low social engagement or a strategic choice to remain uninvolved.",126
"This player is talkative at the start and tries to coordinate a group strategy around maximal contribution. Their tone is casual, upbeat, and somewhat excitable. They frame cooperation in terms of potentially large mutual payoffs and explicitly attempt to mobilize the group to all contribute their full endowment. They express mild skepticism that everyone will actually follow through, indicating an early belief that some players are likely to free-ride, but they still attempt coordination. They actively engage with others’ messages, responding to encouragement from cooperative partners and seeking confirmation about what the “best way” to play is. Their questions and comments show curiosity and a learning orientation: they ask if full contribution is optimal and later explicitly note their mistaken expectation about the payoff structure. Once they realize the multiplier is modest, their chat activity drops off; they do not continue to advocate for cooperation or to negotiate alternative norms. This withdrawal suggests that their engagement is contingent on seeing a strong upside to collective cooperation. The player does not use communication to sanction or shame low contributors, nor to praise high contributors. Their persuasion attempts are limited to early positive appeals about potential gains, rather than moral arguments about fairness. After they update their beliefs about the payoff structure, they do not re-open discussion or propose compensating mechanisms, and they become effectively silent in the social channel. This is consistent with a pragmatic, payoff-focused communicator who engages mainly when coordination looks personally beneficial.",-0.4905931,-0.8538806,8,Cooperative Communication in Social Settings,"This cluster highlights individuals who exhibit a friendly and cooperative communication style within group dynamics. They engage minimally but positively, often using light humor and casual tones to foster a supportive atmosphere. Their behavior reflects a preference for social harmony over confrontation, emphasizing group cohesion and collective participation.",100
"The player never sends chat messages in this transcript. Their communication style is therefore “silent observer”: they read others’ coordination attempts and reactions but do not verbally engage, persuade, or negotiate. This indicates either a preference for low social engagement, a strategic choice to remain opaque, or indifference to influencing others through talk; which of these dominates is unknown. They do not explicitly endorse or reject proposed cooperation schemes in chat, nor do they confront low contributors. All responsiveness to others happens through their contribution choices rather than words. There is no evidence of attempts to build trust, signal intentions, or enforce norms verbally. Their tone, where it cannot be observed, is unknown; their engagement style is best described as passive and non-confrontational, relying on action rather than dialogue.",1.8993065,0.62053704,14,Silent Observers in Communication Dynamics,"This cluster highlights individuals who exhibit a non-communicative or passive communication style in social settings. They refrain from sending chat messages, opting instead to observe without engaging in discussions or coordination efforts. Their silence may indicate a preference for low social engagement or a strategic choice to remain uninvolved.",126
"They do not use the chat at all, despite others attempting to coordinate and discuss strategies. This persistent silence suggests a low-engagement, observational style: they prefer to watch what others do and respond via contributions rather than via talk. They do not attempt to persuade, set norms, or signal intentions verbally. This avoidance of communication may reflect a strategy of minimizing social accountability: by not entering the conversation, they do not create explicit commitments that others might expect them to honor. It also makes their behavior less predictable socially, even though their contributions are quite patterned numerically. Their lack of direct responses to evident coordination attempts implies that they free-ride not only on contributions but also on others’ efforts to create and maintain cooperative agreements.",1.2846843,1.6066059,12,Silent Observers in Social Dynamics,"This persona cluster is characterized by individuals who maintain complete silence in chat environments, opting for a non-communicative and observational approach. They do not engage in coordination, persuasion, or social signaling, instead relying solely on their actions to navigate group dynamics. Their behavior suggests a preference for low-engagement strategies, where they observe rather than participate in discussions.",122
"The player communicates rarely but in a socially engaged, non-hostile way. They participate minimally in chat compared to others, speaking only a few times. When they do speak, they show awareness of others’ behavior and of the contribution records, and they directly address a known low contributor by name. Their tone remains light and teasing rather than angry or moralizing, implying a preference for soft social pressure over confrontational shaming. They also publicly correct a misleading claim from another player about their contributions, indicating attention to detail and willingness to point out discrepancies. There is no evidence of them taking an explicit leadership role in coordination (e.g., proposing strategies or enforcing norms via verbal threats), but their comments do support the cooperative coalition and reinforce expectations that everyone should contribute fully. They do not discuss money amounts, bonuses, or conversion rates, suggesting their primary orientation is toward the cooperation structure rather than the payoff calculus, although this is low confidence.",0.18056156,-0.6169953,8,Cooperative Communication in Social Settings,"This cluster highlights individuals who exhibit a friendly and cooperative communication style within group dynamics. They engage minimally but positively, often using light humor and casual tones to foster a supportive atmosphere. Their behavior reflects a preference for social harmony over confrontation, emphasizing group cohesion and collective participation.",100
"Their tone is generally friendly, lightly humorous, and socially engaging. They initiate early greetings and quickly move to coordination, explicitly proposing universal maximum contribution and linking it to higher earnings. They also immediately endorse and normalize the use of punishment as a tool against noncontributors, indicating a willingness to back norms with sanctions. They give clear, concrete instructions to others about how to use the interface to contribute, and they repeatedly explain or clarify payoff structure and mechanics when others ask, suggesting a didactic and pro‑social orientation. They respond promptly to others’ comments, show some playful banter, and soften criticism with informal language and light humor, while still directly calling out noncontributors. Overall, they engage rather than withdraw, using communication to coordinate, persuade, and correct, rather than to vent or disengage.",-1.4761134,-0.8990296,2,Engaging Cooperation in Group Settings,"This persona cluster emphasizes friendly and cooperative communication styles that foster group coordination. Participants actively encourage full contributions while maintaining a light and humorous tone, creating an inclusive atmosphere. Their proactive approach to establishing cooperation norms enhances group dynamics and overall engagement.",139
"Their communication is brief, pragmatic, and cooperative. They engage in group chat but do not attempt to lead or enforce norms aggressively. Their tone is calm and informational rather than emotional or confrontational. They ask clarifying questions about the game’s payoff structure and contribution limits and share their understanding of the monetary bonus when others ask, indicating an interest in mutual clarity and helping others play effectively. They acknowledge group plans to contribute the maximum and signal agreement, but they leave the stronger norm enforcement and pressure to more vocal players. They respond when engaged, showing responsiveness but not high talkativeness. Overall, their style is low-drama, task-focused, and mildly prosocial: they communicate enough to coordinate and inform, but avoid blame, sarcasm, or heated exchanges.",-0.49088115,0.15613998,7,Cooperative Communication in Group Dynamics,"This cluster highlights individuals who prioritize cooperation and group norms in their communication. They engage in brief, purposeful exchanges that support collective strategies, often framing their contributions in moral or pragmatic terms. Their interactions reflect a commitment to fostering a cooperative environment while avoiding confrontational language.",131
