treatment_name,experiment_code,role,visibility,schema_type,metric,generated_value,human_value,abs_error,generated_n,human_n
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,pattern_unchecked_no_act,0.0,0.3,0.3,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_send_if_act,5.98,5.04,0.9400000000000004,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_send_if_no_act,3.96,5.52,1.5599999999999996,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_action_premium,2.02,-0.48,2.5,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_act_without_check,6.64,4.92,1.7199999999999998,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_act_after_check,5.74,5.04,0.7000000000000002,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,4.4,5.74,1.3399999999999999,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,3.5,5.12,1.62,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_action_premium_without_check,2.24,-0.82,3.06,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_action_premium_after_check,2.24,-0.08,2.3200000000000003,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_process_premium_if_act,0.9,-0.12,1.02,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_process_premium_if_no_act,0.9,0.62,0.28,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,fast_rate,0.64,0.48,0.16000000000000003,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,act_rate,1.0,0.36,0.64,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,mean_return_pct,47.5,37.38,10.119999999999997,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_fast_act,0.64,0.16,0.48,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_fast_no_act,0.0,0.32,0.32,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_slow_act,0.36,0.2,0.15999999999999998,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_slow_no_act,0.0,0.32,0.32,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,fast_rate,0.74,0.52,0.21999999999999997,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,act_rate,1.0,0.38,0.62,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,mean_return_pct,46.2,43.1,3.1000000000000014,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_fast_act,0.74,0.18,0.56,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_fast_no_act,0.0,0.34,0.34,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_slow_act,0.26,0.2,0.06,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_slow_no_act,0.0,0.28,0.28,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_send_if_act,5.94,5.1,0.8400000000000007,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_send_if_no_act,4.02,5.32,1.3000000000000007,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_action_premium,1.92,-0.22,2.14,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_act_fast,5.88,5.22,0.6600000000000001,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_no_act_fast,4.06,4.54,0.4800000000000004,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_act_slow,7.16,4.36,2.8,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_no_act_slow,4.6,4.3,0.2999999999999998,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_action_premium_fast,1.82,0.68,1.1400000000000001,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_action_premium_slow,2.56,0.06,2.5,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_fast_premium_if_act,-1.28,0.86,2.14,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_fast_premium_if_no_act,-0.54,0.24,0.78,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,check_rate,1.0,0.86,0.14,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,act_rate,1.0,0.88,0.12,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,mean_return_pct,50.4,45.8,4.600000000000001,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_checked_act,1.0,0.8,0.19999999999999996,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_checked_no_act,0.0,0.06,0.06,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_unchecked_act,0.0,0.08,0.08,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_unchecked_no_act,0.0,0.06,0.06,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,check_rate,1.0,0.78,0.21999999999999997,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,act_rate,1.0,0.88,0.12,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,mean_return_pct,51.0,37.08,13.920000000000002,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_checked_act,1.0,0.72,0.28,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_checked_no_act,0.0,0.06,0.06,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_unchecked_act,0.0,0.16,0.16,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_unchecked_no_act,0.0,0.06,0.06,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_send_if_act,7.02,6.46,0.5599999999999996,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_send_if_no_act,3.54,3.36,0.18000000000000016,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_action_premium,3.48,3.1,0.3799999999999999,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_act_without_check,7.12,6.92,0.20000000000000018,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_act_after_check,8.12,6.58,1.5399999999999991,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,3.04,2.7,0.33999999999999986,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,2.44,2.1,0.33999999999999986,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_action_premium_without_check,4.08,4.22,0.13999999999999968,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_action_premium_after_check,5.68,4.48,1.1999999999999993,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_process_premium_if_act,-1.0,0.34,1.34,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_process_premium_if_no_act,0.6,0.6,0.0,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,check_rate,1.0,0.82,0.18000000000000005,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,act_rate,1.0,0.26,0.74,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,mean_return_pct,51.14,41.4,9.740000000000002,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_checked_act,1.0,0.24,0.76,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_checked_no_act,0.0,0.58,0.58,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_unchecked_act,0.0,0.02,0.02,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_unchecked_no_act,0.0,0.16,0.16,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,check_rate,1.0,0.7,0.30000000000000004,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,act_rate,1.0,0.36,0.64,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,mean_return_pct,50.6,35.36,15.240000000000002,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_checked_act,1.0,0.32,0.6799999999999999,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_checked_no_act,0.0,0.38,0.38,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_unchecked_act,0.0,0.04,0.04,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_unchecked_no_act,0.0,0.26,0.26,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_send_if_act,4.2,3.9,0.30000000000000027,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_send_if_no_act,5.5,5.78,0.28000000000000025,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_action_premium,-1.3,-1.88,0.5799999999999998,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_act_without_check,2.92,5.04,2.12,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_act_after_check,4.1,5.86,1.7600000000000007,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,5.64,5.12,0.5199999999999996,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,6.94,5.06,1.8800000000000008,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_action_premium_without_check,-2.72,-0.08,2.64,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_action_premium_after_check,-2.84,0.8,3.6399999999999997,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_process_premium_if_act,-1.18,-0.82,0.36,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_process_premium_if_no_act,-1.3,0.06,1.36,50,50
