unit_id,twin_pid,headline,summary,background_summary,age_bracket,sex_assigned_at_birth,education_harmonized,match_level,reuse_count_before,reuse_count_after,sampled_target_source_row_id,target_matching_age_bracket,target_matching_sex
E1__A__1309,1278,"Reflective, inequality-tolerant, moderately empathic","Strongest supported tendencies are reflective, inequality-tolerant, and moderately empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Male; Completed education: Some college, no degree.",30-49,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_08490,30-49,male
E1__A__1322,1208,"Reflective, socially adaptive, empathic","Strongest supported tendencies are reflective, socially adaptive, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_11933,30-49,female
E1__A__1385,1824,"More intuitive, short-horizon, behaviorally stable","Strongest supported tendencies are more intuitive, short-horizon, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks.","Age: 18-29; Sex assigned at birth: Male; Completed education: Some college, no degree.",18-29,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_06584,18-29,male
E1__A__1386,1474,"Empathic, short-horizon, reflective","Strongest supported tendencies are empathic, short-horizon, and reflective. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_07931,30-49,female
E1__A__1459,755,"Reflective, behaviorally stable, structure-seeking","Strongest supported tendencies are reflective, behaviorally stable, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks.","Age: 18-29; Sex assigned at birth: Female; Completed education: Some college, no degree.",18-29,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_12691,18-29,female
E1__A__1466,1919,"Strong logical reasoner, cooperation-oriented, behaviorally stable","Strongest supported tendencies are strong logical reasoner, cooperation-oriented, and behaviorally stable. Cooperative self-report and direct allocation behavior point in the same general direction.","Age: 30-49; Sex assigned at birth: Male; Completed education: Some college, no degree.",30-49,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_09537,30-49,male
E1__A__1560,1082,"Resource-protective, structure-seeking, short-horizon","Strongest supported tendencies are resource-protective, structure-seeking, and short-horizon. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_08266,30-49,female
E1__A__1571,1681,"More intuitive, behaviorally stable, moderately cooperative","Strongest supported tendencies are more intuitive, behaviorally stable, and moderately cooperative. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_07107,30-49,female
E1__A__1611,1334,"Structure-seeking, cooperation-oriented, reflective","Strongest supported tendencies are structure-seeking, cooperation-oriented, and reflective. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Female; Completed education: Postgraduate.,18-29,female,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_07320,18-29,female
E1__A__1621,326,"Behaviorally stable, cooperation-oriented, patient","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and patient. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 65+; Sex assigned at birth: Female; Completed education: Associate's degree.,65+,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_12225,65+,female
E1__A__1625,777,"Behaviorally stable, empathic, strong logical reasoner","Strongest supported tendencies are behaviorally stable, empathic, and strong logical reasoner. Cooperative self-report is stronger than direct allocation behavior. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_03626,30-49,female
E1__A__1633,1081,"Empathic, more intuitive, behaviorally stable","Strongest supported tendencies are empathic, more intuitive, and behaviorally stable. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 50-64; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,50-64,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_10666,50-64,female
E1__A__1700,453,"Reflective, structure-seeking, short-horizon","Strongest supported tendencies are reflective, structure-seeking, and short-horizon. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 18-29; Sex assigned at birth: Male; Completed education: Some college, no degree.",18-29,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_08771,18-29,male
E1__A__1716,22,"Inequality-tolerant, reflective, empathic","Strongest supported tendencies are inequality-tolerant, reflective, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_00036,30-49,female
E1__A__174,793,"Empathic, socially adaptive, patient","Strongest supported tendencies are empathic, socially adaptive, and patient. Cooperative self-report is stronger than direct allocation behavior.",Age: 50-64; Sex assigned at birth: Female; Completed education: Associate's degree.,50-64,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_05153,50-64,female
E1__A__1744,1586,"Inequality-tolerant, empathic, strong logical reasoner","Strongest supported tendencies are inequality-tolerant, empathic, and strong logical reasoner. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_11209,30-49,male
E1__A__1758,1109,"Reflective, behaviorally stable, fairness-enforcing","Strongest supported tendencies are reflective, behaviorally stable, and fairness-enforcing. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively strong.","Age: 50-64; Sex assigned at birth: Male; Completed education: Some college, no degree.",50-64,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_07247,50-64,male
E1__A__1759,903,"Reflective, behaviorally stable, empathic","Strongest supported tendencies are reflective, behaviorally stable, and empathic. Social evidence is mixed between self-report and direct allocation tasks.","Age: 18-29; Sex assigned at birth: Female; Completed education: Some college, no degree.",18-29,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_00440,18-29,female
E1__A__1884,1568,"More intuitive, structure-seeking, cooperation-oriented","Strongest supported tendencies are more intuitive, structure-seeking, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_10000,30-49,female
E1__A__1893,1040,"Reflective, behaviorally stable, patient","Strongest supported tendencies are reflective, behaviorally stable, and patient. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_09539,30-49,male
E1__A__1897,2058,"Reflective, empathic, cooperation-oriented","Strongest supported tendencies are reflective, empathic, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_11068,30-49,male
E1__A__1901,1686,"Structure-seeking, more intuitive, cooperation-oriented","Strongest supported tendencies are structure-seeking, more intuitive, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_02297,30-49,female
E1__A__1903,1589,"Reflective, cooperation-oriented, inequality-tolerant","Strongest supported tendencies are reflective, cooperation-oriented, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,50-64,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_01168,50-64,male
E1__A__1905,553,"Behaviorally stable, resource-protective, inequality-tolerant","Strongest supported tendencies are behaviorally stable, resource-protective, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_11285,30-49,male
E1__A__198,455,"Patient, behaviorally stable, cooperation-oriented","Strongest supported tendencies are patient, behaviorally stable, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_00289,30-49,female
E1__A__1998,561,"Reflective, empathic, patient","Strongest supported tendencies are reflective, empathic, and patient. Cooperative self-report is stronger than direct allocation behavior. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_07079,30-49,female
E1__A__2050,721,"Behaviorally stable, cooperation-oriented, patient","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and patient. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 50-64; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,50-64,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_01052,50-64,male
E1__A__2056,1207,"More intuitive, socially adaptive, empathic","Strongest supported tendencies are more intuitive, socially adaptive, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_03919,30-49,female
E1__A__2066,268,"Reflective, behaviorally stable, inequality-tolerant","Strongest supported tendencies are reflective, behaviorally stable, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 50-64; Sex assigned at birth: Male; Completed education: Some college, no degree.",50-64,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_06289,50-64,male
E1__A__2068,1625,"Strong logical reasoner, inequality-tolerant, cooperation-oriented","Strongest supported tendencies are strong logical reasoner, inequality-tolerant, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: High school graduate.,30-49,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_05526,30-49,male
E1__A__2089,1458,"Reflective, generosity-forward, moderately cooperative","Strongest supported tendencies are reflective, generosity-forward, and moderately cooperative. Social evidence is mixed between self-report and direct allocation tasks.",Age: 65+; Sex assigned at birth: Male; Completed education: Postgraduate.,65+,male,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_05272,65+,male
E1__A__2095,881,"More intuitive, structure-seeking, inequality-tolerant","Strongest supported tendencies are more intuitive, structure-seeking, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 18-29; Sex assigned at birth: Male; Completed education: Some college, no degree.",18-29,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_00371,18-29,male
E1__A__2106,1198,"Behaviorally stable, cooperation-oriented, reflective","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and reflective. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_00070,30-49,female
E1__A__2177,1252,"Patient, behaviorally stable, guarded against exploitation","Strongest supported tendencies are patient, behaviorally stable, and guarded against exploitation. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_01625,30-49,male
E1__A__2191,1500,"Structure-seeking, inequality-tolerant, reflective","Strongest supported tendencies are structure-seeking, inequality-tolerant, and reflective. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Associate's degree.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_00109,30-49,male
E1__A__2195,487,"Short-horizon, more intuitive, structure-seeking","Strongest supported tendencies are short-horizon, more intuitive, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks.","Age: 18-29; Sex assigned at birth: Female; Completed education: Some college, no degree.",18-29,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_08768,18-29,female
E1__A__2201,606,"Cooperation-oriented, behaviorally stable, empathic","Strongest supported tendencies are cooperation-oriented, behaviorally stable, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: Associate's degree.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_06872,30-49,male
E1__A__2214,1331,"Behaviorally stable, strong logical reasoner, lower-empathy","Strongest supported tendencies are behaviorally stable, strong logical reasoner, and lower-empathy. Social evidence is mixed between self-report and direct allocation tasks.",Age: 65+; Sex assigned at birth: Female; Completed education: Postgraduate.,65+,female,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_08461,65+,female
E1__A__2243,1311,"Reflective, structure-seeking, inequality-tolerant","Strongest supported tendencies are reflective, structure-seeking, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_03364,30-49,female
E1__A__2322,1862,"Reflective, behaviorally stable, patient","Strongest supported tendencies are reflective, behaviorally stable, and patient. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_08045,30-49,male
E1__A__2331,965,"Behaviorally stable, cooperation-oriented, short-horizon","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and short-horizon. Cooperative self-report and direct allocation behavior point in the same general direction.","Age: 30-49; Sex assigned at birth: Male; Completed education: Some college, no degree.",30-49,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_09989,30-49,male
E1__A__2372,867,"Behaviorally stable, strong logical reasoner, inequality-tolerant","Strongest supported tendencies are behaviorally stable, strong logical reasoner, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_05016,30-49,male
E1__A__238,846,"Reflective, inequality-tolerant, patient","Strongest supported tendencies are reflective, inequality-tolerant, and patient. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 18-29; Sex assigned at birth: Female; Completed education: Some college, no degree.",18-29,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_06026,18-29,female
E1__A__2411,339,"Cooperation-oriented, behaviorally stable, empathic","Strongest supported tendencies are cooperation-oriented, behaviorally stable, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Male; Completed education: Postgraduate.,50-64,male,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_13037,50-64,male
E1__A__2414,1241,"Strong logical reasoner, empathic, moderately stable","Strongest supported tendencies are strong logical reasoner, empathic, and moderately stable. Social evidence is mixed between self-report and direct allocation tasks.",Age: 50-64; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,50-64,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_10524,50-64,female
E1__A__2417,715,"Short-horizon, empathic, structure-seeking","Strongest supported tendencies are short-horizon, empathic, and structure-seeking. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_12823,30-49,female
E1__A__2447,1826,"Generosity-forward, cooperation-oriented, empathic","Strongest supported tendencies are generosity-forward, cooperation-oriented, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_04962,30-49,female
E1__A__2448,795,"More intuitive, behaviorally stable, moderately socially adaptive","Strongest supported tendencies are more intuitive, behaviorally stable, and moderately socially adaptive. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_08963,18-29,female
E1__A__2457,977,"Empathic, cooperation-oriented, inequality-tolerant","Strongest supported tendencies are empathic, cooperation-oriented, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 65+; Sex assigned at birth: Male; Completed education: Postgraduate.,65+,male,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_12421,65+,male
E1__A__2459,1454,"Empathic, socially adaptive, more intuitive","Strongest supported tendencies are empathic, socially adaptive, and more intuitive. Social evidence is mixed between self-report and direct allocation tasks.","Age: 18-29; Sex assigned at birth: Female; Completed education: Some college, no degree.",18-29,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_08504,18-29,female
E1__A__247,1197,"Strong logical reasoner, structure-seeking, behaviorally stable","Strongest supported tendencies are strong logical reasoner, structure-seeking, and behaviorally stable. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 50-64; Sex assigned at birth: Female; Completed education: Associate's degree.,50-64,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_10986,50-64,female
E1__A__2476,1857,"Inequality-tolerant, patient, structure-seeking","Strongest supported tendencies are inequality-tolerant, patient, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_09001,30-49,male
E1__A__2483,363,"Comfortable with uncertainty, reflective, less guarded","Strongest supported tendencies are comfortable with uncertainty, reflective, and less guarded. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: High school graduate.,30-49,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_09204,30-49,male
E1__A__2503,313,"Generosity-forward, empathic, inequality-tolerant","Strongest supported tendencies are generosity-forward, empathic, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_05085,30-49,male
E1__A__2552,423,"Reflective, behaviorally stable, cooperation-oriented","Strongest supported tendencies are reflective, behaviorally stable, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,18-29,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_11441,18-29,male
E1__A__2558,227,"Behaviorally stable, more intuitive, cooperation-oriented","Strongest supported tendencies are behaviorally stable, more intuitive, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_01767,30-49,female
E1__A__2610,979,"Cooperation-oriented, empathic, more intuitive","Strongest supported tendencies are cooperation-oriented, empathic, and more intuitive. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: High school graduate.,50-64,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_07569,50-64,female
E1__A__28,217,"Behaviorally stable, patient, moderate logical reasoner","Strongest supported tendencies are behaviorally stable, patient, and moderate logical reasoner. Social evidence is mixed between self-report and direct allocation tasks.",Age: 50-64; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,50-64,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_09433,50-64,male
E1__A__284,1732,"Cooperation-oriented, empathic, generosity-forward","Strongest supported tendencies are cooperation-oriented, empathic, and generosity-forward. Cooperative self-report and direct allocation behavior point in the same general direction.","Age: 30-49; Sex assigned at birth: Female; Completed education: Some college, no degree.",30-49,female,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_11053,30-49,female
E1__A__297,46,"Reflective, resource-protective, less cooperation-oriented","Strongest supported tendencies are reflective, resource-protective, and less cooperation-oriented. Both self-report and direct allocation behavior lean resource-protective rather than generous.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_06868,30-49,male
E1__A__354,969,"Behaviorally stable, patient, inequality-tolerant","Strongest supported tendencies are behaviorally stable, patient, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_04908,30-49,female
E1__A__365,593,"Reflective, short-horizon, behaviorally stable","Strongest supported tendencies are reflective, short-horizon, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks.",Age: 65+; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,65+,male,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_04056,65+,male
E1__A__379,460,"Behaviorally stable, structure-seeking, strong logical reasoner","Strongest supported tendencies are behaviorally stable, structure-seeking, and strong logical reasoner. Social evidence is mixed between self-report and direct allocation tasks.","Age: 30-49; Sex assigned at birth: Male; Completed education: Some college, no degree.",30-49,male,high school,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_05530,30-49,male
E1__A__394,947,"Strong logical reasoner, inequality-tolerant, patient","Strongest supported tendencies are strong logical reasoner, inequality-tolerant, and patient. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_06352,30-49,female
E1__A__397,613,"Strong logical reasoner, empathic, inequality-tolerant","Strongest supported tendencies are strong logical reasoner, empathic, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex,0,1,two_stage_demo_source_09398,30-49,female
