metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr
scenario_state_distribution_distance,distribution,UGProposer_decision_state,total_variation,6,0.615,0.6499999999999999,0.03913651321549567
scenario_state_distribution_distance,distribution,UGResponder_decision_state,total_variation,6,0.61125,0.63,0.023163818769797007
scenario_direct_value_distance,distribution,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.221067516254146,1.2266666666666666,0.044764479076651015
scenario_direct_value_distance,distribution,UGProposer_decision_direct,wasserstein_1d,6,0.8631730769230769,0.88,0.09032777468031761
scenario_direct_value_distance,distribution,UGResponder_decision_direct,wasserstein_1d,6,1.9937217553688142,1.9705882352941178,0.12542700411973387
scenario_direct_value_distance,distribution,TGReceiver_decision_direct,wasserstein_1d,6,0.7981534375554962,0.7989068825910931,0.06066074836300326
mean_alignment_abs_error,scenario,C_decision_nonnull_rate,,6,0.09375,0.0,0.046787418180532246
mean_alignment_abs_error,session,C_delegated,,4,0.375,0.42,0.09287087810503356
mean_alignment_abs_error,scenario,PD_decision_nonnull_rate,,6,0.135,0.0,0.0629947087725099
mean_alignment_abs_error,session,PD_delegated,,4,0.54,0.55,0.08041558721209881
mean_alignment_abs_error,scenario,SH_decision_nonnull_rate,,6,0.14625,0.0,0.06744673824581882
mean_alignment_abs_error,session,SH_delegated,,4,0.585,0.5900000000000001,0.0736545993132812
mean_alignment_abs_error,scenario,TGReceiver_decision_direct_mean,,6,0.32059846140544357,0.27,0.04418248340221663
mean_alignment_abs_error,scenario,TGReceiver_decision_nonnull_rate,,6,0.09625,0.0,0.048415519206138846
mean_alignment_abs_error,session,TGReceiver_delegated,,4,0.38499999999999995,0.41,0.09912113800799503
mean_alignment_abs_error,scenario,TGSender_decision_nonnull_rate,,6,0.08124999999999999,0.0,0.043068501637894635
mean_alignment_abs_error,session,TGSender_delegated,,4,0.32499999999999996,0.31999999999999995,0.10340051579497402
mean_alignment_abs_error,scenario,UGProposer_decision_direct_mean,,6,0.5875961538461538,0.6799999999999997,0.10511749965035132
mean_alignment_abs_error,scenario,UGProposer_decision_nonnull_rate,,6,0.16749999999999998,0.0,0.07518588076671485
mean_alignment_abs_error,session,UGProposer_delegated,,4,0.6699999999999999,0.6699999999999999,0.028867513459481284
mean_alignment_abs_error,scenario,UGResponder_decision_direct_mean,,6,1.9004817927170867,1.94,0.1471601585146331
mean_alignment_abs_error,scenario,UGResponder_decision_nonnull_rate,,6,0.14125,0.0,0.0636256958049707
mean_alignment_abs_error,session,UGResponder_delegated,,4,0.565,0.55,0.03403429642777022
mean_alignment_abs_error,paper_index_session,delegation_index_mean,,4,0.4921428571428572,0.5057142857142858,0.06931516310833218
mean_alignment_abs_error,paper_index_scenario,equality_index_mean,,6,0.11751923076923082,0.1359999999999999,0.021023499930070272
mean_alignment_abs_error,paper_index_scenario,intentions_index_mean,,6,0.17701339285714285,0.18250000000000002,0.013867780098893544
mean_alignment_abs_error,paper_index_scenario,kindness_index_mean,,6,0.14900000000000005,0.14,0.016902213639621102
mean_alignment_abs_error,paper_index_scenario,payoff_index_mean,,6,0.08687868172929909,0.08533333333333343,0.011368980387135519
mean_alignment_abs_error,paper_index_scenario,predictability_index_mean,,6,0.2900414095708213,0.2941176470588235,0.027875830202162753
mean_alignment_abs_error,paper_index_scenario,prosociality_index_mean,,6,0.13057068606428085,0.15572705314009677,0.015906288153072483
