metric_scope,treatment_name,cell_name,scenario,case,metric,generated_value,human_value,abs_error,generated_n,human_n
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,UGProposer_decision_direct_mean,5.32,4.64,0.6800000000000006,50,50
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,UGResponder_decision_direct_mean,2.16,4.22,2.0599999999999996,50,50
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,TGReceiver_decision_direct_mean,2.68,2.54,0.14000000000000012,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,0.0,0.62,0.62,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,0.06,0.56,0.5,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,0.26,0.34,0.08000000000000002,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,0.26,0.38,0.12,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,0.26,0.6,0.33999999999999997,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,0.3,0.7,0.39999999999999997,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,0.32,0.44,0.12,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,2.3333333333333335,3.7142857142857144,1.380952380952381,3,28
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.923076923076923,2.3157894736842106,0.6072874493927123,13,19
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,UGProposer_decision_direct_mean,5.5,4.7,0.7999999999999998,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,UGResponder_decision_direct_mean,2.38,3.98,1.6,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,TGReceiver_decision_direct_mean,2.66,2.46,0.20000000000000018,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,0.0,0.72,0.72,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,0.02,0.68,0.66,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,0.0,0.58,0.58,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,0.02,0.62,0.6,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,0.0,0.72,0.72,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,0.0,0.76,0.76,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,0.0,0.48,0.48,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,3.0,3.8529411764705883,0.8529411764705883,1,34
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,3.0,2.774193548387097,0.22580645161290303,1,31
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,4.7,4.68,0.020000000000000462,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,2.5,3.88,1.38,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.86,2.56,0.7,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,5.64,4.78,0.8599999999999994,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.06,3.84,1.7799999999999998,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.7,2.9,0.19999999999999973,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,0.0,0.72,0.72,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,0.0,0.54,0.54,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,0.18,0.46,0.28,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,0.16,0.56,0.4,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,0.16,0.66,0.5,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,0.18,0.76,0.5800000000000001,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,0.16,0.52,0.36,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.875,2.5,0.375,8,28
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,4.34,3.66,0.6799999999999997,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,2.46,3.62,1.1600000000000001,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.78,1.9,0.11999999999999988,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,5.2,4.28,0.9199999999999999,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.0,3.92,1.92,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.62,2.24,0.3799999999999999,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,6.02,4.94,1.0799999999999992,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,2.02,4.08,2.06,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.82,2.54,0.2799999999999998,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,4.68,4.8,0.1200000000000001,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,2.0,4.1,2.0999999999999996,50,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.86,2.3,0.4399999999999997,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,5.24,4.88,0.3600000000000003,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,1.82,4.1,2.2799999999999994,50,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.66,2.4,0.26000000000000023,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,5.78,4.6,1.1800000000000006,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,2.0,3.94,1.94,50,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.58,2.44,0.14000000000000012,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,4.68,4.48,0.1999999999999993,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,1.46,4.12,2.66,50,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.78,2.22,0.44000000000000017,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,5.44,4.92,0.5200000000000005,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,1.92,4.22,2.3,50,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.52,2.38,0.14000000000000012,50,50
paper_index_session,ODP,,,,delegation_index_mean,0.9142857142857143,0.3857142857142856,0.5285714285714287,50,50
paper_index_session,ODU,,,,delegation_index_mean,0.7914285714285715,0.4799999999999999,0.31142857142857155,50,50
paper_index_session,TDP,,,,delegation_index_mean,0.9942857142857143,0.34857142857142853,0.6457142857142858,50,50
paper_index_session,TDU,,,,delegation_index_mean,0.88,0.39714285714285713,0.4828571428571429,50,50
paper_index_scenario,ODP,ODP__support,support,,payoff_index_mean,0.7904761904761904,0.7859011243386242,0.004575066137566197,9,48
paper_index_scenario,ODP,ODP__support,support,,prosociality_index_mean,0.7398148148148148,0.6912962962962963,0.048518518518518516,9,48
paper_index_scenario,ODP,ODP__support,support,,kindness_index_mean,0.875,0.8222222222222221,0.05277777777777792,8,45
paper_index_scenario,ODP,ODP__support,support,,intentions_index_mean,0.45,0.6257142857142857,0.17571428571428566,6,35
paper_index_scenario,ODP,ODP__support,support,,predictability_index_mean,1.0,0.7058823529411765,0.2941176470588235,7,34
paper_index_scenario,ODP,ODP__support,support,,equality_index_mean,1.0,0.95625,0.043749999999999956,1,32
paper_index_scenario,ODP,ODP__unknown,unknown,,payoff_index_mean,0.7803809523809525,0.707904761904762,0.07247619047619047,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,prosociality_index_mean,0.7664444444444445,0.6212222222222222,0.14522222222222225,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,kindness_index_mean,0.84,0.7399999999999999,0.10000000000000009,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,intentions_index_mean,0.43933333333333335,0.6336666666666667,0.19433333333333336,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,predictability_index_mean,1.0,0.54,0.45999999999999996,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,equality_index_mean,1.064,0.9280000000000002,0.1359999999999999,50,50
paper_index_scenario,ODU,ODU__support,support,,payoff_index_mean,0.8347222222222223,0.7176891842008122,0.11703303802141007,18,43
paper_index_scenario,ODU,ODU__support,support,,prosociality_index_mean,0.7932407407407408,0.6511640211640211,0.14207671957671975,18,42
paper_index_scenario,ODU,ODU__support,support,,kindness_index_mean,0.9351851851851851,0.7166666666666666,0.21851851851851856,18,40
paper_index_scenario,ODU,ODU__support,support,,intentions_index_mean,0.48333333333333334,0.6,0.11666666666666664,13,33
paper_index_scenario,ODU,ODU__support,support,,predictability_index_mean,1.0,0.7727272727272727,0.2272727272727273,16,22
paper_index_scenario,ODU,ODU__unknown,unknown,,payoff_index_mean,0.7827619047619047,0.6865714285714286,0.09619047619047605,50,50
paper_index_scenario,ODU,ODU__unknown,unknown,,prosociality_index_mean,0.7545555555555555,0.5923333333333334,0.16222222222222216,50,50
paper_index_scenario,ODU,ODU__unknown,unknown,,kindness_index_mean,0.82,0.6666666666666665,0.15333333333333343,50,50
paper_index_scenario,ODU,ODU__unknown,unknown,,intentions_index_mean,0.45966666666666667,0.6030000000000001,0.14333333333333342,50,50
paper_index_scenario,ODU,ODU__unknown,unknown,,predictability_index_mean,1.0,0.66,0.33999999999999997,50,50
paper_index_scenario,ODU,ODU__unknown,unknown,,equality_index_mean,1.1,0.94,0.16000000000000014,50,50
