case_group,role_slice,game,generated_mean_expected_payoff,benchmark_mean_expected_payoff,data_source,generated_relative_payoff_diff_pct,human_mean_expected_payoff,human_relative_payoff_diff_pct,abs_error_relative_payoff_diff_pct
OD,both,Sender,5.676530612244898,5.546530612244899,generated,2.343807491353278,5.6689795918367345,2.2076679667377697,0.13613952461550838
OD,both,Receiver,5.175,5.159285714285715,generated,0.3045825834140814,5.180816326530612,0.4173176954569646,0.11273511204288322
OD,both,PD,4.06030612244898,4.312448979591837,generated,-5.8468600634139385,4.57969387755102,6.197056457337546,12.043916520751484
OD,both,SH,6.467448979591837,6.584693877551021,generated,-1.7805671780567245,6.456734693877552,-1.9432821943282108,0.16271501627148632
OD,both,C,3.3585714285714285,3.7369387755102044,generated,-10.12506143847961,2.993367346938775,-19.897875593905322,9.772814155425712
OD,both,Proposer,2.9623469387755104,4.225408163265306,generated,-29.892052452365427,3.9824489795918367,-5.7499577386558425,24.142094713709582
OD,both,Responder,4.790510204081633,3.459387755102041,generated,38.47855583741373,3.3410204081632653,-3.421627042652353,41.90018288006608
OD,no,Sender,5.721836734693877,5.546530612244899,generated,3.1606446390462617,5.6689795918367345,2.2076679667377697,0.952976672308492
OD,no,Receiver,5.098571428571429,5.1079591836734695,generated,-0.18378680730352093,5.102857142857143,-0.09988413440408239,0.08390267289943854
OD,no,PD,4.5626530612244895,4.312448979591837,generated,5.801902418248073,5.31469387755102,23.24073635890398,17.438833940655908
OD,no,SH,6.753061224489795,6.6446938775510205,generated,1.6308854694554453,6.69673469387755,0.7831935870266094,0.847691882428836
OD,no,C,3.3720408163265305,3.7369387755102044,generated,-9.764622358145392,2.988163265306122,-20.03713614767082,10.27251378952543
OD,no,Proposer,2.4248979591836735,4.270816326530612,generated,-43.221675347637024,3.7348979591836735,-12.548382472404073,30.673292875232953
OD,no,Responder,4.451836734693877,3.3659183673469384,generated,32.26217183047355,2.299591836734694,-31.680106711938393,63.94227854241194
OD,yes,Sender,5.631224489795918,5.546530612244899,generated,1.5269703436602944,5.6689795918367345,2.2076679667377697,0.6806976230774753
OD,yes,Receiver,5.251428571428571,5.210612244897959,generated,0.7833307222309127,5.258775510204082,0.9243302522324859,0.14099953000157317
OD,yes,PD,3.557959183673469,4.312448979591837,generated,-17.49562254507596,3.8446938775510207,-10.846623444228854,6.6489991008471065
OD,yes,SH,6.181836734693877,6.52469387755102,generated,-5.254762128178669,6.216734693877551,-4.719902411560484,0.5348597166181852
OD,yes,C,3.3451020408163266,3.7369387755102044,generated,-10.48550051881383,2.998571428571428,-19.758615040139826,9.273114521325997
OD,yes,Proposer,3.499795918367347,4.18,generated,-16.272824919441454,4.23,1.1961722488038395,17.468997168245295
OD,yes,Responder,5.129183673469388,3.552857142857143,generated,44.36785570681832,4.382448979591837,23.349991383767033,21.017864323051285
