text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"When they are directly and heavily punished late in the game, they neither retaliate nor reduce their contribution. They do not punish the identifiable punisher, even though the mechanism and identities are transparent, and even though retaliation would be financially impactful. Their behavior shows high tolerance and absence of vindictiveness. They also do not alter chat to confront, complain, or seek explanation; they remain silent on the incident. This suggests a forgiving or at least non-confrontational stance: they absorb the loss and continue to play cooperatively without overt response.",0.46532044,1.7232704,4,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, behavior, cooperative.",200
"They are never targeted with punishment, so there is no direct evidence of how they respond to being punished. Their own absence of punishment toward others, even after seeing someone use it heavily, suggests they are unlikely to retaliate or to engage in counter-punishment. They do not comment on the punisher’s action in chat, implying either indifference, strategic silence, or a desire to avoid interpersonal conflict. Overall, their response to punishers is best characterized as non-engagement and tolerance, though this inference is low confidence because of limited observation.",-0.88794,0.05660467,2,Punished / Punishment / Unknown,"This cluster groups personas with related strategy patterns around punished, punishment, unknown, punishers, response.",144
"They are never punished in this game, so direct reactions to being targeted are unknown. Given their consistent high contributions and absence of any sanctions against them, they have no occasion to show whether they would respond with forgiveness, retaliation, or compliance. Their response to others’ use of punishment is muted: they do not comment on punishers in chat, do not mirror the behavior by punishing the same targets, and do not adjust their own contributions in response to observed punishments. This suggests a tendency not to engage in second-order sanctioning and a generally non-confrontational style, but this inference is low confidence, as we lack a case where they are personally affected.",-0.948424,-0.3058431,2,Punished / Punishment / Unknown,"This cluster groups personas with related strategy patterns around punished, punishment, unknown, punishers, response.",144
"They are never punished by others, so direct behavioral responses to punishment cannot be observed. Consequently, their likelihood of retaliating, complying, or forgiving when targeted is unknown. Based on their overall cooperative and non-confrontational style, one might suspect they lean toward non-retaliatory responses, but this is speculative and thus low confidence.",-1.433793,0.15548128,0,Punished / Unknown / Response,"This cluster groups personas with related strategy patterns around punished, unknown, response, punishers, punishment.",109
"They are never directly punished in the transcript, so their explicit response when personally targeted is unknown. They do not experience any payoff deductions from others’ punishment, so there is no observed scope for retaliation or compliance behavior. Their behavior after witnessing others’ punishment of a low contributor (not directed at them) does not change: they maintain full contributions and do not start punishing themselves. Thus, they do not clearly imitate the punisher or escalate a punishment norm in response. Their attitude toward identifiable punishers—whether trusting, fearful, vengeful, or appreciative—is unknown.",-0.95729697,0.32649603,2,Punished / Punishment / Unknown,"This cluster groups personas with related strategy patterns around punished, punishment, unknown, punishers, response.",144
"When punished, this player does not clearly retaliate. They are punished multiple times, sometimes while they are fully cooperating and sometimes while they are free-riding, but there is no visible pattern of counter-punishment aimed at prior punishers. Their subsequent punishment decisions continue to focus on low contributors rather than on those who targeted them previously. This indicates a low tendency toward personal vendetta and a relatively impersonal view of punishment (as something about behavior, not identity). They also do not clearly “comply” with punishment in the sense of adjusting in the pay-off maximizing direction that punishers might want: at times, they reduce contributions after being punished, and at other times they maintain or return to cooperation despite being hit. Given that they are punished in both cooperative and non-cooperative states, it is difficult for them to extract a clear behavioral rule from others’ sanctions, and their adjustments appear driven more by overall environment assessment than by specific punishers’ messages. Their stance toward punishers is best described as detached and tolerant: they absorb punishment as noise in a chaotic environment rather than as a personal signal that must be answered. There is no strong evidence of either long-term grudges or attempts to appease specific players.",0.98130053,-0.48052326,6,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contributions, does.",148
"This player frequently receives punishment from others, both when they contribute and when they do not. Their observable responses suggest neither straightforward deterrence nor pure retaliation. They do not reliably respond to being punished by shifting to more compliant, safer strategies; after being sanctioned, they are still willing to contribute fully and sometimes also escalate their own use of punishment. Thus, punishment does not consistently cow them into low-visibility, low-impact play. At the same time, they do not engage in clear one-to-one vendettas: there is no clean pattern of “you punished me, I punish you next time” targeting specific counterparts, at least not one that can be unambiguously inferred from aggregate behavior. Their retaliation, if present, is noisy and folded into broader sanctioning of the group. They tolerate repeated punishment without withdrawing completely from contribution; instead, they oscillate between cooperative and non-cooperative episodes. This suggests a personality that is resistant to social pressure and willing to stick with self-defined norms, even under direct sanctions. When they do punish after having been punished, the intensity indicates an emotional or pride component—“I won’t be pushed around”—but the targets cannot be clearly mapped to specific punishers from prior rounds based solely on the transcript, so any claim about direct revenge against identifiable individuals is low confidence. Overall, they are relatively punishment-insensitive in the deterrence sense and potentially revenge-prone in a diffuse way, but not reliably tit-for-tat against specific punishers.",1.0523316,-1.1059237,5,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contributions, low.",92
"This player receives punishment on multiple occasions from various others. Their behavioral response does not indicate compliance or accommodation: after being punished, they do not reliably shift toward the punisher’s apparent norm (for example, they do not consistently move from free-riding to contributing, nor from heavy punishment to restraint). There is also no clear pattern of targeted retaliation against identifiable punishers. Although punishers are identifiable, the player’s punishment behavior is too broad and erratic to cleanly infer tit-for-tat responses. Sometimes they later punish players who had previously punished them, but they also punish players who did not punish them and fail to punish some past punishers. Because of this inconsistency, any retaliatory motive is at best low-confidence and mixed with other motives. They show no visible “forgiveness” dynamic: punishment from others does not lead them to stop punishing those individuals, nor to adopt more cooperative contributions toward them. Instead, their own punishment and contribution patterns continue in a similarly volatile manner regardless of who has sanctioned them. Overall, they appear relatively insensitive to being punished in terms of strategic adjustment. They neither consistently appease punishers with cooperative behavior nor reliably escalate against them; they continue following their own idiosyncratic pattern.",0.97597235,-1.0537015,5,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contributions, low.",92
"When they themselves are punished, they do not display a clear, consistent pattern of retaliation or compliance. After being fined, they sometimes continue to contribute fully, sometimes switch to free‑riding, and sometimes also begin or increase their own punishment of others. They do not systematically target all who punished them; there is no clear one‑for‑one retaliation against every punisher. This suggests that while they may occasionally react to being targeted, they are not narrowly vindictive. They also do not reliably “reward” punishment by conforming to a cooperator norm after being sanctioned. At times they maintain high contributions despite repeated deductions, which may reflect a stubborn adherence to their own preferred behavior rather than obedience to external pressure. At other times they defect after being punished, which could signal frustration or disengagement rather than learning. Overall, their response to punishers is best characterized as noisy and internally driven: they neither meekly comply with sanctions nor systematically strike back. Whether they interpret punishment as informative, hostile, or arbitrary is unknown; their mixed behavioral adjustments imply that they do not construct a stable model of specific punishers over the course of the game.",0.5449756,-0.09355055,3,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contribution, free.",146
"When they are punished, this player does not reliably respond with appeasement or clear compliance. They continue to mix cooperative and uncooperative contributions after being sanctioned and often maintain or even escalate their own use of punishment. There is no obvious evidence that they selectively retaliate against specific identifiable punishers; their punishment is too diffuse and widespread to confidently infer targeted revenge. Instead, their reaction to being punished appears to be: (a) persistence in their own strategic flexibility on contributions, and (b) continued or intensified willingness to punish others broadly. This suggests a low tendency toward forgiveness and a low tendency to “submit” to others’ sanctioning; they do not appear to internalize others’ punishment as a cue to conform, but rather continue following their own aggressive pattern. Whether they consciously track who punished them is unknown; at best, any retaliation is indirect or submerged within generally hostile sanctioning.",0.86689484,-1.3586233,5,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contributions, low.",92
"This player is repeatedly punished across the game, often when they free-ride while others contribute more. Despite this, they do not reliably “comply” by switching into sustained cooperation after being punished. Sometimes they contribute fully after having been punished; at other times they continue to free-ride even after receiving substantial deductions. There is no clear one-to-one retaliatory pattern against specific punishers: when they finally do invest heavily in punishment, the target pattern is not obviously tied to a single prior punisher, and they do not become a persistent counter-punisher. Overall, they show low responsiveness to sanctions in terms of long-term behavioral change and do not clearly adopt either a forgiving (shift to cooperation) or a vengeful (systematic retaliation) stance. Their response to being punished appears inconsistent and weakly strategic, with no stable compliance rule.",0.791006,-1.0448273,5,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contributions, low.",92
"When punished, the player does not display a clear, consistent shift toward either appeasement or counter-retaliation. They sometimes continue to free-ride after being punished and sometimes continue to cooperate after being targeted, indicating that punishment does not reliably induce compliance. There is no systematic pattern of punishing specific prior punishers in the following round, so directed revenge against identifiable punishers is at most sporadic and cannot be cleanly inferred. Likewise, there is no clear pattern of switching to stable high contributions to avoid further sanctions. Their response is best described as emotionally resilient or indifferent at the strategic level: they absorb punishment, occasionally adjust contributions, but not in a way that clearly signals “I comply to avoid costs” or “I retaliate against you.” Forgiveness vs. resentment is unknown; the observable actions do not cleanly map to one or the other.",0.58575165,-0.36263326,3,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contribution, free.",146
"This player is punished in many rounds, often despite contributing fully or more than some peers, and appears to interpret such punishment as illegitimate or hostile. They do not visibly “comply” with punishers by increasing contributions afterward; in fact, repeated punishment is followed by phases of free-riding and, at one point, intense counter-punishment. This indicates that being punished does not induce them to align with any perceived norm; instead, it undermines their willingness to cooperate and increases their readiness to retaliate. However, the retaliation is not targeted in a clear, one-to-one way at specific named punishers—at least not in a pattern that can be reliably inferred from the transcript. This makes their response more consistent with diffuse revenge against the group climate rather than precise tit-for-tat. After expressing retaliation through costly punishment, they do not persist in punishing the same environment in subsequent rounds even though they keep receiving sanctions; this suggests that their anger response is acute rather than chronic, that they are capable of “moving on” behaviorally even if they do not return to stable cooperation. They never show a pattern of “forgiving through compliance” (i.e., adapting contributions upward to avoid further punishment), so their type resists coercion and does not reward aggressors with greater cooperation.",0.94191474,-1.3628625,5,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contributions, low.",92
"They experience substantial punishment across the game but do not clearly retaliate against specific identified punishers, nor do they shift toward stable cooperation to appease them. When punished, their subsequent contributions generally remain low or revert to defection after brief cooperative excursions, suggesting limited compliance with punitive pressure. There is no consistent pattern of “hit back at whoever punished me” visible; their rare uses of punishment do not line up clearly with those who previously targeted them, at least at the coarse resolution available here. This indicates a relatively low retaliatory drive, or at least low willingness to spend on revenge. At the same time, they also do not respond with durable “forgiveness-and-cooperation” after being sanctioned; their cooperative switches are temporary and do not map cleanly onto punishments received, so any appeasement motive is weak or absent. Overall, they appear behaviorally resistant to social control via punishment: they absorb deductions and continue to prioritize self-benefit, with only short, inconsistent deviations toward cooperation.",0.65547675,-0.3384851,5,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contributions, low.",92
"The player is never observed being punished, so there is no direct evidence of their reaction to receiving sanctions, nor of any retaliation, forgiveness, or compliance dynamics in response to identified punishers. All inferences about their response to being punished are unknown. Indirectly, their own pattern of norm-based punishment without escalation or verbal aggression suggests they might interpret punishment as a coordination or enforcement signal rather than as a personal attack, but this is speculative and low confidence.",-1.3479779,-1.5008551,1,Punished / Unknown / Punishment,"This cluster groups personas with related strategy patterns around punished, unknown, punishment, player, response.",81
"They are punished at least once, but do not comment on it, do not reduce their contribution, and do not visibly retaliate. Their behavior toward others after being punished remains cooperative and norm‑oriented; they continue to fully contribute and keep punishing defectors rather than shifting blame or targeting potential punishers. This suggests relative forgiveness or at least non‑retaliation in practice, and a strong separation between enforcement of contribution norms and personal feelings about being targeted. Their silence about receiving punishment implies either that they accept punishment as part of the environment, that they do not know who did it, or that they choose not to escalate socially, but the key observable is that they stay committed to cooperation and principled punishment rather than entering a punitive spiral.",0.69237334,1.936286,4,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, behavior, cooperative.",200
"They are never punished by others, so their behavioral response to being sanctioned is unknown. There is no evidence of retaliation, accommodation, or verbal reaction to punishment because it never occurs. Their one act of punishing does not provoke any visible interaction directed at them, so their response to being identifiable as a punisher is also unknown. Based on their generally calm and cooperative communication style, one could tentatively expect relatively low reactivity to social slights, but this is speculative and not directly supported by observed punishment dynamics; confidence on their response to punishers is low and should be treated as unknown.",-1.3390572,0.3208918,0,Punished / Unknown / Response,"This cluster groups personas with related strategy patterns around punished, unknown, response, punishers, punishment.",109
"When they defect once after a long record of cooperation and then receive a very large punishment, their behavioral response is compliant and conciliatory rather than hostile. They do not reduce contributions in anger; instead, they immediately return to full contributions in the next cooperative opportunity and maintain that behavior in subsequent rounds. This suggests that they interpret punishment as a strong social signal to re‑adhere to the norm, and they comply without overt protest. They show no evidence of retaliating against punishers, despite punishers being identifiable and the deduction being harsh enough to plausibly provoke revenge in many players. They also do not confront anyone verbally about the punishment. This implies a forgiving or at least resignation‑oriented stance toward being sanctioned. They update their play rather than their willingness to attack others. At the same time, they do not explicitly apologize or self‑justify in chat; their response is behavioral rather than verbal. Their core pattern is: accept the social cost, restore cooperative behavior, and avoid escalation. Their stance toward the punishing individuals themselves remains behaviorally cooperative and non‑aggressive, consistent with a conflict‑averse, norm‑sensitive cooperator type.",0.15636063,0.3714662,4,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, behavior, cooperative.",200
"The player receives nontrivial punishment in several rounds, including ones where they themselves deviate from full contribution. Their observable reaction is mixed: on the one hand, they do not engage in overt verbal retaliation against specific punishers and do not name or accuse them in chat. On the other hand, they continue to punish heavily even while being punished, indicating that they do not back down in response to sanctions and do not immediately shift to a more conciliatory, cooperative posture toward those who punish them. They briefly offer a humorous or face-saving explanation about “pressing the wrong button” after another player praises their punitive actions. This remark comes after a period where they both deviated from the contribution norm and used strong punishment, and after they had been punished themselves. This suggests that when confronted socially with their behavior, they prefer to diffuse tension with humor or plausible deniability rather than directly admit exploitative or spiteful intent. They do not appear to systematically retaliate directly against punishers as punishers; instead, their punishment pattern stays tied to contribution behavior, not to who punished them. Compliance with norms after being punished is partial: they return to full contribution in many subsequent rounds, but this also coincides with a reestablishment of group cooperation, so it is unclear whether they are responding to punishment, group expectations, or their own preferences. Overall, they show a combination of stubbornness (continuing to use punishment despite being punished) and social smoothing (joking explanations) rather than clear submissive compliance or vindictive counter-punishment.",0.9840871,-1.0275639,5,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contributions, low.",92
"They are never punished in the transcript, so their direct response to being targeted is unknown. Consequently, their attitudes toward identifiable punishers, in terms of forgiveness, retaliation, or compliance when personally punished, cannot be inferred. However, from the fact that they themselves engage in norm-enforcing punishment aligned with the group’s stated cooperative standard, it is plausible—but not confirmable—that they would view justified, contribution-based punishment as legitimate. Whether they would retaliate against perceived unfair punishment or reduce contributions in response is unknown, and confidence about their reactions to personal sanctions is low.",-1.2978426,-0.023935765,0,Punished / Unknown / Response,"This cluster groups personas with related strategy patterns around punished, unknown, response, punishers, punishment.",109
"They are repeatedly punished for free-riding, sometimes quite heavily. Their behavioral adjustment to being punished is partial and short-lived. After experiencing punishment, they often switch to full contribution for at least the subsequent round, indicating some responsiveness and a capacity to learn that non-contribution has costs. However, this compliance is unstable: after one or a few cooperative rounds, they revert again to free-riding even though they can reasonably anticipate renewed punishment. This suggests that being punished induces temporary compliance but does not internalize the cooperative norm. Their minimal chat response shows neither explicit anger nor gratitude; they do not confront punishers, apologize, or overtly negotiate. When others point out their lack of contribution, they insist they are contributing despite the public record showing otherwise, which may be interpreted as defensiveness, confusion, or a desire to avoid being seen as intentionally exploitative. They do not clearly engage in directed counter-punishment of specific punishers (target data are unavailable), so explicit retaliation toward identifiable individuals is unknown. The overall profile is of a player who is behaviorally influenced by punishment in the short term but does not adopt sustained cooperation, and who manages reputation through denial rather than open conflict or reconciliation.",0.3403692,-0.75116575,3,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contribution, free.",146
"They are never punished by others in this game, so their direct behavioral response to being targeted by identifiable punishers is unknown. They never have to decide whether to forgive, retaliate, or comply in response to personal sanctions, and they never reference punishment in chat. Their attitudes toward punishers and the social meaning of punishment are therefore not observable in this transcript.",-1.4658692,-0.7934987,0,Punished / Unknown / Response,"This cluster groups personas with related strategy patterns around punished, unknown, response, punishers, punishment.",109
"When they are punished, they visibly react but do not clearly become more cooperative toward the punisher. Their single explicit reaction is a sarcastic or dry “thank” directed at those who deducted from them, indicating they notice and resent being targeted. There is no clear evidence that punishment elicits sustained higher contributions from them; their later contribution choices continue to alternate between full and zero, and they also persist in punishing others afterward. They do not attempt to retaliate directly at known punishers in a systematic way (punishment is not obviously redirected at whoever punished them), but their overall pattern suggests that punishment does not teach them pro-social lessons and instead mainly increases their cynicism and expressive hostility. They neither openly forgive nor attempt to reconcile with punishers, and they do not use communication to repair relationships. Overall, being punished leads to sarcastic acknowledgment and continued idiosyncratic behavior rather than compliance or alliance-building.",0.5756296,-0.026502572,3,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contribution, free.",146
"They are never directly punished in the transcript. As a result, their response to being punished is unknown. They also never verbally address punishment events directed at others, so their evaluative stance toward punishers is low-confidence: at most, their refusal to punish suggests they do not personally adopt a punishing role, but whether they silently approve, disapprove, or are indifferent to others’ punishment is unknown.",-1.0816057,-0.17767535,0,Punished / Unknown / Response,"This cluster groups personas with related strategy patterns around punished, unknown, response, punishers, punishment.",109
"They are punished once and lose a noticeable amount but do not mention it in chat and do not retaliate. They also do not clearly “learn” in a way that aligns with the punisher’s likely goal: after being punished for free-riding, they later defect again in similar social configurations. This indicates low responsiveness to punitive feedback: they neither reorient behavior consistently toward cooperation nor engage in counter-punishment. They also do not attempt appeasement or explicit cooperation signaling directed at the punishing players. Their response pattern is best summarized as silent non-escalation: they absorb punishment without comment, do not change their strategic orientation in a stable, punishment-aligned way, and do not use sanctions in return.",0.2837597,-0.40369865,3,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contribution, free.",146
"They are never punished by others in the transcript, so their response is unknown. Their potential for compliance, retaliation, or forgiveness when targeted by punishment is therefore unknown.",-1.6618826,-0.81070226,0,Punished / Unknown / Response,"This cluster groups personas with related strategy patterns around punished, unknown, response, punishers, punishment.",109
"They are never punished in the observed game, so their direct response to being punished is unknown. There is no data on whether they would retaliate, comply, or adjust behavior following personal punishment. However, given their overall profile—stable contribution, limited use of punishment, and cooperative messaging—it is plausible but low-confidence that they would interpret norm-based punishment as a signal rather than an affront, and that they would be more likely to comply or at least not escalate. This remains speculative; empirically, their response to being punished is unknown.",-1.0918679,-0.52669406,2,Punished / Punishment / Unknown,"This cluster groups personas with related strategy patterns around punished, punishment, unknown, punishers, response.",144
"When they are punished, they do not change their contribution pattern in a sustained cooperative direction. After receiving a concentrated set of deductions, they continue to alternate but revert quickly to non-contribution, and they are punished again later without durable behavioral compliance. They never acknowledge the punishers in chat, do not express anger, gratitude, or puzzlement, and do not retaliate with counter-punishment. Their observable response is behavioral inertia: they keep playing their own strategy largely unaffected. This suggests low sensitivity to social sanctions and low motivation either to appease punishers or to escalate conflict. In personality terms they appear emotionally detached or pragmatic regarding punishment events; they treat deductions as part of the payoff structure rather than as social signals to be answered.",0.40639186,-0.0545297,3,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contribution, free.",146
"They are punished multiple times by identifiable others but show no direct retaliation and no visible behavioral concession. They continue to contribute fully and continue to speak cooperatively after being punished. They do not confront or call out the punishers in chat, nor do they shift to punishing those who targeted them. Their reaction is essentially non‑reactive: no visible anger, no attempt to negotiate, no attempt to curry favor by lowering contributions or changing strategy. This indicates a forgiving or at least non‑vengeful orientation, and a separation between their own cooperative norm and how others treat them. Whether they internally register the punishment as unfair is unknown; what is clear is that it does not alter their cooperative behavior.",0.44526038,1.8917571,4,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, behavior, cooperative.",200
"They are punished multiple times over the game, including some substantial deductions, but they never acknowledge this directly in chat, never complain about being punished, and never ask who did it. They show no sign of retaliatory punishment toward likely punishers, and do not change their contribution behavior in a pro-social direction after being punished; they continue to free-ride almost every round and only contribute once, after substantial history of punishment. That single contribution is more tightly aligned with a positive cooperative message from another player than with immediate punishment history, so compliance with punishers’ signals seems weak at best. Emotionally, they appear relatively thick-skinned or detached: they maintain a joking, upbeat tone despite repeated targeted deductions. They also do not try to bargain with punishers or defend their behavior. Overall, they respond to punishment with behavioral stubbornness (continuing to free-ride), no visible retaliation, and no explicit emotional protest.",0.2979379,-0.450103,3,Punishment / Punished / Punishers,"This cluster groups personas with related strategy patterns around punishment, punished, punishers, contribution, free.",146
