metric_scope,treatment_name,cell_name,scenario,case,metric,generated_value,human_value,abs_error,generated_n,human_n
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,1.8958333333333333,4.1,2.2041666666666666,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,2.0,2.3,0.2999999999999998,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.416666666666667,4.88,0.46333333333333293,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.25,4.1,1.8499999999999996,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.25,2.4,0.1499999999999999,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.916666666666667,4.6,0.3166666666666673,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,2.4166666666666665,3.94,1.5233333333333334,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.5,2.44,0.06000000000000005,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,4.083333333333333,4.48,0.3966666666666674,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,1.9375,4.12,2.1825,48,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,2.2291666666666665,2.22,0.009166666666666323,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.5625,4.92,0.35749999999999993,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.2708333333333335,4.22,1.9491666666666663,48,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.4375,2.38,0.05750000000000011,48,50
paper_index_session,ODP,,,,delegation_index_mean,0.3571428571428571,0.3857142857142856,0.028571428571428525,50,50
paper_index_session,ODU,,,,delegation_index_mean,0.14,0.4799999999999999,0.3399999999999999,50,50
paper_index_session,TDP,,,,delegation_index_mean,0.2457142857142857,0.34857142857142853,0.10285714285714284,50,50
paper_index_session,TDU,,,,delegation_index_mean,0.18285714285714288,0.39714285714285713,0.21428571428571425,50,50
paper_index_scenario,ODP,ODP__support,support,,payoff_index_mean,0.6859102688694526,0.7859011243386242,0.09999085546917164,49,48
paper_index_scenario,ODP,ODP__support,support,,prosociality_index_mean,0.7071428571428573,0.6912962962962963,0.015846560846560998,49,48
paper_index_scenario,ODP,ODP__support,support,,kindness_index_mean,0.8652482269503547,0.8222222222222221,0.04302600472813267,47,45
paper_index_scenario,ODP,ODP__support,support,,intentions_index_mean,0.4136054421768708,0.6257142857142857,0.21210884353741488,49,35
paper_index_scenario,ODP,ODP__support,support,,predictability_index_mean,1.0,0.7058823529411765,0.2941176470588235,26,34
paper_index_scenario,ODP,ODP__support,support,,equality_index_mean,0.9833333333333334,0.95625,0.027083333333333348,24,32
paper_index_scenario,ODP,ODP__unknown,unknown,,payoff_index_mean,0.7613333333333333,0.707904761904762,0.05342857142857127,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,prosociality_index_mean,0.7535555555555556,0.6212222222222222,0.1323333333333334,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,kindness_index_mean,0.8666666666666667,0.7399999999999999,0.12666666666666682,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,intentions_index_mean,0.4286666666666667,0.6336666666666667,0.20500000000000002,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,predictability_index_mean,1.0,0.54,0.45999999999999996,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,equality_index_mean,0.8719999999999999,0.9280000000000002,0.05600000000000027,50,50
paper_index_scenario,ODU,ODU__support,support,,payoff_index_mean,0.664636507936508,0.7176891842008122,0.05305267626430421,50,43
paper_index_scenario,ODU,ODU__support,support,,prosociality_index_mean,0.6790999999999999,0.6511640211640211,0.02793597883597887,50,42
paper_index_scenario,ODU,ODU__support,support,,kindness_index_mean,0.78,0.7166666666666666,0.06333333333333346,50,40
