custom_id,response_id,scenario_hash,scenario_index,sample_within_scenario,left_action,right_action,option_a_action,option_b_action,gold_choice,gold_action,predicted_choice,predicted_action,correct,scenario_type,scenario_type_strict,attribute_level,pedped,parse_success,parse_error,raw_content,exact_format
mm_individual_demo_011_04_ab_wvsw6covered168,tE5atm3r98BwuhuFR,8438349e35ea65069625edddd52af96a,11,4,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Fitness,Rand,0,True,,B,True
mm_individual_demo_011_05_ab_wvsw6covered168,umKejjda6PfhRvxEb,8438349e35ea65069625edddd52af96a,11,5,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_012_04_ab_wvsw6covered168,j58RSioaPTMuTgNfJ,fa5312d6d4d9ab53fe9f933029c58b67,12,4,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_013_01_ab_wvsw6covered168,aLn4dj45uxRhtqKxL,68f34fdd904338799cc82431fcf5c4ad,13,1,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_013_04_ab_wvsw6covered168,uJWSRCKcKRnozGcBH,68f34fdd904338799cc82431fcf5c4ad,13,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,0,True,,B,True
mm_individual_demo_014_01_ab_wvsw6covered168,9FkgHyoR4o8vAsh4c,178a4ad0eb24ebd1b5a266880d24c47d,14,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_014_04_ab_wvsw6covered168,hN2zXfdSc2sMRSvTA,178a4ad0eb24ebd1b5a266880d24c47d,14,4,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_015_01_ab_wvsw6covered168,D2RBRTtuaWKd93JCe,c5bcd476c5b67c94730a4ac29600565b,15,1,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_015_03_ab_wvsw6covered168,DnKEFshxv6cBSKoeh,c5bcd476c5b67c94730a4ac29600565b,15,3,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_017_01_ab_wvsw6covered168,53tWKDMXnYxR4LQZP,09d1fe9f0da9b572a91e67f492369538,17,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Old,0,True,,B,True
mm_individual_demo_017_02_ab_wvsw6covered168,8ywKGEKQivAgyT3fF,09d1fe9f0da9b572a91e67f492369538,17,2,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,0,True,,A,True
mm_individual_demo_017_03_ab_wvsw6covered168,A4XeEvvsDmAzqrSw4,09d1fe9f0da9b572a91e67f492369538,17,3,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Old,0,True,,B,True
mm_individual_demo_017_05_ab_wvsw6covered168,yRyZxoD8D8zLgEgY8,09d1fe9f0da9b572a91e67f492369538,17,5,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,0,True,,A,True
mm_individual_demo_018_01_ab_wvsw6covered168,3QSt7tJyWEwyurQrT,77a76c25e1470b915257b9dc879cda26,18,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Young,1,True,,A,True
mm_individual_demo_018_03_ab_wvsw6covered168,sL4C5t2Zeu6sD56dc,77a76c25e1470b915257b9dc879cda26,18,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Young,1,True,,A,True
mm_individual_demo_018_04_ab_wvsw6covered168,zp269sseq8NoescCi,77a76c25e1470b915257b9dc879cda26,18,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_019_05_ab_wvsw6covered168,r8t3ysGzMKynjzEMj,f7a0546a2fa54119593dec3e4406e135,19,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Young,1,True,,A,True
mm_individual_demo_020_01_ab_wvsw6covered168,eotapRHLLhKGdsbRz,2925106b8d39a2daf4ac9515d7e6302a,20,1,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_020_03_ab_wvsw6covered168,ttbB4ZfGHbvscp5tz,2925106b8d39a2daf4ac9515d7e6302a,20,3,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_020_05_ab_wvsw6covered168,wKEbyzrKhDFoRSGvq,2925106b8d39a2daf4ac9515d7e6302a,20,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_021_01_ab_wvsw6covered168,ApZcvbkgxNazgmDFj,dc392be2ef2f0e0306cf39324f2f372f,21,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,1,True,,A,True
mm_individual_demo_022_01_ab_wvsw6covered168,2jKFztpJSM4PyMF4d,2f2c7f336ec11a8cefc39f15069c4fd5,22,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_022_02_ab_wvsw6covered168,6J5o6qCRLBW3wMri8,2f2c7f336ec11a8cefc39f15069c4fd5,22,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_022_04_ab_wvsw6covered168,taXHjjowusGoxcfhC,2f2c7f336ec11a8cefc39f15069c4fd5,22,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_023_03_ab_wvsw6covered168,fcJ825PX2LJMS9Q3J,0ca24cd58cdf0faeec82c043821094dc,23,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_023_04_ab_wvsw6covered168,fzRWCCRPCGc9cZYJi,0ca24cd58cdf0faeec82c043821094dc,23,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_024_04_ab_wvsw6covered168,om2Bq2NKbLBBemHJr,a6d1ea9ffa14fb945cbfb1987b9ea8ca,24,4,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_026_01_ab_wvsw6covered168,BDbvJ6GdP8ufTZFEz,57f2f3f1620ea7cadb3a45a62c948db0,26,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_026_03_ab_wvsw6covered168,D4NxFS79e6BxPX33x,57f2f3f1620ea7cadb3a45a62c948db0,26,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_027_02_ab_wvsw6covered168,D5ALH9B7Hocuybj8C,0205c1ee69c9f923c1b7a1e71b3e5963,27,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_027_04_ab_wvsw6covered168,tLJ2reCu7cRKfhwX2,0205c1ee69c9f923c1b7a1e71b3e5963,27,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_027_05_ab_wvsw6covered168,wbwP3JfWtzfReFWDw,0205c1ee69c9f923c1b7a1e71b3e5963,27,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_028_01_ab_wvsw6covered168,2Xtv94sQDzbNeRvBN,ea2b354634993cdac66fa6f859c0068e,28,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_028_02_ab_wvsw6covered168,3o4ceP8D5fu6HbsRQ,ea2b354634993cdac66fa6f859c0068e,28,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_028_05_ab_wvsw6covered168,jWN4Rsp4ixL8XsCPg,ea2b354634993cdac66fa6f859c0068e,28,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_029_01_ab_wvsw6covered168,2sFkd9kCwd2RQRpCp,7c5eb9f0e9c6bb257050569d1264ea4a,29,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_031_01_ab_wvsw6covered168,3hXdk4Ptpno5dERNZ,3b93b24d35338bb577169344973e079e,31,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_031_02_ab_wvsw6covered168,64juTuPNJbnAuCNGX,3b93b24d35338bb577169344973e079e,31,2,swerve,stay,swerve,stay,B,stay,A,swerve,False,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_031_04_ab_wvsw6covered168,iQQamRh5M5r7ymwnK,3b93b24d35338bb577169344973e079e,31,4,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_032_01_ab_wvsw6covered168,2KCpT7wFEiB2BCR98,658ada3062c37295a6befb570d209548,32,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_032_03_ab_wvsw6covered168,bEeRLurMk9NZhQthm,658ada3062c37295a6befb570d209548,32,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_032_05_ab_wvsw6covered168,sAJJ2cAyPk6hYLrvK,658ada3062c37295a6befb570d209548,32,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_033_02_ab_wvsw6covered168,6k84sNzL7y2HPR6gi,1de59853b82d8b8ffeb21679ff2e677d,33,2,stay,swerve,stay,swerve,B,swerve,A,stay,False,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_033_05_ab_wvsw6covered168,oZaiYdnqxMxSGujcv,1de59853b82d8b8ffeb21679ff2e677d,33,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_034_01_ab_wvsw6covered168,37mFagkBND7vFE2i5,1f19e7f9ae9fcb941276e4822b3b3a68,34,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_034_03_ab_wvsw6covered168,hKZiPrFM5rAobso9P,1f19e7f9ae9fcb941276e4822b3b3a68,34,3,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_036_03_ab_wvsw6covered168,8YXeKNTbJwjP9bRfs,adc5741ef7d135c4bdabe548792ec703,36,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_036_04_ab_wvsw6covered168,pEjcafpmq7HpPPu4Y,adc5741ef7d135c4bdabe548792ec703,36,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_036_05_ab_wvsw6covered168,wrm989j99r8g28nAn,adc5741ef7d135c4bdabe548792ec703,36,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_037_01_ab_wvsw6covered168,AWs4KNNEkmpbAnq2n,f2d3245b01c063e4d1096b26d9921826,37,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_037_03_ab_wvsw6covered168,fyRq66Cz5tfEKFnjw,f2d3245b01c063e4d1096b26d9921826,37,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_037_04_ab_wvsw6covered168,iLXyQQCxnyEyEhMpR,f2d3245b01c063e4d1096b26d9921826,37,4,swerve,stay,swerve,stay,B,stay,A,swerve,False,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_038_01_ab_wvsw6covered168,A7TKWQuq59vn3EKde,5c8c7479a5ebc4a2d9b524be2e1451eb,38,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_038_04_ab_wvsw6covered168,eiGQTkDrJ7aqNMpR3,5c8c7479a5ebc4a2d9b524be2e1451eb,38,4,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_039_01_ab_wvsw6covered168,3kReP4iYMsxcqhhjy,d881db7ecaca8f1cf95ccf54ca82d3e2,39,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_039_05_ab_wvsw6covered168,pwGYbyud9R2bNuWMS,d881db7ecaca8f1cf95ccf54ca82d3e2,39,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_041_05_ab_wvsw6covered168,xobrLtsqngqq4orgd,cf74956998927190759a19a9f27cca1c,41,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_042_01_ab_wvsw6covered168,7KKWzknShAXjekMry,177b0905a5980959cf38d569e4f9c7fe,42,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_042_03_ab_wvsw6covered168,FDyeREdF98ckjuR96,177b0905a5980959cf38d569e4f9c7fe,42,3,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_043_01_ab_wvsw6covered168,fHPnCsCfH9MnqhAxM,29491ff886e46d484657ddcea7f72297,43,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Age,Rand,1,True,,B,True
mm_individual_demo_043_02_ab_wvsw6covered168,kMwDnr6BkJA66hAg6,29491ff886e46d484657ddcea7f72297,43,2,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Age,Rand,1,True,,B,True
mm_individual_demo_043_03_ab_wvsw6covered168,o2BYajfMfqKJjKpZz,29491ff886e46d484657ddcea7f72297,43,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Age,Rand,1,True,,B,True
mm_individual_demo_044_01_ab_wvsw6covered168,D9MZZY6vJD3D3Cpk9,60298a3a0af4e1efe84b4646e5214fcd,44,1,swerve,stay,swerve,stay,B,stay,A,swerve,False,Fitness,Fitness,Fit,1,True,,A,True
mm_individual_demo_045_01_ab_wvsw6covered168,ZE4z96aKruidvP3sx,c206763910365d41d0fc71c7580c6043,45,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_045_05_ab_wvsw6covered168,tPrbu76ZFn4JbBuvz,c206763910365d41d0fc71c7580c6043,45,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_046_05_ab_wvsw6covered168,xKbuFxsqqb2d7TrC4,21e60cb66fb9cc874a033c56cf158a9b,46,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Social Status,Social Status,Low,1,True,,A,True
mm_individual_demo_047_03_ab_wvsw6covered168,eKqduggbtATmjaJKy,79c59073a50d6348bdf97d0b34f214ea,47,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_048_01_ab_wvsw6covered168,4v59Tg9Bgmvm6yfP3,697927bab188ef452432817a12f11728,48,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_048_04_ab_wvsw6covered168,oKaPAHcuGFLbNMTcW,697927bab188ef452432817a12f11728,48,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_048_05_ab_wvsw6covered168,w9ccZgDbovy4dfuZ3,697927bab188ef452432817a12f11728,48,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_049_02_ab_wvsw6covered168,E3BmhcHLGXLTxgdNQ,8aa4bb7e1b24ee37fc401c9a01c1cf25,49,2,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_049_05_ab_wvsw6covered168,ydmm4Z6SRy4CWF5wh,8aa4bb7e1b24ee37fc401c9a01c1cf25,49,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_050_01_ab_wvsw6covered168,3R4NwH82rwfF5TYxx,600c89522f1f7167052322cc016b4f97,50,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_050_02_ab_wvsw6covered168,CFMpqhYfrwre7TgEc,600c89522f1f7167052322cc016b4f97,50,2,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_050_04_ab_wvsw6covered168,fikJQ6uM6aQw59fLF,600c89522f1f7167052322cc016b4f97,50,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_050_05_ab_wvsw6covered168,samuX3F7cNg8Fjs2f,600c89522f1f7167052322cc016b4f97,50,5,swerve,stay,swerve,stay,A,swerve,B,stay,False,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_051_01_ab_wvsw6covered168,79sLxQjAToFCuctu5,11dd9a53601cabacd4eec0668053e515,51,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_051_02_ab_wvsw6covered168,cr9eLFoMtPavnLSTA,11dd9a53601cabacd4eec0668053e515,51,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_051_05_ab_wvsw6covered168,zyTyMZmcQwmAZwfbd,11dd9a53601cabacd4eec0668053e515,51,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_053_03_ab_wvsw6covered168,eRnZZS8LPJWHttBbz,15a88991e22d59dbb6d745694d5a522f,53,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Social Status,Social Status,High,1,True,,B,True
mm_individual_demo_053_04_ab_wvsw6covered168,prfdHKfPweZMscswd,15a88991e22d59dbb6d745694d5a522f,53,4,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Social Status,Social Status,High,1,True,,B,True
mm_individual_demo_054_03_ab_wvsw6covered168,cZnaQgNF6j2fsv7kp,d1949bd05782cf154d2f7a9a4ac8841a,54,3,swerve,stay,swerve,stay,B,stay,A,swerve,False,Fitness,Fitness,Fit,1,True,,A,True
mm_individual_demo_054_05_ab_wvsw6covered168,ksZApqauSb7ewx4yG,d1949bd05782cf154d2f7a9a4ac8841a,54,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fit,1,True,,A,True
mm_individual_demo_055_01_ab_wvsw6covered168,4iyYyLLAg4dPJmXEJ,9d8468cc906db2cb7c6a2365ced65bcc,55,1,swerve,stay,swerve,stay,B,stay,A,swerve,False,Social Status,Social Status,Low,1,True,,A,True
mm_individual_demo_055_03_ab_wvsw6covered168,DsuhoMfCKR6Fqh7mw,9d8468cc906db2cb7c6a2365ced65bcc,55,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Social Status,Social Status,Low,1,True,,A,True
mm_individual_demo_056_01_ab_wvsw6covered168,4uGSTnGto8hTXxFKg,5a5f61daf68d6fb6c41d66b5b4ac76d2,56,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_056_03_ab_wvsw6covered168,YySFKzPMj2wQRLs7X,5a5f61daf68d6fb6c41d66b5b4ac76d2,56,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_057_01_ab_wvsw6covered168,5QRuQPFuc8YhdS33o,ac6d88a9168648a2f7afc3aad00c7b56,57,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_057_02_ab_wvsw6covered168,bMrd3Xxay533SzyrM,ac6d88a9168648a2f7afc3aad00c7b56,57,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_057_03_ab_wvsw6covered168,j8QP2v9vs5MymSS3n,ac6d88a9168648a2f7afc3aad00c7b56,57,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_058_01_ab_wvsw6covered168,Zh5Z5MxiKdgoxtL5E,e8bcad3ad064da201e0804c259112303,58,1,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Young,1,True,,A,True
mm_individual_demo_059_01_ab_wvsw6covered168,42MYBkvrGetbCCTnF,f85361318cebd5d73c6d046c6a64ffe1,59,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_059_02_ab_wvsw6covered168,4dZSxZAWWKoJS4kiL,f85361318cebd5d73c6d046c6a64ffe1,59,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_060_04_ab_wvsw6covered168,mKiEFrdvmmJ92drb6,46cec61da948a5798024bcfc7ab7737d,60,4,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Young,1,True,,A,True
mm_individual_demo_060_05_ab_wvsw6covered168,nBaRww7s7nKD5fSpj,46cec61da948a5798024bcfc7ab7737d,60,5,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Young,1,True,,A,True
mm_individual_demo_061_04_ab_wvsw6covered168,tuF7EMqJvAFxgjTPe,2833e281fb9c21f930a613e3d21906ad,61,4,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_061_05_ab_wvsw6covered168,vnBnqhSR2E9PyjyDA,2833e281fb9c21f930a613e3d21906ad,61,5,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_062_01_ab_wvsw6covered168,AEHymt53rGbs3uudZ,ffaf426a31ff53d4d7698292978d817f,62,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Age,Rand,1,True,,B,True
mm_individual_demo_063_01_ab_wvsw6covered168,7qpbu3YivBmbrFxtH,57b635852ad54f8541552a5f6e71dbb0,63,1,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_063_03_ab_wvsw6covered168,a4zjzfHYf9ob88c89,57b635852ad54f8541552a5f6e71dbb0,63,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_065_02_ab_wvsw6covered168,DvqJuezZQtGncfGHJ,3e0c5465a62a205260ee74a0071a1b5a,65,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_065_05_ab_wvsw6covered168,rGygitHXzPMCxSE9j,3e0c5465a62a205260ee74a0071a1b5a,65,5,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,0,True,,A,True
