question_id,block_name,question_type,n_csv_columns,is_wave4_target,is_wave1_3_match_for_wave4_target,family,candidate_role,exclusion_group,question_text_short
QID41,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,"Considering a long time period (for example 10 or 20 years), which asset described below normally gives the highest return?"
QID42,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,"Do you think that the following statement is true or false? ""After age 70 and a half, you have to withdraw at least some money from your 401(k) plan or IRA."""
QID43,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"Suppose you owe $3,000 on your credit card. You pay a minimum payment of $30 each month. At an Annual Percentage Rate of 12% (or 1% per month), how many year..."
QID44,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"Imagine that we roll a fair, six-sided die 1,000 times. Out of 1,000 rolls, how many times do you think the die would come up as an even number? Which is the..."
QID45,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"In the BIG BUCKS LOTTERY, the chance of winning a $10.00 prize is 1%. What is your best guess about how many people would win a $10.00 prize if 1,000 people ..."
QID46,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"If the chance of getting a disease is 20 out of 100, this would be the same as having a [blank]% chance of getting the disease. Enter a percentage from 0 to ..."
QID47,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"In the ACME PUBLISHING SWEEPSTAKES, the chance of winning a car is 1 in 1,000. What percent of tickets of ACME PUBLISHING SWEEPSTAKES win a car? Enter a perc..."
QID48,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"If the chance of getting a disease is 10%, how many people would be expected to get the disease out of 1,000? Enter a number from 0 to 1,000."
QID49,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets? Enter a number of minutes."
QID50,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,A bat and ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost? Enter a number in dollars.
QID51,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it..."
QID52,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,Emily’s father has three daughters. The first two are named April and May. What is the third daughter’s name?
QID53,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,How many cubic feet of dirt are there in a hole that is 3’ deep x 3’ wide x 3’ long? Enter a number of cubic feet.
QID54,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,"If you’re running a race and you pass the person in second place, what place are you in? Enter a number."
QID55,Cognitive tests ,TE,1,False,False,cognitive_tests,profile_input_candidate,,A farmer had 15 sheep and all but 8 died. How many are left? Enter a number
QID56,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Please indicate which is the best answer to solve the puzzle below. Puzzle Grid (3x3 Matrix) Each cell in a 3x3 matrix contains a circle with an arrow pointi...
QID57,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,"Please indicate which is the best answer to complete the figure below. STRUCTURE OF THE IMAGE: The image is a 3x3 grid of figures (3 rows, 3 columns), with a..."
QID58,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,"Please indicate which is the best answer to complete the puzzle below. Puzzle Description: The puzzle is a 3x3 grid of black and white squares, each containi..."
QID59,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,All the cubes below have a different image on each side. Select the choice that could represent a rotation of the cube labeled X Main Cube (X) Cube X shows t...
QID60,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,All the cubes below have a different image on each side. Select the choice that could represent a rotation of the cube labeled X Description of Cube X: Cube ...
QID61,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,All the cubes below have a different image on each side. Select the choice that could represent a rotation of the cube labeled X The Task: You are given a cu...
QID62,Cognitive tests ,DB,0,False,False,cognitive_tests,profile_input_candidate,,"Each of the 10 questions in the next task consists of a word in capital letters, followed by five words as the answer options. Please select the word that is..."
QID63,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as CONCUR
QID64,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as CONFISCATE
QID65,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as SOLICIT
QID66,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as FURTIVE
QID67,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as ASTUTE
QID68,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as COVET
QID69,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as OSCILLATE
QID70,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as INDOLENT
QID71,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as DISPARITY
QID72,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Synonym: Select the word that is most nearly the same in meaning as INDIGENT
QID73,Cognitive tests ,DB,0,False,False,cognitive_tests,profile_input_candidate,,"Each of the 10 questions in the next task consists of a word in capital letters, followed by five words as the answer options. Please select the word that is..."
QID74,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to SATED
QID75,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to COMPLAISANT
QID76,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to ALOOF
QID77,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to ABOMINATE
QID78,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to VERBOSE
QID79,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to DEARTH
QID80,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to SPORADIC
QID81,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to CORPULENT
QID82,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to GERMANE
QID83,Cognitive tests ,MC,1,False,False,cognitive_tests,profile_input_candidate,,Antonym: Select the word that is most nearly the opposite in meaning to VACUOUS
QID11,Demographics,MC,1,False,False,demographics,profile_input_candidate,,Which part of the United States do you currently live in?
QID12,Demographics,MC,1,False,False,demographics,profile_input_candidate,,What is the sex that you were assigned at birth?
QID13,Demographics,MC,1,False,False,demographics,profile_input_candidate,,How old are you?
QID14,Demographics,MC,1,False,False,demographics,profile_input_candidate,,What is the highest level of schooling or degree that you have completed?
QID15,Demographics,MC,1,False,False,demographics,profile_input_candidate,,What is your race or origin?
QID16,Demographics,MC,1,False,False,demographics,profile_input_candidate,,Are you a citizen of the United States?
QID17,Demographics,MC,1,False,False,demographics,profile_input_candidate,,Which of these best describes you?
QID18,Demographics,MC,1,False,False,demographics,profile_input_candidate,,"What is your present religion, if any?"
QID19,Demographics,MC,1,False,False,demographics,profile_input_candidate,,"Aside from weddings and funerals, how often do you attend religious services?"
QID20,Demographics,MC,1,False,False,demographics,profile_input_candidate,,"In politics today, do you consider yourself a"
QID21,Demographics,MC,1,False,False,demographics,profile_input_candidate,,"Last year, what was your total family income from all sources, before taxes?"
QID22,Demographics,MC,1,False,False,demographics,profile_input_candidate,,"In general, would you describe your political views as"
QID23,Demographics,MC,1,False,False,demographics,profile_input_candidate,,"Including yourself, how many people currently live in your household?"
QID24,Demographics,MC,1,False,False,demographics,profile_input_candidate,,What is your current employment status?
QID157,Disease - gain ,MC,1,False,False,other,other,,"Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disea..."
QID158,Disease-loss,MC,1,True,True,other,digital_twin_sim_target,,"Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disea..."
QID117,Economic preferences ,MC,1,False,False,trust,core_pgg_transfer_target,trust,Suppose you were given $5 and had to decide how much of this money to keep for yourself and how much to send to another (anonymous) person. Any amount you se...
QID118,Economic preferences ,MC,1,False,False,trust,core_pgg_transfer_target,trust,"Suppose now that you are playing this game as the other person, i.e., the receiver. For each amount that you may receive, how much would you keep for yoursel..."
QID119,Economic preferences ,MC,1,False,False,trust,core_pgg_transfer_target,trust,If the person sends me $4 (which would become $12):
QID120,Economic preferences ,MC,1,False,False,trust,core_pgg_transfer_target,trust,If the person sends me $3 (which would become $9):
QID121,Economic preferences ,MC,1,False,False,trust,core_pgg_transfer_target,trust,If the person sends me $2 (which would become $6):
QID122,Economic preferences ,MC,1,False,False,trust,core_pgg_transfer_target,trust,If the person sends me $1 (which would become $3):
QID149,Economic preferences ,MC,1,False,False,mental_accounting,secondary_econ_target,mental_accounting,Person A was given tickets to lotteries involving the World Series. They won $50 in one lottery and $25 in the other. Person B was given a ticket to a single...
QID150,Economic preferences ,MC,1,False,False,mental_accounting,secondary_econ_target,mental_accounting,Person A received a letter from the IRS saying that they made a minor arithmetical mistake on their tax return and owed $100. They received a similar letter ...
QID151,Economic preferences ,MC,1,False,False,mental_accounting,secondary_econ_target,mental_accounting,"Person A bought their first New York State lottery ticket and won $100. Also, in a freak accident, they damaged the rug in their apartment and had to pay the..."
QID152,Economic preferences ,MC,1,False,False,mental_accounting,secondary_econ_target,mental_accounting,"Person A's car was damaged in a parking lot. They had to spend $200 to repair the damage. The same day the car was damaged, they won $25 in the office footba..."
QID224,Economic preferences ,MC,1,False,False,ultimatum,core_pgg_transfer_target,ultimatum,Suppose you were given $5 and had to offer to another (anonymous) person a way to split the money. You would propose how much of this money to keep for yours...
QID225,Economic preferences ,MC,1,False,False,ultimatum,core_pgg_transfer_target,ultimatum,"Suppose now that you are playing this game as the other person, i.e., the receiver. For each offer made by the sender, would you accept or reject the offer? ..."
QID226,Economic preferences ,MC,1,False,False,ultimatum,core_pgg_transfer_target,ultimatum,If the person offers to keep $1 for themselves and send me $4:
QID227,Economic preferences ,MC,1,False,False,ultimatum,core_pgg_transfer_target,ultimatum,If the person offers to keep $2 for themselves and send me $3:
QID228,Economic preferences ,MC,1,False,False,ultimatum,core_pgg_transfer_target,ultimatum,If the person offers to keep $3 for themselves and send me $2:
QID229,Economic preferences ,MC,1,False,False,ultimatum,core_pgg_transfer_target,ultimatum,If the person offers to keep $4 for themselves and send me $1:
QID230,Economic preferences ,MC,1,False,False,ultimatum,core_pgg_transfer_target,ultimatum,If the person offers to keep $5 for themselves and send me $0:
QID231,Economic preferences ,MC,1,False,False,dictator,core_pgg_transfer_target,dictator,"Suppose you were given $5 and had to split the money between yourself and another (anonymous) person. You and you only would decide how to split the money, t..."
QID243,Economic preferences ,DB,0,False,False,time_preference,secondary_econ_target,time_preference,"The following 6 questions will concern amounts of money you may receive in the future. In particular, these questions will concern amounts of money that you ..."
QID244,Economic preferences ,Matrix,10,False,False,time_preference,secondary_econ_target,time_preference,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that..."
QID245,Economic preferences ,Matrix,11,False,False,time_preference,secondary_econ_target,time_preference,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that..."
QID246,Economic preferences ,Matrix,9,False,False,time_preference,secondary_econ_target,time_preference,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that..."
QID247,Economic preferences ,Matrix,10,False,False,time_preference,secondary_econ_target,time_preference,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that..."
QID248,Economic preferences ,Matrix,11,False,False,time_preference,secondary_econ_target,time_preference,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that..."
QID249,Economic preferences ,DB,0,False,False,risk_preference_gain,secondary_econ_target,risk_preference_gain,"In the next few questions, you will be asked to consider various lottery tickets. These lotteries will be represented in the following way: This lottery tick..."
QID250,Economic preferences ,Matrix,14,False,False,risk_preference_gain,secondary_econ_target,risk_preference_gain,"In this question, the LOTTERY is a 50% chance of winning $6 and a 50% chance of winning $0. Suppose you are given the option to exchange this lottery for cer..."
QID251,Economic preferences ,Matrix,14,False,False,risk_preference_gain,secondary_econ_target,risk_preference_gain,"In this question, the LOTTERY is a 50% chance of winning $8 and a 50% chance of winning $2. Suppose you are given the option to exchange this lottery for cer..."
QID252,Economic preferences ,Matrix,14,False,False,risk_preference_gain,secondary_econ_target,risk_preference_gain,"In this question, the LOTTERY is a 50% chance of winning $10 and a 50% chance of winning $0. Suppose you are given the option to exchange this lottery for ce..."
QID271,Economic preferences ,TE,6,False,False,trust,core_pgg_transfer_target,trust,We are now interested in what you were thinking about while deciding how much of the money to keep for yourself and how much to send to another (anonymous) p...
QID272,Economic preferences ,TE,6,False,False,trust,core_pgg_transfer_target,trust,"Second, please list the thoughts you had when deciding how much would you keep for yourself and how much would send back to the other person:"
QID275,Economic preferences ,TE,6,False,False,dictator,core_pgg_transfer_target,dictator,We are now interested in what you were thinking about while deciding how much of the money to keep for yourself and how much to send to another (anonymous) p...
QID276,Economic preferences ,Matrix,14,False,False,risk_preference_loss,secondary_econ_target,risk_preference_loss,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. Suppose you are given t..."
QID277,Economic preferences ,Matrix,14,False,False,risk_preference_loss,secondary_econ_target,risk_preference_loss,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). Suppose you are g..."
QID278,Economic preferences ,Matrix,14,False,False,risk_preference_loss,secondary_econ_target,risk_preference_loss,"In this question, the LOTTERY is a 50% chance of LOSING $10 (as indicated by the minus sign before $10) and a 50% chance of winning $0. Suppose you are given..."
QID279,Economic preferences ,Matrix,14,False,False,risk_preference_loss,secondary_econ_target,risk_preference_loss,"In this question, the LOTTERY is a 50% chance of LOSING $8 (as indicated by the minus sign before $8) and a 50% chance of winning a value x. Suppose you are ..."
QID84,Economic preferences ,Matrix,9,False,False,time_preference,secondary_econ_target,time_preference,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that..."
QID242,Economic preferences - intro ,DB,0,False,False,economic_preferences_other,other,,"In this section, you will be asked various questions about your opinions and preferences. In order to help you pace yourself, the ""next"" button will appear o..."
QID266,Economic preferences - intro ,DB,0,False,False,economic_preferences_other,other,,"In this final section, you will be asked various questions about your opinions and preferences. In order to help you pace yourself, the ""next"" button will ap..."
QID287,False consensus ,Matrix,10,True,True,other,digital_twin_sim_target,,Would you support or oppose...
QID10,Forward Flow,TE,20,False,False,other,other,,"On this page, starting with the word paper, your job is to write down the next word that follows in your mind from the previous word. Please put down only si..."
QID171,Less is More Gamble A ,MC,1,False,False,other,other,,"Please rate your level of disagreement or agreement with the following statement: ""I would find a game that had a 7/36 chance of winning $9 and a 29/36 chanc..."
QID172,Less is More Gamble B ,MC,1,False,False,other,other,,"Please rate your level of disagreement or agreement with the following statement: ""I would find a game that had a 7/36 chance of winning $9 and a 29/36 chanc..."
QID173,Less is More Gamble C ,MC,1,True,True,other,digital_twin_sim_target,,"Please rate your level of disagreement or agreement with the following statement: ""I would find a game that had a 7/36 chance of winning $9 and a 29/36 chanc..."
QID159,Linda -no conjunction ,Matrix,3,False,False,other,other,,"Linda is 31 years old, single, outspoken, and very bright. She majored in philosophy. As a student, she was deeply concerned with issues of discrimination an..."
QID160,Linda-conjunction,Matrix,3,True,True,other,digital_twin_sim_target,,"Linda is 31 years old, single, outspoken, and very bright. She majored in philosophy. As a student, she was deeply concerned with issues of discrimination an..."
QID194,Myside Ford,MC,1,False,False,other,other,,"According to a comprehensive study by the U.S. Department of Transportation, Ford Explorers are 8 times more likely than a typical family car to kill occupan..."
QID195,Myside German,MC,1,True,True,other,digital_twin_sim_target,,"According to a comprehensive study by the U.S. Department of Transportation, a particular German car is 8 times more likely than a typical family car to kill..."
QID196,Non-experimental heuristics and biases ,MC,1,True,True,heuristics_biases,digital_twin_sim_target,,"Assume that you are presented with two trays of black and white marbles, a large tray that contains 100 marbles and a small tray that contains 10 marbles. Th..."
QID288,Non-experimental heuristics and biases ,Matrix,4,True,True,heuristics_biases,digital_twin_sim_target,,"Please rate the following technology or products from ""not at all beneficial"" to ""extremely beneficial"""
QID289,Non-experimental heuristics and biases ,Matrix,4,True,True,heuristics_biases,digital_twin_sim_target,,"Please rate the following technology or products from ""not at all risky"" to ""extremely risky"""
QID290,Non-experimental heuristics and biases ,Slider,10,True,True,heuristics_biases,digital_twin_sim_target,,"What percentage of the public do you think supports the following policies? For each policy, choose a number from 0% to 100%."
QID291,Non-experimental heuristics and biases ,MC,1,True,True,heuristics_biases,digital_twin_sim_target,,Imagine that there will be a deadly flu going around your area next winter. Your doctor says that you have a 10% chance (10 out of 100) of dying from this fl...
QID162,Outcome bias - failure,MC,1,False,False,other,other,,A 55-year-old man had a heart condition. He had to stop working because of chest pain. He enjoyed his work and did not want to stop. His pain also interfered...
QID161,Outcome bias - success ,MC,1,True,True,other,digital_twin_sim_target,,A 55-year-old man had a heart condition. He had to stop working because of chest pain. He enjoyed his work and did not want to stop. His pain also interfered...
QID125,Personality ,Matrix,21,False,False,personality,profile_input_candidate,,How much have you been bothered by each of the following symptoms over the past week?
QID126,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID127,Personality ,DB,0,False,False,personality,profile_input_candidate,,"This page contains groups of statements. After reading each group of statements carefully, choose the one statement which best describes the way you have bee..."
QID128,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID129,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID130,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID131,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID132,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID133,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID134,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID136,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID137,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID138,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID139,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID140,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID141,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID142,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID143,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID144,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID145,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID146,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID147,Personality ,MC,4,False,False,personality,profile_input_candidate,,
QID148,Personality ,MC,1,False,False,personality,profile_input_candidate,,I am purposely trying to lose weight by eating less
QID232,Personality ,Matrix,20,False,False,personality,profile_input_candidate,,Please indicate your agreement with each of the following statements about yourself.
QID233,Personality ,Matrix,16,False,False,personality,profile_input_candidate,,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree ...
QID234,Personality ,Matrix,12,False,False,personality,profile_input_candidate,,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with ...
QID235,Personality ,Matrix,6,False,False,personality,profile_input_candidate,,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with ...
QID236,Personality ,Matrix,13,False,False,personality,profile_input_candidate,,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or f...
QID237,Personality ,Matrix,12,False,False,personality,profile_input_candidate,,Please indicate your agreement with each of the following statements about yourself.
QID238,Personality ,Matrix,15,False,False,personality,profile_input_candidate,,Please indicate your agreement with each of the following statements about yourself.
QID239,Personality ,Matrix,6,False,False,personality,profile_input_candidate,,Please indicate your agreement with each of the following statements about yourself.
QID240,Personality ,DB,0,False,False,personality,profile_input_candidate,,"After reading each group of statements carefully, choose the one statement which best describes the way you have been feeling in the past week, including tod..."
QID25,Personality ,Matrix,44,False,False,personality,profile_input_candidate,,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with ...
QID26,Personality ,Matrix,18,False,False,personality,profile_input_candidate,,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with ...
