metric_scope,treatment_name,cell_name,scenario,case,metric,generated_value,human_value,abs_error,generated_n,human_n
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.8095238095238093,2.774193548387097,0.03533026113671234,21,31
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,3.5,4.68,1.1799999999999997,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,2.36,3.88,1.52,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.92,2.56,0.6400000000000001,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.32,4.78,0.45999999999999996,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,3.08,3.84,0.7599999999999998,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.78,2.9,0.1200000000000001,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,0.42,0.72,0.3,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,0.54,0.45999999999999996,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,0.46,0.54,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,0.54,0.56,0.020000000000000018,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,0.32,0.66,0.34,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,0.44,0.76,0.32,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,0.6,0.52,0.07999999999999996,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.571428571428571,4.722222222222222,0.15079365079365115,21,36
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,3.0,3.740740740740741,0.7407407407407409,50,27
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.740740740740741,2.5,0.24074074074074092,27,28
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,3.64,3.66,0.020000000000000018,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,2.34,3.62,1.2800000000000002,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.98,1.9,0.08000000000000007,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.42,4.28,0.13999999999999968,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,3.0,3.92,0.9199999999999999,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.8,2.24,0.5599999999999996,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,5.0,4.94,0.05999999999999961,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,3.2708333333333335,4.08,0.8091666666666666,48,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.875,2.54,0.33499999999999996,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,3.3958333333333335,4.8,1.4041666666666663,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,1.9583333333333333,4.1,2.1416666666666666,48,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.1875,2.3,1.1124999999999998,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.0,4.88,0.8799999999999999,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.7708333333333335,4.1,1.3291666666666662,48,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.0,2.4,0.3999999999999999,48,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.837209302325581,4.6,0.23720930232558146,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,3.13953488372093,3.94,0.8004651162790699,43,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.813953488372093,2.44,0.3739534883720932,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,3.4186046511627906,4.48,1.0613953488372099,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,2.046511627906977,4.12,2.0734883720930233,43,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.372093023255814,2.22,0.8479069767441862,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.186046511627907,4.92,0.7339534883720926,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.883720930232558,4.22,1.3362790697674418,43,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.372093023255814,2.38,0.007906976744185723,43,50
paper_index_session,ODP,,,,delegation_index_mean,0.44857142857142857,0.3857142857142856,0.06285714285714294,50,50
paper_index_session,ODU,,,,delegation_index_mean,0.3999999999999999,0.4799999999999999,0.08000000000000002,50,50
paper_index_session,TDP,,,,delegation_index_mean,0.41428571428571426,0.34857142857142853,0.06571428571428573,50,50
paper_index_session,TDU,,,,delegation_index_mean,0.3828571428571428,0.39714285714285713,0.014285714285714346,50,50
paper_index_scenario,ODP,ODP__support,support,,payoff_index_mean,0.8252031746031744,0.7859011243386242,0.03930205026455014,50,48
paper_index_scenario,ODP,ODP__support,support,,prosociality_index_mean,0.7139444444444445,0.6912962962962963,0.022648148148148195,50,48
paper_index_scenario,ODP,ODP__support,support,,kindness_index_mean,0.95578231292517,0.8222222222222221,0.13356009070294794,49,45
paper_index_scenario,ODP,ODP__support,support,,intentions_index_mean,0.589795918367347,0.6257142857142857,0.03591836734693865,49,35
paper_index_scenario,ODP,ODP__support,support,,predictability_index_mean,1.0,0.7058823529411765,0.2941176470588235,33,34
paper_index_scenario,ODP,ODP__support,support,,equality_index_mean,0.9333333333333335,0.95625,0.022916666666666585,12,32
paper_index_scenario,ODP,ODP__unknown,unknown,,payoff_index_mean,0.8143809523809523,0.707904761904762,0.10647619047619028,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,prosociality_index_mean,0.7461111111111112,0.6212222222222222,0.12488888888888894,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,kindness_index_mean,0.9133333333333333,0.7399999999999999,0.17333333333333345,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,intentions_index_mean,0.5243333333333333,0.6336666666666667,0.1093333333333334,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,predictability_index_mean,1.0,0.54,0.45999999999999996,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,equality_index_mean,0.912,0.9280000000000002,0.016000000000000125,50,50
paper_index_scenario,ODU,ODU__support,support,,payoff_index_mean,0.8015190476190476,0.7176891842008122,0.0838298634182354,50,43
paper_index_scenario,ODU,ODU__support,support,,prosociality_index_mean,0.7052999999999998,0.6511640211640211,0.05413597883597876,50,42
